id,data_lancamento,conta,tipo,valor,regiao,documento,centro_custo
2326,2022-11-07,Depreciação,Crédito,15456.72,Centro-Oeste,DOC-002326,Marketing
2327,2023-07-13,Despesas Administrativas,Crédito,52170.7,Sudeste,DOC-002327,Contabilidade
2328,2025-03-23,Receita de Vendas,Débito,79813.86,Sudeste,DOC-002328,Vendas
2329,2022-11-02,Despesas com Pessoal,Crédito,80114.28,Sul,DOC-002329,Financeiro
2330,2023-10-22,Marketing,Débito,91602.64,Sudeste,DOC-002330,Marketing
2331,2024-09-17,Despesas com Pessoal,Crédito,5095.91,Norte,DOC-002331,RH
2332,2024-04-13,Juros Passivos,Crédito,48909.58,Norte,DOC-002332,Contabilidade
2333,2022-01-03,Custo de Mercadorias,Débito,47537.31,Sul,DOC-002333,Contabilidade
2334,2025-03-30,Impostos,Crédito,42255.3,Nordeste,DOC-002334,RH
2335,2022-06-02,Receita de Vendas,Crédito,67731.31,Sudeste,DOC-002335,Marketing
2336,2025-03-22,Marketing,Crédito,43414.19,Sul,DOC-002336,Contabilidade
2337,2025-10-26,Outras Receitas,Débito,69180.59,Sul,DOC-002337,Logística
2338,2025-05-26,Outras Receitas,Débito,7748.2,Centro-Oeste,DOC-002338,Vendas
2339,2025-02-03,Receita de Vendas,Débito,92340.69,Nordeste,DOC-002339,Contabilidade
2340,2023-11-15,Marketing,Crédito,70729.74,Nordeste,DOC-002340,Vendas
2341,2022-12-05,Despesas com Pessoal,Débito,68571.64,Nordeste,DOC-002341,Marketing
2342,2024-03-04,Despesas Administrativas,Débito,69737.55,Centro-Oeste,DOC-002342,Financeiro
2343,2022-01-09,Despesas com Pessoal,Débito,19896.36,Nordeste,DOC-002343,Marketing
2344,2024-10-07,Custo de Mercadorias,Crédito,5811.43,Centro-Oeste,DOC-002344,Vendas
2345,2025-02-16,Outras Receitas,Crédito,92106.67,Sudeste,DOC-002345,Financeiro
2346,2023-12-07,Receita de Vendas,Crédito,62706.17,Norte,DOC-002346,RH
2347,2024-09-09,Outras Receitas,Crédito,59470.27,Centro-Oeste,DOC-002347,Vendas
2348,2024-11-19,Juros Passivos,Débito,9423.64,Nordeste,DOC-002348,Logística
2349,2023-10-19,Despesas Administrativas,Débito,43777.1,Norte,DOC-002349,Vendas
2350,2025-05-14,Impostos,Débito,26394.17,Nordeste,DOC-002350,RH
2351,2023-07-22,Receita de Vendas,Crédito,84827.58,Norte,DOC-002351,RH
2352,2025-06-25,Despesas com Pessoal,Crédito,17434.19,Sul,DOC-002352,Vendas
2353,2022-03-30,Receita de Vendas,Crédito,60136.72,Nordeste,DOC-002353,Financeiro
2354,2025-03-29,Receita de Vendas,Débito,39372.51,Norte,DOC-002354,RH
2355,2022-03-13,Receita de Serviços,Crédito,31437.32,Centro-Oeste,DOC-002355,Logística
2356,2023-06-18,Depreciação,Débito,99976.79,Sudeste,DOC-002356,Financeiro
2357,2025-05-21,Outras Receitas,Débito,53296.57,Sudeste,DOC-002357,TI
2358,2025-09-24,Despesas com Pessoal,Crédito,99491.28,Sul,DOC-002358,Financeiro
2359,2025-07-18,Despesas com Pessoal,Crédito,79619.9,Sul,DOC-002359,Vendas
2360,2024-04-24,Custo de Mercadorias,Débito,58254.86,Norte,DOC-002360,TI
2361,2023-03-05,Despesas com Pessoal,Crédito,42399.7,Sudeste,DOC-002361,Marketing
2362,2025-11-17,Receita de Vendas,Débito,40801.02,Nordeste,DOC-002362,Contabilidade
2363,2025-12-22,Marketing,Crédito,6398.74,Centro-Oeste,DOC-002363,Financeiro
2364,2023-03-23,Receita de Serviços,Débito,64161.46,Norte,DOC-002364,Marketing
2365,2025-02-16,Despesas Administrativas,Débito,83225.07,Centro-Oeste,DOC-002365,TI
2366,2023-07-28,Despesas Administrativas,Crédito,28509.32,Nordeste,DOC-002366,Logística
2367,2023-08-21,Juros Passivos,Crédito,53182.47,Centro-Oeste,DOC-002367,RH
2368,2025-04-16,Despesas com Pessoal,Crédito,14395.85,Sul,DOC-002368,RH
2369,2022-07-06,Receita de Vendas,Crédito,18395.8,Nordeste,DOC-002369,TI
2370,2025-05-01,Outras Receitas,Débito,72566.99,Nordeste,DOC-002370,RH
2371,2025-08-07,Outras Receitas,Crédito,34227.68,Sul,DOC-002371,Vendas
2372,2022-06-03,Despesas Administrativas,Crédito,85829.36,Sul,DOC-002372,Contabilidade
2373,2025-04-13,Impostos,Crédito,68417.93,Sul,DOC-002373,Marketing
2374,2025-03-21,Custo de Mercadorias,Crédito,96291.25,Sul,DOC-002374,Logística
2375,2024-09-17,Despesas com Pessoal,Débito,63726.69,Centro-Oeste,DOC-002375,Financeiro
2376,2024-07-09,Marketing,Crédito,39067.88,Norte,DOC-002376,Contabilidade
2377,2022-08-18,Outras Receitas,Crédito,29795.77,Norte,DOC-002377,Vendas
2378,2023-01-17,Juros Passivos,Crédito,71879.02,Centro-Oeste,DOC-002378,Contabilidade
2379,2023-08-02,Custo de Mercadorias,Crédito,63679.49,Nordeste,DOC-002379,Logística
2380,2023-01-24,Impostos,Débito,54026.02,Sul,DOC-002380,RH
2381,2025-11-03,Marketing,Débito,55734.69,Sul,DOC-002381,Financeiro
2382,2022-05-10,Receita de Vendas,Crédito,46388.34,Centro-Oeste,DOC-002382,TI
2383,2022-02-07,Receita de Serviços,Crédito,66340.16,Centro-Oeste,DOC-002383,Vendas
2384,2023-04-21,Marketing,Débito,85960.45,Sul,DOC-002384,RH
2385,2025-11-30,Depreciação,Débito,26740.89,Norte,DOC-002385,Marketing
2386,2023-01-29,Despesas com Pessoal,Débito,18470.79,Centro-Oeste,DOC-002386,Logística
2387,2023-04-07,Impostos,Débito,18097.13,Nordeste,DOC-002387,Marketing
2388,2025-02-04,Despesas com Pessoal,Débito,51092.82,Norte,DOC-002388,Vendas
2389,2024-12-20,Juros Passivos,Crédito,53989.58,Norte,DOC-002389,TI
2390,2024-04-12,Depreciação,Crédito,40771.7,Centro-Oeste,DOC-002390,Logística
2391,2025-07-20,Outras Receitas,Débito,52845.58,Nordeste,DOC-002391,Financeiro
2392,2025-08-09,Receita de Serviços,Crédito,39973.09,Centro-Oeste,DOC-002392,Logística
2393,2022-08-07,Despesas com Pessoal,Crédito,51028.49,Nordeste,DOC-002393,Vendas
2394,2025-02-15,Marketing,Débito,32497.84,Nordeste,DOC-002394,Vendas
2395,2025-05-20,Custo de Mercadorias,Débito,55678.31,Sul,DOC-002395,TI
2396,2024-01-29,Despesas com Pessoal,Crédito,94197.74,Norte,DOC-002396,Logística
2397,2023-05-18,Receita de Serviços,Crédito,13693.42,Centro-Oeste,DOC-002397,Logística
2398,2023-06-22,Outras Receitas,Crédito,16562.02,Sudeste,DOC-002398,Financeiro
2399,2023-10-23,Outras Receitas,Crédito,25723.29,Nordeste,DOC-002399,Logística
2400,2022-01-09,Despesas Administrativas,Crédito,81397.44,Norte,DOC-002400,Vendas
2401,2024-07-01,Custo de Mercadorias,Débito,30452.95,Sul,DOC-002401,Logística
2402,2023-05-24,Impostos,Débito,90362.8,Norte,DOC-002402,Financeiro
2403,2022-04-05,Despesas Administrativas,Crédito,76959.47,Norte,DOC-002403,TI
2404,2025-07-09,Custo de Mercadorias,Débito,96942.92,Nordeste,DOC-002404,Vendas
2405,2025-06-01,Receita de Vendas,Débito,22060.27,Sudeste,DOC-002405,Contabilidade
2406,2025-06-30,Impostos,Débito,94436.11,Nordeste,DOC-002406,Contabilidade
2407,2024-08-26,Despesas Administrativas,Débito,68579.17,Norte,DOC-002407,Logística
2408,2023-07-26,Depreciação,Crédito,28225.61,Norte,DOC-002408,Contabilidade
2409,2024-10-02,Depreciação,Crédito,27901.1,Nordeste,DOC-002409,Vendas
2410,2025-06-27,Custo de Mercadorias,Débito,34082.14,Sul,DOC-002410,Logística
2411,2025-06-30,Custo de Mercadorias,Débito,25683.09,Nordeste,DOC-002411,TI
2412,2024-02-25,Depreciação,Crédito,70922.22,Centro-Oeste,DOC-002412,RH
2413,2024-12-30,Despesas com Pessoal,Crédito,86209.11,Nordeste,DOC-002413,Logística
2414,2025-06-04,Depreciação,Crédito,53393.31,Nordeste,DOC-002414,Logística
2415,2025-04-17,Depreciação,Débito,84994.57,Norte,DOC-002415,TI
2416,2023-03-22,Juros Passivos,Crédito,79886.89,Centro-Oeste,DOC-002416,RH
2417,2022-08-22,Depreciação,Débito,21889.0,Sul,DOC-002417,Contabilidade
2418,2024-05-11,Custo de Mercadorias,Débito,22747.34,Sul,DOC-002418,Logística
2419,2022-10-07,Marketing,Crédito,12667.31,Sudeste,DOC-002419,Contabilidade
2420,2023-10-22,Custo de Mercadorias,Débito,77325.55,Centro-Oeste,DOC-002420,Financeiro
2421,2024-07-24,Marketing,Débito,97506.29,Sul,DOC-002421,RH
2422,2024-03-02,Marketing,Crédito,85305.8,Sul,DOC-002422,RH
2423,2022-06-15,Marketing,Débito,85464.52,Nordeste,DOC-002423,TI
2424,2022-01-07,Impostos,Débito,93199.37,Sudeste,DOC-002424,Vendas
2425,2022-03-02,Juros Passivos,Crédito,83987.29,Sul,DOC-002425,Vendas
2426,2022-04-18,Impostos,Débito,31233.44,Norte,DOC-002426,Logística
2427,2025-11-02,Receita de Vendas,Crédito,88435.42,Centro-Oeste,DOC-002427,Financeiro
2428,2025-09-15,Outras Receitas,Crédito,20191.67,Sudeste,DOC-002428,Marketing
2429,2023-03-17,Impostos,Crédito,39836.61,Centro-Oeste,DOC-002429,RH
2430,2025-01-23,Despesas com Pessoal,Débito,46771.23,Centro-Oeste,DOC-002430,RH
2431,2022-01-19,Marketing,Crédito,93607.33,Nordeste,DOC-002431,Marketing
2432,2025-03-11,Depreciação,Crédito,43585.01,Nordeste,DOC-002432,Financeiro
2433,2022-04-12,Outras Receitas,Débito,24971.0,Norte,DOC-002433,TI
2434,2024-10-12,Impostos,Crédito,89313.5,Centro-Oeste,DOC-002434,Financeiro
2435,2024-12-22,Juros Passivos,Débito,94668.26,Centro-Oeste,DOC-002435,TI
2436,2024-05-15,Receita de Vendas,Débito,57774.21,Sul,DOC-002436,Logística
2437,2024-04-18,Receita de Vendas,Débito,32724.92,Centro-Oeste,DOC-002437,Vendas
2438,2024-06-26,Depreciação,Crédito,96242.74,Nordeste,DOC-002438,Contabilidade
2439,2022-05-13,Depreciação,Crédito,40155.67,Norte,DOC-002439,Financeiro
2440,2023-02-25,Receita de Serviços,Crédito,56405.52,Norte,DOC-002440,Marketing
2441,2023-06-07,Receita de Vendas,Crédito,8737.35,Nordeste,DOC-002441,TI
2442,2025-01-13,Outras Receitas,Crédito,90047.37,Sudeste,DOC-002442,Marketing
2443,2024-01-08,Outras Receitas,Débito,22396.36,Sudeste,DOC-002443,Vendas
2444,2024-04-01,Custo de Mercadorias,Débito,41350.8,Sul,DOC-002444,Financeiro
2445,2022-12-24,Depreciação,Crédito,80367.45,Centro-Oeste,DOC-002445,TI
2446,2023-01-03,Despesas com Pessoal,Crédito,11880.02,Sul,DOC-002446,Vendas
2447,2023-06-15,Impostos,Crédito,87916.22,Norte,DOC-002447,Logística
2448,2022-04-15,Despesas Administrativas,Crédito,81613.22,Sudeste,DOC-002448,Financeiro
2449,2023-11-19,Juros Passivos,Débito,72649.72,Nordeste,DOC-002449,TI
2450,2025-01-08,Depreciação,Crédito,69962.01,Centro-Oeste,DOC-002450,Marketing
2451,2023-03-12,Outras Receitas,Crédito,4523.04,Sudeste,DOC-002451,Marketing
2452,2022-01-20,Receita de Vendas,Crédito,7125.19,Sudeste,DOC-002452,RH
2453,2024-12-02,Receita de Vendas,Crédito,42565.29,Sudeste,DOC-002453,Contabilidade
2454,2024-12-19,Juros Passivos,Crédito,12077.56,Centro-Oeste,DOC-002454,Marketing
2455,2023-05-29,Depreciação,Crédito,80985.05,Sul,DOC-002455,Financeiro
2456,2025-12-15,Despesas Administrativas,Crédito,43307.01,Centro-Oeste,DOC-002456,Contabilidade
2457,2023-01-25,Marketing,Crédito,54539.94,Sudeste,DOC-002457,RH
2458,2024-10-22,Receita de Serviços,Débito,98051.95,Norte,DOC-002458,Logística
2459,2022-02-13,Despesas Administrativas,Crédito,51035.29,Sudeste,DOC-002459,RH
2460,2024-10-07,Juros Passivos,Débito,79439.03,Nordeste,DOC-002460,RH
2461,2022-05-31,Juros Passivos,Débito,13735.75,Norte,DOC-002461,Logística
2462,2023-07-08,Receita de Vendas,Débito,76391.31,Nordeste,DOC-002462,RH
2463,2024-10-14,Despesas com Pessoal,Crédito,80732.66,Sul,DOC-002463,Vendas
2464,2024-11-09,Despesas Administrativas,Débito,21349.47,Sul,DOC-002464,RH
2465,2022-02-11,Despesas com Pessoal,Crédito,25049.28,Nordeste,DOC-002465,RH
2466,2024-12-21,Juros Passivos,Crédito,18561.46,Centro-Oeste,DOC-002466,Logística
2467,2025-02-27,Marketing,Crédito,2842.75,Sudeste,DOC-002467,TI
2468,2024-06-22,Outras Receitas,Débito,92330.31,Nordeste,DOC-002468,Vendas
2469,2024-08-28,Depreciação,Débito,36351.82,Sul,DOC-002469,TI
2470,2024-04-28,Custo de Mercadorias,Crédito,93162.53,Centro-Oeste,DOC-002470,Vendas
2471,2023-01-06,Impostos,Débito,81121.48,Centro-Oeste,DOC-002471,TI
2472,2023-02-15,Custo de Mercadorias,Débito,30140.32,Sudeste,DOC-002472,Contabilidade
2473,2025-07-23,Juros Passivos,Crédito,4304.2,Sul,DOC-002473,Financeiro
2474,2024-05-11,Depreciação,Crédito,88827.01,Sudeste,DOC-002474,Contabilidade
2475,2023-11-13,Outras Receitas,Crédito,61905.23,Centro-Oeste,DOC-002475,Logística
2476,2023-11-23,Despesas com Pessoal,Débito,1552.53,Centro-Oeste,DOC-002476,Financeiro
2477,2023-03-20,Depreciação,Débito,47935.9,Sul,DOC-002477,RH
2478,2022-01-23,Depreciação,Débito,92546.21,Centro-Oeste,DOC-002478,TI
2479,2025-07-01,Despesas Administrativas,Crédito,12016.17,Norte,DOC-002479,Logística
2480,2023-07-04,Custo de Mercadorias,Crédito,42344.36,Nordeste,DOC-002480,Marketing
2481,2022-03-22,Juros Passivos,Débito,87354.84,Nordeste,DOC-002481,Financeiro
2482,2024-07-25,Despesas com Pessoal,Débito,27345.91,Centro-Oeste,DOC-002482,Financeiro
2483,2023-06-20,Juros Passivos,Crédito,66118.8,Sudeste,DOC-002483,RH
2484,2023-10-19,Juros Passivos,Débito,22840.95,Sul,DOC-002484,Marketing
2485,2022-08-29,Despesas com Pessoal,Débito,21608.92,Centro-Oeste,DOC-002485,Marketing
2486,2022-06-14,Outras Receitas,Débito,68674.56,Norte,DOC-002486,Contabilidade
2487,2024-01-12,Receita de Serviços,Débito,12674.29,Sul,DOC-002487,Logística
2488,2024-11-23,Despesas com Pessoal,Débito,27906.31,Centro-Oeste,DOC-002488,Contabilidade
2489,2025-01-27,Receita de Serviços,Crédito,95025.14,Centro-Oeste,DOC-002489,Marketing
2490,2022-08-05,Despesas Administrativas,Crédito,54365.12,Norte,DOC-002490,Marketing
2491,2025-10-15,Impostos,Débito,37891.34,Nordeste,DOC-002491,Logística
2492,2025-10-13,Impostos,Crédito,98240.68,Sudeste,DOC-002492,Logística
2493,2024-01-03,Receita de Serviços,Crédito,23334.3,Nordeste,DOC-002493,RH
2494,2022-09-12,Marketing,Crédito,82949.77,Sudeste,DOC-002494,Marketing
2495,2024-10-10,Custo de Mercadorias,Débito,89170.96,Nordeste,DOC-002495,Logística
2496,2024-11-30,Receita de Vendas,Débito,23366.94,Sudeste,DOC-002496,Logística
2497,2023-06-01,Receita de Vendas,Débito,92446.79,Sul,DOC-002497,Financeiro
2498,2025-09-26,Impostos,Débito,18235.96,Sudeste,DOC-002498,Vendas
2499,2025-10-10,Receita de Vendas,Débito,47292.53,Sul,DOC-002499,Contabilidade
2500,2025-03-20,Impostos,Débito,26140.23,Sul,DOC-002500,TI
2501,2025-06-04,Despesas Administrativas,Crédito,70075.97,Centro-Oeste,DOC-002501,TI
2502,2025-06-19,Receita de Vendas,Crédito,84065.21,Nordeste,DOC-002502,Contabilidade
2503,2024-03-28,Receita de Vendas,Débito,32688.8,Centro-Oeste,DOC-002503,Contabilidade
2504,2022-08-14,Impostos,Débito,88385.05,Sudeste,DOC-002504,Contabilidade
2505,2023-10-03,Marketing,Crédito,70751.4,Centro-Oeste,DOC-002505,RH
2506,2023-05-20,Impostos,Débito,13584.0,Centro-Oeste,DOC-002506,Vendas
2507,2023-06-11,Despesas Administrativas,Crédito,29775.03,Nordeste,DOC-002507,Financeiro
2508,2022-10-09,Receita de Vendas,Débito,99710.98,Nordeste,DOC-002508,Marketing
2509,2024-11-27,Receita de Serviços,Débito,53438.91,Sul,DOC-002509,Vendas
2510,2024-10-07,Impostos,Crédito,5230.71,Nordeste,DOC-002510,RH
2511,2022-03-07,Marketing,Crédito,70289.82,Centro-Oeste,DOC-002511,Marketing
2512,2022-04-27,Despesas com Pessoal,Débito,66904.67,Sudeste,DOC-002512,Contabilidade
2513,2023-12-24,Receita de Serviços,Débito,33272.21,Nordeste,DOC-002513,Vendas
2514,2022-08-23,Despesas Administrativas,Débito,39848.93,Sudeste,DOC-002514,Contabilidade
2515,2022-05-24,Outras Receitas,Crédito,33670.46,Sul,DOC-002515,Vendas
2516,2023-10-11,Outras Receitas,Débito,24415.65,Norte,DOC-002516,Vendas
2517,2025-02-20,Marketing,Crédito,40030.83,Sul,DOC-002517,Financeiro
2518,2023-08-25,Marketing,Crédito,52706.53,Norte,DOC-002518,Marketing
2519,2024-10-05,Impostos,Crédito,78674.61,Centro-Oeste,DOC-002519,Contabilidade
2520,2023-05-11,Depreciação,Débito,56842.87,Centro-Oeste,DOC-002520,Financeiro
2521,2023-04-24,Despesas Administrativas,Crédito,75668.5,Centro-Oeste,DOC-002521,Vendas
2522,2024-10-31,Despesas Administrativas,Débito,69864.29,Sul,DOC-002522,Logística
2523,2023-01-10,Impostos,Débito,14357.51,Sul,DOC-002523,Contabilidade
2524,2023-05-16,Marketing,Crédito,23897.04,Sudeste,DOC-002524,Marketing
2525,2022-06-10,Juros Passivos,Débito,71778.06,Nordeste,DOC-002525,Logística
2526,2022-01-18,Receita de Serviços,Crédito,60640.4,Centro-Oeste,DOC-002526,Vendas
2527,2025-02-05,Despesas Administrativas,Crédito,1584.83,Norte,DOC-002527,Vendas
2528,2022-05-08,Marketing,Débito,62665.87,Sudeste,DOC-002528,TI
2529,2022-03-14,Juros Passivos,Débito,52261.08,Norte,DOC-002529,Contabilidade
2530,2023-07-01,Juros Passivos,Débito,43269.54,Sul,DOC-002530,TI
2531,2022-07-04,Marketing,Crédito,37152.78,Norte,DOC-002531,RH
2532,2023-10-31,Custo de Mercadorias,Crédito,15667.27,Centro-Oeste,DOC-002532,Vendas
2533,2022-10-17,Juros Passivos,Débito,34209.77,Centro-Oeste,DOC-002533,Marketing
2534,2024-08-06,Depreciação,Crédito,39702.06,Sudeste,DOC-002534,Vendas
2535,2022-10-28,Depreciação,Débito,10448.32,Norte,DOC-002535,Financeiro
2536,2024-07-04,Custo de Mercadorias,Crédito,81949.08,Norte,DOC-002536,Financeiro
2537,2023-07-05,Receita de Serviços,Crédito,16583.16,Sudeste,DOC-002537,Contabilidade
2538,2023-10-12,Juros Passivos,Crédito,97886.47,Norte,DOC-002538,Vendas
2539,2022-04-22,Marketing,Crédito,31677.24,Norte,DOC-002539,RH
2540,2024-06-21,Juros Passivos,Débito,76548.4,Nordeste,DOC-002540,Vendas
2541,2023-10-27,Despesas Administrativas,Crédito,21117.62,Centro-Oeste,DOC-002541,Vendas
2542,2025-10-18,Receita de Serviços,Crédito,11375.16,Nordeste,DOC-002542,Contabilidade
2543,2024-09-12,Custo de Mercadorias,Crédito,76354.36,Sudeste,DOC-002543,Logística
2544,2023-03-05,Receita de Serviços,Crédito,68297.4,Norte,DOC-002544,RH
2545,2023-09-01,Impostos,Crédito,264.14,Norte,DOC-002545,Vendas
2546,2022-02-05,Juros Passivos,Crédito,20931.96,Sudeste,DOC-002546,Vendas
2547,2022-05-28,Despesas Administrativas,Débito,67373.38,Norte,DOC-002547,Marketing
2548,2025-11-21,Receita de Vendas,Débito,11168.92,Sul,DOC-002548,Contabilidade
2549,2023-06-17,Receita de Vendas,Débito,49413.82,Nordeste,DOC-002549,Marketing
2550,2025-05-30,Despesas Administrativas,Crédito,32883.1,Centro-Oeste,DOC-002550,RH
2551,2022-05-05,Despesas Administrativas,Crédito,84816.69,Norte,DOC-002551,Financeiro
2552,2022-12-16,Custo de Mercadorias,Débito,51087.75,Norte,DOC-002552,Contabilidade
2553,2023-04-02,Despesas com Pessoal,Débito,71836.91,Sul,DOC-002553,Marketing
2554,2022-07-25,Outras Receitas,Débito,36920.02,Centro-Oeste,DOC-002554,Contabilidade
2555,2022-01-22,Impostos,Crédito,21669.48,Sul,DOC-002555,Contabilidade
2556,2024-03-14,Receita de Vendas,Crédito,38090.36,Sudeste,DOC-002556,Logística
2557,2025-03-29,Despesas Administrativas,Crédito,40721.65,Sudeste,DOC-002557,Vendas
2558,2023-06-22,Impostos,Débito,58337.98,Norte,DOC-002558,Financeiro
2559,2023-09-21,Depreciação,Débito,60540.56,Sul,DOC-002559,RH
2560,2025-07-20,Impostos,Débito,4227.45,Centro-Oeste,DOC-002560,Financeiro
2561,2025-03-24,Outras Receitas,Crédito,20332.47,Nordeste,DOC-002561,Logística
2562,2023-04-13,Despesas Administrativas,Crédito,63027.99,Sudeste,DOC-002562,Marketing
2563,2025-12-01,Receita de Vendas,Crédito,50379.07,Nordeste,DOC-002563,TI
2564,2023-07-21,Receita de Vendas,Crédito,84499.03,Nordeste,DOC-002564,Financeiro
2565,2024-09-26,Receita de Serviços,Débito,43471.54,Sudeste,DOC-002565,Logística
2566,2025-10-18,Receita de Serviços,Débito,55055.51,Sudeste,DOC-002566,Logística
2567,2024-05-23,Receita de Vendas,Crédito,2559.65,Centro-Oeste,DOC-002567,Contabilidade
2568,2024-04-28,Despesas Administrativas,Crédito,91032.58,Sudeste,DOC-002568,Financeiro
2569,2023-04-14,Despesas Administrativas,Crédito,76367.63,Sudeste,DOC-002569,TI
2570,2025-08-07,Marketing,Débito,41276.99,Sudeste,DOC-002570,RH
2571,2023-01-29,Receita de Serviços,Débito,16812.16,Nordeste,DOC-002571,TI
2572,2025-01-18,Receita de Vendas,Débito,2228.25,Norte,DOC-002572,Marketing
2573,2025-10-14,Despesas com Pessoal,Crédito,52528.47,Sudeste,DOC-002573,Marketing
2574,2025-12-17,Receita de Serviços,Crédito,34882.24,Sudeste,DOC-002574,Financeiro
2575,2025-12-16,Juros Passivos,Crédito,3721.57,Centro-Oeste,DOC-002575,Logística
2576,2024-07-07,Impostos,Crédito,88484.05,Nordeste,DOC-002576,Vendas
2577,2022-01-13,Receita de Serviços,Débito,55691.22,Centro-Oeste,DOC-002577,Marketing
2578,2022-12-04,Juros Passivos,Débito,32009.41,Sul,DOC-002578,Contabilidade
2579,2024-09-01,Impostos,Débito,23841.28,Sudeste,DOC-002579,Contabilidade
2580,2025-11-04,Despesas Administrativas,Débito,99322.5,Centro-Oeste,DOC-002580,Logística
2581,2025-05-28,Juros Passivos,Débito,97979.81,Sudeste,DOC-002581,TI
2582,2022-12-08,Receita de Vendas,Crédito,82743.0,Centro-Oeste,DOC-002582,Vendas
2583,2024-10-25,Receita de Serviços,Débito,39571.65,Centro-Oeste,DOC-002583,Vendas
2584,2025-05-05,Outras Receitas,Crédito,81843.6,Sul,DOC-002584,TI
2585,2025-02-13,Despesas Administrativas,Crédito,12215.44,Centro-Oeste,DOC-002585,Financeiro
2586,2022-12-16,Depreciação,Crédito,80518.67,Sudeste,DOC-002586,Marketing
2587,2024-06-05,Outras Receitas,Crédito,71381.28,Centro-Oeste,DOC-002587,Financeiro
2588,2024-09-11,Outras Receitas,Crédito,98996.17,Sul,DOC-002588,Contabilidade
2589,2022-05-26,Depreciação,Crédito,3291.3,Nordeste,DOC-002589,Contabilidade
2590,2024-05-25,Custo de Mercadorias,Crédito,76580.4,Sul,DOC-002590,Financeiro
2591,2024-02-16,Impostos,Crédito,8449.27,Centro-Oeste,DOC-002591,RH
2592,2025-02-26,Despesas com Pessoal,Débito,46188.22,Nordeste,DOC-002592,Financeiro
2593,2025-08-19,Receita de Serviços,Crédito,2142.47,Sudeste,DOC-002593,Financeiro
2594,2023-12-03,Depreciação,Crédito,42879.93,Norte,DOC-002594,TI
2595,2023-04-15,Custo de Mercadorias,Crédito,66107.37,Nordeste,DOC-002595,Contabilidade
2596,2024-10-18,Despesas Administrativas,Débito,34995.57,Centro-Oeste,DOC-002596,Contabilidade
2597,2023-03-11,Receita de Serviços,Crédito,54321.5,Sudeste,DOC-002597,Vendas
2598,2024-09-15,Receita de Serviços,Débito,52789.76,Norte,DOC-002598,Marketing
2599,2023-09-22,Despesas Administrativas,Débito,96058.66,Norte,DOC-002599,TI
2600,2025-01-06,Receita de Vendas,Crédito,14106.29,Sudeste,DOC-002600,TI
2601,2023-11-21,Despesas com Pessoal,Débito,7504.3,Sudeste,DOC-002601,Contabilidade
2602,2024-12-11,Depreciação,Crédito,98799.58,Sudeste,DOC-002602,Marketing
2603,2025-05-31,Impostos,Débito,24253.13,Nordeste,DOC-002603,Vendas
2604,2023-01-13,Receita de Vendas,Débito,52975.67,Sudeste,DOC-002604,Marketing
2605,2022-02-02,Impostos,Débito,28168.69,Centro-Oeste,DOC-002605,Contabilidade
2606,2023-03-21,Custo de Mercadorias,Débito,45321.02,Centro-Oeste,DOC-002606,Logística
2607,2022-06-26,Despesas com Pessoal,Crédito,67568.19,Sudeste,DOC-002607,Contabilidade
2608,2022-05-05,Impostos,Crédito,36941.77,Nordeste,DOC-002608,TI
2609,2024-09-07,Despesas com Pessoal,Crédito,93041.61,Sudeste,DOC-002609,Logística
2610,2025-10-11,Receita de Serviços,Débito,15206.69,Nordeste,DOC-002610,Logística
2611,2022-09-01,Impostos,Débito,46715.98,Norte,DOC-002611,TI
2612,2025-07-03,Receita de Vendas,Débito,12072.17,Sudeste,DOC-002612,TI
2613,2024-01-29,Despesas com Pessoal,Crédito,63129.6,Sudeste,DOC-002613,Marketing
2614,2022-03-29,Receita de Vendas,Débito,46257.42,Sul,DOC-002614,TI
2615,2024-05-04,Despesas com Pessoal,Crédito,23526.1,Sudeste,DOC-002615,TI
2616,2024-03-11,Despesas com Pessoal,Débito,78187.6,Nordeste,DOC-002616,Contabilidade
2617,2023-01-22,Receita de Serviços,Crédito,84716.83,Centro-Oeste,DOC-002617,Vendas
2618,2023-04-13,Juros Passivos,Crédito,85059.01,Sudeste,DOC-002618,TI
2619,2025-11-07,Outras Receitas,Crédito,2962.68,Centro-Oeste,DOC-002619,TI
2620,2025-09-01,Despesas com Pessoal,Crédito,60406.12,Norte,DOC-002620,TI
2621,2024-12-07,Impostos,Débito,10327.94,Norte,DOC-002621,Contabilidade
2622,2024-11-06,Marketing,Crédito,88668.97,Sul,DOC-002622,RH
2623,2023-08-27,Receita de Serviços,Crédito,62524.33,Norte,DOC-002623,Logística
2624,2025-04-01,Despesas com Pessoal,Crédito,36382.7,Nordeste,DOC-002624,RH
2625,2025-06-07,Receita de Vendas,Crédito,24603.73,Nordeste,DOC-002625,Financeiro
2626,2023-04-02,Receita de Vendas,Crédito,18693.01,Norte,DOC-002626,Marketing
2627,2022-11-25,Despesas com Pessoal,Crédito,64267.75,Nordeste,DOC-002627,Financeiro
2628,2023-03-22,Outras Receitas,Crédito,27120.79,Nordeste,DOC-002628,Contabilidade
2629,2022-08-19,Despesas com Pessoal,Crédito,50797.38,Centro-Oeste,DOC-002629,Vendas
2630,2025-02-25,Receita de Vendas,Crédito,2332.94,Norte,DOC-002630,Vendas
2631,2025-04-01,Impostos,Crédito,86592.75,Sudeste,DOC-002631,Marketing
