id,data_envio,pedido,transportadora,origem,destino,peso_kg,custo_frete,dias_entrega,status
2856,2025-05-06,PED-002856,TransLog,Norte,Sudeste,89.99,414.15,8,Em Trânsito
2857,2024-01-23,PED-002857,GlobalShip,Sudeste,Nordeste,414.0,389.43,8,Entregue
2858,2025-08-31,PED-002858,RapidFrete,Sul,Sul,248.28,367.8,11,Devolvido
2859,2022-05-10,PED-002859,RapidFrete,Sul,Centro-Oeste,291.18,134.18,15,Aguardando
2860,2022-08-27,PED-002860,ExpressCargo,Sudeste,Sudeste,237.87,143.18,3,Em Trânsito
2861,2025-04-29,PED-002861,RapidFrete,Sudeste,Sul,404.49,222.33,2,Devolvido
2862,2025-04-18,PED-002862,TransLog,Norte,Sul,389.24,287.97,3,Em Trânsito
2863,2024-04-13,PED-002863,GlobalShip,Nordeste,Sul,204.03,122.13,3,Devolvido
2864,2025-05-22,PED-002864,FastDelivery,Centro-Oeste,Sul,439.37,12.29,4,Devolvido
2865,2025-09-09,PED-002865,FastDelivery,Centro-Oeste,Sul,230.77,167.71,14,Aguardando
2866,2023-03-25,PED-002866,ExpressCargo,Centro-Oeste,Nordeste,457.13,451.61,15,Em Trânsito
2867,2022-02-17,PED-002867,TransLog,Norte,Nordeste,493.87,349.2,2,Entregue
2868,2023-11-07,PED-002868,GlobalShip,Nordeste,Nordeste,206.85,234.97,1,Em Trânsito
2869,2023-11-09,PED-002869,TransLog,Nordeste,Sul,247.07,386.75,4,Em Trânsito
2870,2022-11-28,PED-002870,ExpressCargo,Norte,Sul,230.88,139.26,2,Aguardando
2871,2024-03-13,PED-002871,ExpressCargo,Sul,Nordeste,7.81,391.88,3,Devolvido
2872,2024-06-14,PED-002872,TransLog,Sudeste,Sudeste,280.63,211.33,6,Em Trânsito
2873,2023-10-24,PED-002873,FastDelivery,Nordeste,Centro-Oeste,285.04,440.49,2,Aguardando
2874,2022-05-18,PED-002874,TransLog,Nordeste,Norte,267.07,92.92,13,Aguardando
2875,2022-07-06,PED-002875,ExpressCargo,Sul,Sudeste,403.65,146.77,6,Aguardando
2876,2024-10-05,PED-002876,RapidFrete,Sul,Centro-Oeste,113.9,195.72,6,Devolvido
2877,2024-03-09,PED-002877,GlobalShip,Centro-Oeste,Nordeste,33.69,385.56,10,Aguardando
2878,2023-08-28,PED-002878,GlobalShip,Sul,Centro-Oeste,317.45,464.96,10,Em Trânsito
2879,2023-01-04,PED-002879,RapidFrete,Centro-Oeste,Centro-Oeste,154.55,292.53,11,Em Trânsito
2880,2022-06-13,PED-002880,RapidFrete,Sul,Sudeste,52.31,78.14,2,Devolvido
2881,2022-06-09,PED-002881,FastDelivery,Norte,Nordeste,404.49,273.46,8,Em Trânsito
2882,2025-02-27,PED-002882,GlobalShip,Norte,Norte,102.23,416.3,9,Entregue
2883,2025-07-18,PED-002883,RapidFrete,Sul,Sudeste,307.99,162.1,2,Entregue
2884,2025-06-28,PED-002884,RapidFrete,Norte,Nordeste,130.69,461.41,1,Devolvido
2885,2022-01-07,PED-002885,GlobalShip,Sudeste,Norte,445.14,455.17,4,Em Trânsito
2886,2024-09-25,PED-002886,FastDelivery,Norte,Centro-Oeste,315.69,276.44,10,Aguardando
2887,2023-03-03,PED-002887,TransLog,Nordeste,Sudeste,56.48,484.05,7,Devolvido
2888,2025-06-22,PED-002888,RapidFrete,Norte,Norte,239.06,226.34,1,Em Trânsito
2889,2023-01-06,PED-002889,FastDelivery,Sul,Nordeste,275.24,57.44,11,Devolvido
2890,2024-06-08,PED-002890,ExpressCargo,Nordeste,Sudeste,181.39,185.22,15,Devolvido
2891,2024-11-30,PED-002891,ExpressCargo,Centro-Oeste,Norte,17.09,457.62,13,Devolvido
2892,2022-05-29,PED-002892,RapidFrete,Sudeste,Nordeste,45.17,495.04,15,Aguardando
2893,2022-12-19,PED-002893,GlobalShip,Centro-Oeste,Nordeste,300.99,180.54,9,Entregue
2894,2023-12-26,PED-002894,GlobalShip,Norte,Norte,347.88,225.13,13,Aguardando
2895,2022-05-10,PED-002895,FastDelivery,Centro-Oeste,Centro-Oeste,391.38,438.6,13,Aguardando
2896,2025-06-03,PED-002896,ExpressCargo,Sudeste,Nordeste,251.82,233.26,15,Aguardando
2897,2025-09-24,PED-002897,ExpressCargo,Sul,Centro-Oeste,460.15,189.86,6,Entregue
2898,2024-08-11,PED-002898,ExpressCargo,Sudeste,Centro-Oeste,372.15,342.85,2,Aguardando
2899,2022-04-30,PED-002899,FastDelivery,Norte,Norte,290.68,388.62,10,Em Trânsito
2900,2024-03-24,PED-002900,RapidFrete,Sul,Sul,432.08,15.39,2,Aguardando
2901,2025-02-13,PED-002901,FastDelivery,Sul,Norte,408.76,366.43,3,Aguardando
2902,2023-02-28,PED-002902,ExpressCargo,Norte,Sudeste,99.37,347.26,8,Entregue
2903,2025-10-03,PED-002903,TransLog,Nordeste,Nordeste,294.63,403.7,11,Em Trânsito
2904,2023-05-23,PED-002904,GlobalShip,Nordeste,Centro-Oeste,181.4,342.57,6,Aguardando
2905,2025-12-29,PED-002905,ExpressCargo,Sudeste,Sudeste,476.66,418.6,11,Devolvido
2906,2023-08-30,PED-002906,FastDelivery,Nordeste,Nordeste,326.59,455.83,4,Entregue
2907,2025-07-04,PED-002907,TransLog,Centro-Oeste,Norte,111.88,21.37,12,Devolvido
2908,2025-02-27,PED-002908,RapidFrete,Sul,Centro-Oeste,325.43,299.14,3,Entregue
2909,2023-05-06,PED-002909,RapidFrete,Nordeste,Sul,100.37,419.29,2,Devolvido
2910,2024-12-22,PED-002910,ExpressCargo,Sudeste,Sul,441.59,302.96,10,Em Trânsito
2911,2024-12-27,PED-002911,GlobalShip,Norte,Norte,333.74,185.96,5,Aguardando
2912,2023-07-27,PED-002912,TransLog,Nordeste,Sudeste,327.56,130.8,12,Aguardando
2913,2024-08-15,PED-002913,ExpressCargo,Sul,Sudeste,147.1,178.23,8,Entregue
2914,2025-01-16,PED-002914,RapidFrete,Norte,Centro-Oeste,194.71,382.6,4,Devolvido
2915,2022-01-23,PED-002915,ExpressCargo,Sul,Sul,450.31,318.26,2,Entregue
2916,2025-08-29,PED-002916,RapidFrete,Sul,Sudeste,334.66,120.88,1,Devolvido
2917,2022-06-01,PED-002917,RapidFrete,Centro-Oeste,Sudeste,156.79,316.9,13,Aguardando
2918,2024-09-19,PED-002918,RapidFrete,Centro-Oeste,Sul,122.43,76.28,6,Entregue
2919,2024-10-05,PED-002919,TransLog,Norte,Sul,61.08,62.79,4,Devolvido
2920,2024-04-20,PED-002920,RapidFrete,Centro-Oeste,Norte,317.28,223.99,13,Entregue
2921,2022-08-24,PED-002921,FastDelivery,Nordeste,Norte,223.32,139.58,6,Entregue
2922,2025-06-23,PED-002922,FastDelivery,Nordeste,Sul,448.98,379.73,6,Aguardando
2923,2022-06-25,PED-002923,GlobalShip,Nordeste,Nordeste,185.52,117.04,15,Em Trânsito
2924,2024-02-11,PED-002924,ExpressCargo,Sul,Sul,130.1,367.6,5,Aguardando
2925,2022-07-08,PED-002925,GlobalShip,Sul,Sul,167.52,220.0,4,Devolvido
2926,2022-11-03,PED-002926,FastDelivery,Sudeste,Centro-Oeste,193.58,76.61,13,Entregue
2927,2025-05-25,PED-002927,GlobalShip,Centro-Oeste,Sudeste,489.63,356.34,14,Entregue
2928,2024-01-30,PED-002928,GlobalShip,Norte,Nordeste,177.15,42.89,5,Entregue
2929,2024-04-07,PED-002929,RapidFrete,Centro-Oeste,Sul,202.02,175.69,10,Devolvido
2930,2023-11-08,PED-002930,GlobalShip,Sul,Sudeste,307.4,344.67,9,Entregue
2931,2024-08-06,PED-002931,ExpressCargo,Nordeste,Nordeste,371.13,79.12,15,Entregue
2932,2024-07-30,PED-002932,TransLog,Centro-Oeste,Centro-Oeste,50.35,358.95,14,Em Trânsito
2933,2022-03-22,PED-002933,FastDelivery,Nordeste,Sul,410.38,78.36,15,Em Trânsito
2934,2022-09-25,PED-002934,FastDelivery,Sudeste,Norte,163.46,382.16,7,Devolvido
2935,2022-05-22,PED-002935,TransLog,Sudeste,Norte,121.16,281.77,10,Devolvido
2936,2025-06-20,PED-002936,ExpressCargo,Sudeste,Norte,314.94,413.62,3,Aguardando
2937,2023-06-08,PED-002937,GlobalShip,Norte,Sul,238.46,24.5,12,Aguardando
2938,2024-03-28,PED-002938,ExpressCargo,Nordeste,Centro-Oeste,41.41,16.41,1,Entregue
2939,2025-01-27,PED-002939,TransLog,Norte,Norte,394.17,467.55,11,Entregue
2940,2022-05-09,PED-002940,ExpressCargo,Nordeste,Norte,382.53,402.04,5,Em Trânsito
2941,2022-03-22,PED-002941,RapidFrete,Sul,Nordeste,130.35,468.88,3,Em Trânsito
2942,2024-06-09,PED-002942,FastDelivery,Nordeste,Centro-Oeste,303.43,470.72,8,Aguardando
2943,2024-09-01,PED-002943,GlobalShip,Norte,Nordeste,341.85,464.66,3,Em Trânsito
2944,2023-03-16,PED-002944,RapidFrete,Centro-Oeste,Sudeste,115.22,200.21,13,Em Trânsito
2945,2023-03-03,PED-002945,RapidFrete,Sul,Nordeste,81.65,60.63,15,Entregue
2946,2024-09-06,PED-002946,RapidFrete,Nordeste,Sudeste,279.56,403.82,12,Entregue
2947,2022-06-24,PED-002947,GlobalShip,Nordeste,Centro-Oeste,320.19,346.59,14,Devolvido
2948,2025-12-28,PED-002948,TransLog,Centro-Oeste,Norte,415.61,294.5,8,Devolvido
2949,2025-11-27,PED-002949,TransLog,Nordeste,Sul,325.16,104.78,3,Aguardando
2950,2025-08-11,PED-002950,FastDelivery,Sudeste,Nordeste,458.17,286.47,8,Entregue
2951,2023-03-27,PED-002951,ExpressCargo,Nordeste,Sul,492.95,255.35,12,Aguardando
2952,2025-11-29,PED-002952,GlobalShip,Sul,Sul,351.36,356.33,13,Devolvido
2953,2024-03-23,PED-002953,FastDelivery,Nordeste,Centro-Oeste,387.04,341.73,9,Aguardando
2954,2023-05-19,PED-002954,RapidFrete,Sudeste,Norte,1.76,159.43,5,Devolvido
2955,2023-03-15,PED-002955,TransLog,Sudeste,Sul,367.89,438.36,8,Aguardando
2956,2022-11-23,PED-002956,FastDelivery,Sudeste,Sudeste,498.59,166.42,12,Em Trânsito
2957,2023-07-14,PED-002957,RapidFrete,Nordeste,Nordeste,140.43,261.8,13,Entregue
2958,2025-10-21,PED-002958,RapidFrete,Nordeste,Nordeste,181.31,207.37,13,Aguardando
2959,2024-07-04,PED-002959,FastDelivery,Sudeste,Sul,39.51,138.59,9,Devolvido
2960,2022-05-05,PED-002960,FastDelivery,Centro-Oeste,Centro-Oeste,397.78,145.9,10,Devolvido
2961,2023-11-28,PED-002961,RapidFrete,Norte,Sudeste,184.51,163.67,13,Em Trânsito
2962,2024-06-27,PED-002962,ExpressCargo,Sul,Norte,389.11,310.51,9,Entregue
2963,2024-02-02,PED-002963,FastDelivery,Nordeste,Norte,285.57,134.54,12,Aguardando
2964,2022-06-30,PED-002964,ExpressCargo,Norte,Centro-Oeste,61.07,263.04,15,Aguardando
2965,2025-02-24,PED-002965,RapidFrete,Sudeste,Centro-Oeste,244.07,228.13,2,Devolvido
2966,2023-07-18,PED-002966,GlobalShip,Sul,Sul,71.24,58.08,11,Aguardando
2967,2024-12-12,PED-002967,RapidFrete,Nordeste,Sul,186.72,91.28,1,Entregue
2968,2024-01-19,PED-002968,RapidFrete,Sudeste,Sudeste,166.42,236.65,2,Devolvido
2969,2025-03-04,PED-002969,RapidFrete,Sul,Norte,409.76,173.68,1,Aguardando
2970,2025-02-18,PED-002970,FastDelivery,Sul,Centro-Oeste,453.91,305.37,4,Aguardando
2971,2024-02-15,PED-002971,ExpressCargo,Sudeste,Centro-Oeste,284.71,220.52,6,Devolvido
2972,2023-06-21,PED-002972,RapidFrete,Sul,Nordeste,13.99,403.37,13,Em Trânsito
2973,2022-12-28,PED-002973,RapidFrete,Nordeste,Nordeste,19.21,376.39,4,Devolvido
2974,2022-03-19,PED-002974,ExpressCargo,Sul,Sul,207.38,431.58,12,Entregue
2975,2024-10-22,PED-002975,TransLog,Centro-Oeste,Sul,394.46,331.68,1,Aguardando
2976,2022-01-27,PED-002976,GlobalShip,Sudeste,Nordeste,466.26,129.86,10,Entregue
2977,2025-11-17,PED-002977,RapidFrete,Nordeste,Nordeste,37.5,277.35,13,Entregue
2978,2025-10-26,PED-002978,FastDelivery,Nordeste,Centro-Oeste,163.71,198.11,9,Entregue
2979,2024-02-01,PED-002979,TransLog,Sul,Nordeste,119.41,214.04,11,Em Trânsito
2980,2023-07-26,PED-002980,GlobalShip,Sul,Centro-Oeste,101.7,465.6,10,Devolvido
2981,2022-11-21,PED-002981,ExpressCargo,Norte,Norte,231.73,338.24,7,Aguardando
2982,2023-02-08,PED-002982,RapidFrete,Sudeste,Sudeste,202.8,33.35,13,Devolvido
2983,2024-08-23,PED-002983,RapidFrete,Centro-Oeste,Centro-Oeste,136.08,275.4,1,Aguardando
2984,2025-01-28,PED-002984,GlobalShip,Sudeste,Nordeste,309.07,407.86,10,Aguardando
2985,2022-11-06,PED-002985,ExpressCargo,Centro-Oeste,Sul,327.27,404.6,9,Entregue
2986,2025-09-07,PED-002986,GlobalShip,Centro-Oeste,Centro-Oeste,74.09,383.7,1,Devolvido
2987,2022-04-13,PED-002987,FastDelivery,Centro-Oeste,Centro-Oeste,332.44,452.7,13,Aguardando
2988,2023-01-30,PED-002988,RapidFrete,Norte,Sul,17.73,23.55,13,Aguardando
2989,2022-04-11,PED-002989,RapidFrete,Sul,Sudeste,238.89,472.87,9,Aguardando
2990,2025-05-27,PED-002990,GlobalShip,Nordeste,Sudeste,51.89,364.36,8,Devolvido
2991,2022-09-26,PED-002991,RapidFrete,Sul,Sudeste,244.88,230.77,3,Entregue
2992,2024-10-22,PED-002992,TransLog,Centro-Oeste,Sudeste,179.04,482.17,9,Aguardando
2993,2023-02-15,PED-002993,GlobalShip,Norte,Sudeste,471.44,497.83,3,Aguardando
2994,2025-05-31,PED-002994,RapidFrete,Centro-Oeste,Centro-Oeste,127.2,353.79,9,Em Trânsito
2995,2025-06-20,PED-002995,FastDelivery,Nordeste,Sudeste,155.2,12.09,3,Devolvido
2996,2025-03-16,PED-002996,RapidFrete,Nordeste,Sudeste,276.47,431.1,13,Entregue
2997,2023-06-26,PED-002997,ExpressCargo,Norte,Norte,345.02,450.92,8,Em Trânsito
2998,2023-05-27,PED-002998,GlobalShip,Norte,Norte,2.07,218.73,9,Em Trânsito
2999,2022-06-13,PED-002999,TransLog,Sul,Nordeste,316.36,239.83,14,Aguardando
3000,2025-03-06,PED-003000,RapidFrete,Centro-Oeste,Norte,49.52,118.82,14,Devolvido
3001,2024-07-10,PED-003001,ExpressCargo,Norte,Sul,307.96,142.52,9,Devolvido
3002,2025-05-29,PED-003002,TransLog,Norte,Nordeste,196.98,61.43,13,Entregue
3003,2022-05-11,PED-003003,TransLog,Sul,Nordeste,72.4,400.27,9,Aguardando
3004,2022-07-24,PED-003004,ExpressCargo,Sul,Sudeste,444.4,381.45,13,Aguardando
3005,2024-08-26,PED-003005,RapidFrete,Norte,Nordeste,354.01,172.37,14,Devolvido
3006,2023-10-01,PED-003006,ExpressCargo,Norte,Norte,154.78,203.14,15,Aguardando
3007,2025-03-15,PED-003007,TransLog,Sul,Nordeste,348.2,126.5,10,Entregue
3008,2022-03-14,PED-003008,TransLog,Centro-Oeste,Nordeste,67.32,410.3,7,Aguardando
3009,2024-08-09,PED-003009,GlobalShip,Nordeste,Sul,332.91,247.68,13,Entregue
3010,2023-11-14,PED-003010,TransLog,Centro-Oeste,Centro-Oeste,481.28,342.51,12,Aguardando
3011,2025-03-04,PED-003011,RapidFrete,Norte,Nordeste,209.75,12.46,9,Em Trânsito
3012,2025-04-06,PED-003012,TransLog,Centro-Oeste,Sul,454.67,330.34,3,Aguardando
3013,2024-10-07,PED-003013,FastDelivery,Nordeste,Sudeste,435.67,491.0,13,Devolvido
3014,2023-04-14,PED-003014,RapidFrete,Centro-Oeste,Centro-Oeste,157.6,138.95,8,Aguardando
3015,2023-06-08,PED-003015,FastDelivery,Norte,Sul,385.88,232.51,5,Entregue
3016,2025-02-26,PED-003016,TransLog,Centro-Oeste,Sudeste,176.15,477.91,3,Aguardando
3017,2025-04-26,PED-003017,FastDelivery,Norte,Nordeste,62.83,464.58,12,Devolvido
3018,2024-09-29,PED-003018,ExpressCargo,Sudeste,Norte,410.0,432.13,6,Em Trânsito
3019,2024-12-26,PED-003019,TransLog,Sul,Centro-Oeste,378.04,305.71,15,Aguardando
3020,2023-11-11,PED-003020,ExpressCargo,Sudeste,Nordeste,32.9,210.03,15,Devolvido
3021,2024-12-04,PED-003021,TransLog,Norte,Sul,429.77,448.53,1,Devolvido
3022,2025-09-29,PED-003022,FastDelivery,Centro-Oeste,Nordeste,51.03,18.36,8,Devolvido
3023,2022-11-30,PED-003023,FastDelivery,Sudeste,Centro-Oeste,84.95,348.39,14,Devolvido
3024,2024-03-19,PED-003024,RapidFrete,Nordeste,Centro-Oeste,310.94,164.04,11,Aguardando
3025,2023-05-02,PED-003025,FastDelivery,Sul,Sul,351.66,170.96,5,Entregue
3026,2022-06-02,PED-003026,RapidFrete,Nordeste,Sul,484.22,82.51,5,Em Trânsito
3027,2024-12-24,PED-003027,GlobalShip,Norte,Centro-Oeste,197.62,412.91,4,Entregue
3028,2023-08-15,PED-003028,FastDelivery,Norte,Sul,139.0,463.37,5,Aguardando
3029,2022-09-05,PED-003029,ExpressCargo,Sudeste,Centro-Oeste,350.93,350.0,5,Em Trânsito
3030,2023-08-04,PED-003030,TransLog,Norte,Centro-Oeste,256.33,170.21,11,Entregue
3031,2024-08-07,PED-003031,GlobalShip,Sudeste,Centro-Oeste,275.13,487.97,6,Entregue
3032,2024-08-06,PED-003032,TransLog,Nordeste,Centro-Oeste,80.92,323.34,6,Devolvido
3033,2025-12-01,PED-003033,ExpressCargo,Sul,Nordeste,70.75,215.65,14,Em Trânsito
3034,2025-06-28,PED-003034,GlobalShip,Norte,Centro-Oeste,463.17,171.51,2,Em Trânsito
3035,2023-10-23,PED-003035,TransLog,Sul,Norte,135.16,247.86,2,Devolvido
3036,2024-05-03,PED-003036,FastDelivery,Norte,Norte,246.14,19.53,6,Em Trânsito
3037,2022-10-24,PED-003037,GlobalShip,Sudeste,Centro-Oeste,389.09,384.5,8,Devolvido
3038,2023-09-23,PED-003038,FastDelivery,Nordeste,Centro-Oeste,416.69,218.57,15,Devolvido
3039,2024-05-01,PED-003039,TransLog,Norte,Norte,143.42,166.67,6,Entregue
3040,2024-05-11,PED-003040,TransLog,Norte,Sudeste,184.53,299.35,7,Devolvido
3041,2025-12-20,PED-003041,GlobalShip,Sul,Centro-Oeste,311.54,227.6,11,Em Trânsito
3042,2024-01-06,PED-003042,TransLog,Nordeste,Nordeste,414.27,136.96,15,Entregue
3043,2025-01-05,PED-003043,ExpressCargo,Nordeste,Sul,207.24,274.53,9,Entregue
3044,2022-07-18,PED-003044,ExpressCargo,Norte,Sudeste,257.55,263.34,11,Aguardando
3045,2024-12-28,PED-003045,RapidFrete,Sudeste,Sudeste,269.2,116.35,7,Devolvido
3046,2025-11-16,PED-003046,RapidFrete,Centro-Oeste,Nordeste,82.1,56.04,3,Entregue
3047,2025-07-20,PED-003047,RapidFrete,Norte,Norte,494.75,13.89,8,Entregue
3048,2023-05-03,PED-003048,FastDelivery,Norte,Norte,40.55,43.31,5,Em Trânsito
3049,2023-05-29,PED-003049,FastDelivery,Centro-Oeste,Sudeste,417.76,384.53,3,Em Trânsito
3050,2022-11-11,PED-003050,ExpressCargo,Centro-Oeste,Nordeste,251.78,361.37,4,Devolvido
3051,2024-06-03,PED-003051,FastDelivery,Norte,Norte,472.25,458.56,15,Aguardando
3052,2023-12-28,PED-003052,ExpressCargo,Centro-Oeste,Nordeste,452.26,320.66,11,Aguardando
3053,2025-06-23,PED-003053,GlobalShip,Sul,Sul,251.43,122.06,6,Devolvido
3054,2022-11-11,PED-003054,TransLog,Sudeste,Sul,264.87,16.72,9,Entregue
3055,2023-08-13,PED-003055,GlobalShip,Centro-Oeste,Sul,441.83,44.88,2,Devolvido
3056,2024-08-11,PED-003056,FastDelivery,Nordeste,Nordeste,374.14,82.54,10,Devolvido
3057,2023-03-08,PED-003057,GlobalShip,Sudeste,Centro-Oeste,95.03,415.87,11,Devolvido
3058,2023-10-25,PED-003058,TransLog,Nordeste,Nordeste,193.62,191.3,7,Devolvido
3059,2023-08-10,PED-003059,ExpressCargo,Centro-Oeste,Sudeste,267.9,131.95,5,Aguardando
3060,2023-08-08,PED-003060,RapidFrete,Norte,Nordeste,340.25,361.45,8,Entregue
3061,2022-02-23,PED-003061,TransLog,Sul,Nordeste,458.06,428.89,7,Devolvido
3062,2025-08-04,PED-003062,TransLog,Sul,Sudeste,414.1,444.03,4,Entregue
3063,2023-06-09,PED-003063,GlobalShip,Norte,Sudeste,390.96,357.04,9,Em Trânsito
3064,2023-03-24,PED-003064,RapidFrete,Norte,Nordeste,303.11,449.6,5,Em Trânsito
3065,2023-02-21,PED-003065,FastDelivery,Centro-Oeste,Sul,168.91,77.63,5,Devolvido
3066,2024-03-31,PED-003066,GlobalShip,Sul,Sudeste,379.05,423.96,11,Em Trânsito
3067,2024-10-15,PED-003067,ExpressCargo,Norte,Sul,290.47,109.52,6,Em Trânsito
3068,2023-07-08,PED-003068,RapidFrete,Sul,Centro-Oeste,180.7,262.34,1,Entregue
3069,2025-06-02,PED-003069,RapidFrete,Sul,Sudeste,15.01,424.75,3,Entregue
3070,2023-07-29,PED-003070,ExpressCargo,Centro-Oeste,Norte,308.1,420.76,8,Em Trânsito
3071,2024-01-07,PED-003071,RapidFrete,Sudeste,Norte,480.5,312.24,14,Aguardando
3072,2022-12-02,PED-003072,ExpressCargo,Nordeste,Nordeste,157.88,266.78,5,Devolvido
3073,2025-11-05,PED-003073,RapidFrete,Sul,Sul,443.8,346.3,14,Aguardando
3074,2023-07-20,PED-003074,RapidFrete,Sul,Nordeste,360.37,383.7,6,Em Trânsito
3075,2022-05-08,PED-003075,GlobalShip,Norte,Centro-Oeste,172.23,297.9,10,Em Trânsito
3076,2025-01-13,PED-003076,TransLog,Nordeste,Nordeste,464.88,60.52,6,Em Trânsito
3077,2023-04-28,PED-003077,GlobalShip,Norte,Norte,330.56,291.72,6,Devolvido
3078,2023-11-25,PED-003078,FastDelivery,Centro-Oeste,Sul,299.5,70.56,13,Aguardando
3079,2024-11-02,PED-003079,ExpressCargo,Nordeste,Sudeste,333.34,25.76,6,Aguardando
3080,2022-09-20,PED-003080,FastDelivery,Sudeste,Nordeste,295.31,384.24,1,Aguardando
3081,2023-08-20,PED-003081,GlobalShip,Centro-Oeste,Sul,107.43,129.33,11,Entregue
3082,2025-07-29,PED-003082,FastDelivery,Sudeste,Sudeste,149.62,364.94,8,Entregue
3083,2024-09-10,PED-003083,FastDelivery,Sudeste,Norte,234.6,127.72,2,Devolvido
3084,2025-12-20,PED-003084,ExpressCargo,Nordeste,Nordeste,203.74,329.58,8,Devolvido
3085,2024-07-06,PED-003085,GlobalShip,Norte,Centro-Oeste,281.86,327.15,9,Em Trânsito
3086,2023-03-04,PED-003086,ExpressCargo,Norte,Centro-Oeste,375.21,492.05,5,Em Trânsito
3087,2023-07-03,PED-003087,FastDelivery,Nordeste,Centro-Oeste,318.28,44.16,2,Aguardando
3088,2023-10-01,PED-003088,ExpressCargo,Centro-Oeste,Sul,307.75,175.29,10,Em Trânsito
3089,2024-10-04,PED-003089,GlobalShip,Centro-Oeste,Sul,152.93,164.5,14,Entregue
3090,2023-07-20,PED-003090,TransLog,Nordeste,Centro-Oeste,33.88,17.58,11,Devolvido
3091,2022-12-17,PED-003091,GlobalShip,Sudeste,Centro-Oeste,57.15,466.87,7,Entregue
3092,2024-01-24,PED-003092,TransLog,Norte,Sudeste,418.02,94.08,14,Aguardando
3093,2023-08-12,PED-003093,GlobalShip,Centro-Oeste,Sul,230.57,167.41,13,Entregue
3094,2022-11-13,PED-003094,ExpressCargo,Nordeste,Sudeste,137.5,39.22,4,Em Trânsito
3095,2022-10-15,PED-003095,RapidFrete,Sudeste,Nordeste,422.14,106.74,1,Devolvido
3096,2023-03-30,PED-003096,ExpressCargo,Centro-Oeste,Sudeste,241.71,95.37,4,Em Trânsito
3097,2025-04-25,PED-003097,TransLog,Norte,Sudeste,62.56,205.5,10,Devolvido
3098,2024-06-27,PED-003098,GlobalShip,Centro-Oeste,Sul,287.39,250.82,13,Entregue
3099,2022-11-10,PED-003099,ExpressCargo,Norte,Norte,324.42,191.62,4,Em Trânsito
3100,2023-08-09,PED-003100,RapidFrete,Sul,Nordeste,177.39,100.95,10,Aguardando
3101,2023-12-29,PED-003101,TransLog,Nordeste,Norte,183.35,13.21,15,Aguardando
3102,2023-03-06,PED-003102,RapidFrete,Sul,Sudeste,184.84,71.32,13,Aguardando
3103,2022-03-25,PED-003103,FastDelivery,Sudeste,Sudeste,38.94,391.45,14,Em Trânsito
3104,2025-08-04,PED-003104,TransLog,Sul,Sudeste,37.64,237.63,14,Em Trânsito
3105,2022-02-10,PED-003105,ExpressCargo,Sul,Sul,77.16,155.16,11,Devolvido
3106,2024-10-09,PED-003106,GlobalShip,Centro-Oeste,Sudeste,309.11,346.06,15,Entregue
3107,2022-08-22,PED-003107,RapidFrete,Norte,Sudeste,310.28,257.76,2,Em Trânsito
3108,2024-06-10,PED-003108,GlobalShip,Sul,Sul,79.86,183.01,6,Devolvido
3109,2025-05-07,PED-003109,FastDelivery,Sudeste,Norte,312.86,75.24,11,Devolvido
3110,2023-05-10,PED-003110,GlobalShip,Nordeste,Nordeste,344.95,436.12,15,Aguardando
3111,2025-01-15,PED-003111,GlobalShip,Nordeste,Sul,161.24,148.7,6,Aguardando
3112,2025-03-11,PED-003112,FastDelivery,Sudeste,Centro-Oeste,441.1,265.03,7,Devolvido
3113,2024-07-02,PED-003113,FastDelivery,Sudeste,Centro-Oeste,190.09,495.31,15,Devolvido
3114,2024-01-16,PED-003114,GlobalShip,Sudeste,Centro-Oeste,386.51,172.91,12,Entregue
3115,2025-03-28,PED-003115,GlobalShip,Norte,Nordeste,164.7,86.73,5,Em Trânsito
3116,2025-12-29,PED-003116,FastDelivery,Centro-Oeste,Nordeste,470.32,184.2,1,Entregue
3117,2023-08-09,PED-003117,ExpressCargo,Sul,Sudeste,338.01,379.18,11,Em Trânsito
3118,2024-09-27,PED-003118,ExpressCargo,Sudeste,Norte,145.25,305.06,8,Devolvido
3119,2023-01-30,PED-003119,TransLog,Nordeste,Centro-Oeste,352.31,28.81,6,Devolvido
3120,2022-09-10,PED-003120,FastDelivery,Centro-Oeste,Norte,317.76,36.76,14,Entregue
3121,2024-08-23,PED-003121,FastDelivery,Nordeste,Nordeste,150.06,357.43,9,Entregue
3122,2024-11-10,PED-003122,RapidFrete,Sudeste,Nordeste,48.12,143.84,14,Devolvido
3123,2023-05-11,PED-003123,GlobalShip,Centro-Oeste,Sul,97.64,298.53,14,Entregue
3124,2024-06-19,PED-003124,RapidFrete,Sudeste,Sudeste,128.35,443.91,2,Entregue
3125,2022-03-12,PED-003125,TransLog,Norte,Centro-Oeste,436.82,361.87,11,Aguardando
3126,2024-12-01,PED-003126,ExpressCargo,Sudeste,Sudeste,350.43,399.06,15,Devolvido
3127,2025-05-15,PED-003127,GlobalShip,Sul,Norte,93.47,198.18,15,Aguardando
3128,2025-08-12,PED-003128,FastDelivery,Sudeste,Norte,263.82,394.53,11,Entregue
3129,2023-12-04,PED-003129,ExpressCargo,Sudeste,Nordeste,463.8,355.76,13,Em Trânsito
3130,2023-11-28,PED-003130,FastDelivery,Sul,Centro-Oeste,86.39,242.32,14,Devolvido
