id,data_campanha,canal,regiao,investimento,impressoes,conversoes,taxa_conversao,departamento
2831,2025-08-11,LinkedIn,Nordeste,29042.53,95308,354,15.58,Marketing
2832,2024-09-08,LinkedIn,Sudeste,43526.8,11428,196,2.01,Financeiro
2833,2024-07-13,Facebook,Nordeste,23635.47,4946,168,3.29,Marketing
2834,2022-12-01,Email,Centro-Oeste,13272.21,27657,12,0.13,Logística
2835,2025-04-19,TikTok,Sudeste,26463.27,75897,193,4.13,TI
2836,2024-03-03,TikTok,Centro-Oeste,11853.79,72552,198,2.29,Financeiro
2837,2025-04-09,YouTube,Sul,42074.83,2069,309,3.59,Contabilidade
2838,2023-04-21,Facebook,Centro-Oeste,23998.57,17017,217,2.43,Logística
2839,2022-03-20,Email,Sul,12043.55,7938,299,6.35,Contabilidade
2840,2023-07-26,Instagram,Sudeste,14622.4,7985,238,3.17,Vendas
2841,2023-12-05,Instagram,Sudeste,18178.83,74494,139,2.03,TI
2842,2023-06-02,TikTok,Nordeste,3139.53,73038,171,2.17,Marketing
2843,2023-10-13,Facebook,Sul,45251.05,33202,233,10.94,Marketing
2844,2023-05-05,TikTok,Sul,19153.31,23064,3,0.03,TI
2845,2024-12-07,Facebook,Norte,11496.55,74377,211,3.41,RH
2846,2022-01-01,TikTok,Centro-Oeste,24790.9,4853,235,12.76,Vendas
2847,2025-07-02,LinkedIn,Sul,28828.4,83303,344,11.7,Marketing
2848,2024-07-14,TikTok,Centro-Oeste,19745.12,89670,485,7.39,Contabilidade
2849,2024-09-08,TikTok,Norte,12316.91,68996,390,5.82,Vendas
2850,2024-06-19,YouTube,Norte,20375.94,53920,374,9.57,Contabilidade
2851,2024-03-14,LinkedIn,Sul,11400.5,16647,287,7.07,TI
2852,2024-04-19,Instagram,Centro-Oeste,46928.81,90763,72,0.84,Financeiro
2853,2023-06-02,YouTube,Sudeste,15227.63,49007,312,6.73,RH
2854,2023-10-03,LinkedIn,Sudeste,24376.9,39920,15,0.33,Contabilidade
2855,2025-02-27,SEO,Centro-Oeste,12497.36,14524,131,5.79,TI
2856,2022-12-15,Google Ads,Sul,32672.52,86478,194,31.6,Contabilidade
2857,2024-12-23,LinkedIn,Centro-Oeste,3905.21,67542,90,3.24,RH
2858,2025-10-12,Instagram,Norte,556.67,47576,12,0.29,Contabilidade
2859,2023-08-15,SEO,Sudeste,19327.53,69765,13,0.18,RH
2860,2022-03-20,Facebook,Sul,20996.43,23204,20,0.54,Vendas
2861,2023-10-10,Instagram,Centro-Oeste,4564.76,2911,463,10.15,TI
2862,2024-07-23,SEO,Sul,46399.82,91375,326,7.29,Logística
2863,2024-05-16,YouTube,Norte,40096.03,86413,236,7.98,Financeiro
2864,2025-03-14,LinkedIn,Nordeste,22508.35,30648,469,11.68,Contabilidade
2865,2025-06-14,Email,Nordeste,16503.41,3611,480,29.38,RH
2866,2023-10-19,TikTok,Sudeste,13460.77,50572,407,27.59,Financeiro
2867,2025-10-01,Instagram,Sul,43453.49,94704,367,6.05,TI
2868,2022-05-14,Google Ads,Nordeste,36594.75,11199,144,1.63,Marketing
2869,2024-09-24,LinkedIn,Nordeste,3243.5,84681,333,4.91,Marketing
2870,2023-06-08,YouTube,Centro-Oeste,41336.57,92899,108,1.79,Marketing
2871,2022-09-19,Google Ads,Nordeste,21531.47,71994,32,0.68,Logística
2872,2025-10-15,Instagram,Sudeste,48943.24,35119,232,4.59,Logística
2873,2025-05-17,Instagram,Sul,2684.8,79854,446,22.57,Marketing
2874,2023-11-15,LinkedIn,Centro-Oeste,34014.42,84967,423,9.62,Contabilidade
2875,2024-05-30,Instagram,Sul,9090.37,88602,322,4.58,Contabilidade
2876,2024-10-13,Facebook,Nordeste,37422.46,67425,1,0.02,Logística
2877,2022-05-30,LinkedIn,Centro-Oeste,22785.55,6684,170,2.21,Logística
2878,2024-10-27,SEO,Norte,13733.13,50060,45,0.51,Vendas
2879,2023-12-10,SEO,Centro-Oeste,33526.84,55744,26,0.44,TI
2880,2025-06-17,Google Ads,Sudeste,6643.88,15240,205,12.29,RH
2881,2023-12-16,TikTok,Nordeste,47345.01,84778,369,5.05,Vendas
2882,2022-01-03,LinkedIn,Norte,16476.98,42365,404,4.56,Marketing
2883,2025-05-05,Email,Centro-Oeste,18991.37,17739,116,1.28,TI
2884,2025-10-09,Google Ads,Norte,34428.97,77605,130,4.64,Contabilidade
2885,2023-03-08,Facebook,Sul,45559.62,47520,386,43.71,Financeiro
2886,2022-01-31,SEO,Nordeste,28054.02,77261,124,22.92,Contabilidade
2887,2023-07-11,LinkedIn,Nordeste,1993.49,98780,388,14.34,Financeiro
2888,2023-11-09,SEO,Centro-Oeste,7195.19,93649,457,7.92,Logística
2889,2022-10-30,Email,Sul,49635.36,66251,419,6.77,Financeiro
2890,2024-06-25,LinkedIn,Nordeste,39853.23,78895,375,9.19,RH
2891,2023-03-02,Facebook,Norte,29064.52,76805,148,2.53,TI
2892,2024-11-07,SEO,Sudeste,48557.52,72689,258,3.53,RH
2893,2024-12-20,Google Ads,Sul,46064.42,45578,402,5.02,Vendas
2894,2024-11-09,LinkedIn,Sul,36329.5,59418,425,4.95,Vendas
2895,2022-05-26,YouTube,Centro-Oeste,704.64,83727,437,4.49,Contabilidade
2896,2023-08-22,YouTube,Norte,38367.09,60098,267,5.46,Marketing
2897,2025-10-02,SEO,Sudeste,43468.42,84929,80,1.03,TI
2898,2022-11-17,TikTok,Norte,44808.3,71030,467,5.55,Financeiro
2899,2023-11-04,Google Ads,Sul,17898.38,73373,231,37.14,Logística
2900,2023-12-01,Instagram,Norte,6694.66,34041,248,3.72,Contabilidade
2901,2022-04-07,TikTok,Centro-Oeste,44721.38,28283,466,4.84,TI
2902,2023-06-16,Email,Sudeste,31676.09,65871,422,13.13,RH
2903,2023-09-03,Email,Centro-Oeste,8470.57,2707,76,0.96,Vendas
2904,2024-09-17,Facebook,Sul,31809.0,86553,293,276.42,TI
2905,2023-02-06,YouTube,Sudeste,3471.62,24567,29,2.27,Logística
2906,2025-07-14,Email,Nordeste,19799.77,57827,412,28.37,Logística
2907,2024-04-30,YouTube,Centro-Oeste,38853.65,64362,200,16.88,TI
2908,2023-03-27,SEO,Nordeste,24486.83,59060,293,5.14,Financeiro
2909,2025-12-19,Google Ads,Sul,18396.79,33501,358,19.42,Logística
2910,2023-01-30,Google Ads,Norte,45064.37,10861,390,6.07,TI
2911,2023-03-30,Instagram,Norte,31813.4,44323,268,9.95,RH
2912,2024-10-05,Email,Norte,46751.33,97776,30,0.47,Financeiro
2913,2023-03-08,Google Ads,Sul,35595.96,50517,137,27.62,Contabilidade
2914,2025-09-20,LinkedIn,Norte,14908.55,53143,284,3.49,Vendas
2915,2023-09-08,YouTube,Centro-Oeste,10691.76,37801,435,5.53,TI
2916,2024-03-16,Google Ads,Sudeste,2003.02,60535,24,0.6,Financeiro
2917,2024-12-24,Instagram,Norte,45403.57,34506,270,12.84,RH
2918,2024-07-29,Instagram,Sul,5982.13,4332,30,0.36,Logística
2919,2024-12-27,Google Ads,Norte,12934.97,86891,317,19.14,Financeiro
2920,2024-03-11,Email,Sudeste,3141.57,84586,176,2.47,Logística
2921,2024-01-29,TikTok,Centro-Oeste,16619.01,59964,322,3.28,TI
2922,2023-04-06,YouTube,Sudeste,44331.35,96450,412,7.71,Logística
2923,2023-07-27,TikTok,Sul,29494.61,11894,372,84.74,Contabilidade
2924,2025-06-21,LinkedIn,Sudeste,29197.11,70370,316,6.69,RH
2925,2023-10-07,Instagram,Nordeste,35839.95,6633,205,2.3,TI
2926,2023-03-15,LinkedIn,Centro-Oeste,14521.72,28791,429,84.78,Marketing
2927,2022-12-23,Google Ads,Sudeste,30632.29,5230,278,205.93,TI
2928,2024-08-17,SEO,Centro-Oeste,7780.35,35326,487,6.57,Marketing
2929,2025-06-15,YouTube,Centro-Oeste,10195.8,94247,362,23.15,Financeiro
2930,2023-12-01,Facebook,Norte,10619.87,62748,71,2.94,Contabilidade
2931,2022-04-18,LinkedIn,Centro-Oeste,49311.77,67447,103,3.7,TI
2932,2022-12-25,YouTube,Nordeste,23787.53,90804,490,11.76,Contabilidade
2933,2022-04-19,Email,Sul,1556.4,84527,392,125.24,RH
2934,2024-05-29,Facebook,Norte,44462.44,22792,263,4.3,RH
2935,2025-12-08,LinkedIn,Norte,1132.83,53141,155,2.91,Logística
2936,2024-09-17,Instagram,Norte,41463.7,14097,237,10.36,Financeiro
2937,2024-11-23,Facebook,Norte,5440.18,75012,207,2.35,TI
2938,2025-09-12,TikTok,Sudeste,48231.25,57218,435,11.11,Marketing
2939,2022-11-08,YouTube,Sudeste,6521.9,27473,170,2.27,TI
2940,2022-01-14,YouTube,Sul,3727.31,54792,231,2.65,Logística
2941,2023-09-22,Facebook,Centro-Oeste,21713.89,62952,214,5.41,Marketing
2942,2023-09-29,YouTube,Sul,43755.84,75615,430,7.68,Vendas
2943,2023-01-16,SEO,Nordeste,31826.25,42616,149,1.95,Financeiro
2944,2025-04-08,TikTok,Sudeste,46276.64,99749,275,7.39,Logística
2945,2022-07-01,YouTube,Sudeste,41498.42,5457,191,5.05,Logística
2946,2025-08-25,LinkedIn,Sudeste,8138.18,97940,342,57.67,TI
2947,2022-02-04,SEO,Norte,13325.42,89982,370,5.06,Contabilidade
2948,2023-12-21,Facebook,Sul,32340.01,80943,39,0.62,Logística
2949,2023-04-01,Instagram,Nordeste,33404.71,8596,377,7.35,Financeiro
2950,2023-11-21,YouTube,Norte,45553.24,93014,77,4.82,Marketing
2951,2025-05-31,SEO,Nordeste,31967.79,31160,328,3.92,Contabilidade
2952,2022-09-15,Google Ads,Sudeste,14631.44,25272,201,2.22,Logística
2953,2023-10-20,YouTube,Sudeste,38220.77,8021,44,1.35,TI
2954,2024-12-31,Google Ads,Centro-Oeste,48521.98,11990,294,3.4,Vendas
2955,2023-07-16,LinkedIn,Sudeste,13226.62,33725,102,1.9,Financeiro
2956,2024-12-05,TikTok,Sudeste,26419.69,81680,354,8.48,Marketing
2957,2025-12-07,Email,Norte,24413.36,93252,150,2.13,Financeiro
2958,2025-01-04,TikTok,Centro-Oeste,19443.26,32642,48,10.98,RH
2959,2023-09-10,Instagram,Sul,20413.1,84922,255,7.52,Vendas
2960,2023-09-11,TikTok,Norte,19602.88,80172,120,4.11,RH
2961,2024-05-11,Instagram,Sul,42441.92,94003,53,0.54,TI
2962,2023-06-27,Instagram,Sudeste,27868.75,19331,178,2.45,Financeiro
2963,2022-07-29,Instagram,Centro-Oeste,45298.38,69316,114,6.81,Vendas
2964,2025-02-21,TikTok,Sudeste,33553.16,53746,486,12.95,Marketing
2965,2022-08-02,TikTok,Centro-Oeste,450.32,35240,408,5.26,Financeiro
2966,2022-09-22,Email,Sudeste,17119.69,81066,93,1.39,RH
2967,2022-08-24,YouTube,Sul,39934.02,24328,481,40.42,Financeiro
2968,2022-08-02,LinkedIn,Centro-Oeste,18598.26,91134,236,9.62,Logística
2969,2023-06-18,TikTok,Norte,27713.36,94282,167,3.06,TI
2970,2024-06-19,Email,Centro-Oeste,31318.24,93959,181,2.07,TI
2971,2023-10-02,TikTok,Sul,24286.34,40074,214,10.79,Vendas
2972,2022-09-01,Instagram,Sudeste,27326.64,58109,127,14.75,Financeiro
2973,2023-02-07,SEO,Sul,26835.17,38506,120,1.34,Vendas
2974,2022-09-19,Email,Centro-Oeste,31896.56,17619,447,9.31,Contabilidade
2975,2025-01-13,Facebook,Sudeste,47678.29,3027,387,12.11,Marketing
2976,2022-08-09,TikTok,Sudeste,40365.59,92772,158,2.69,Marketing
2977,2023-06-21,Facebook,Norte,20428.46,85506,413,4.31,Logística
2978,2022-07-24,Email,Sudeste,5549.76,30148,334,3.55,Logística
2979,2022-06-12,Instagram,Sul,33056.77,67380,454,11.48,Contabilidade
2980,2023-07-31,Google Ads,Norte,15737.78,18651,128,1.68,Financeiro
2981,2024-06-25,TikTok,Norte,3766.95,43164,453,7.07,Logística
2982,2023-02-03,Google Ads,Sul,25144.9,13597,173,2.31,Marketing
2983,2023-06-01,Google Ads,Sul,13643.41,1261,291,8.95,TI
2984,2025-01-06,Instagram,Nordeste,39687.27,75209,497,59.74,Contabilidade
2985,2022-07-18,YouTube,Centro-Oeste,20177.57,73856,423,8.56,TI
2986,2023-05-17,TikTok,Sudeste,7812.2,34007,289,5.38,Vendas
2987,2023-10-16,TikTok,Nordeste,41089.22,69770,327,98.2,Vendas
2988,2024-02-28,SEO,Sudeste,11976.34,24385,449,6.52,TI
2989,2022-01-17,SEO,Sul,49378.63,72270,283,54.32,Logística
2990,2024-12-12,Google Ads,Norte,43454.54,92619,441,10.62,TI
2991,2023-02-04,TikTok,Sul,123.06,21155,475,5.25,Financeiro
2992,2024-09-08,Instagram,Nordeste,43276.81,7699,376,11.67,TI
2993,2025-01-15,Facebook,Sudeste,22769.74,75855,31,1.07,Vendas
2994,2025-04-23,TikTok,Sudeste,10332.92,85874,362,5.56,Vendas
2995,2022-05-22,SEO,Norte,5731.14,76816,137,1.47,TI
2996,2025-10-22,Instagram,Sudeste,22322.51,97187,429,18.68,RH
2997,2025-11-23,Email,Nordeste,33191.35,87796,425,4.59,Financeiro
2998,2023-05-02,Email,Sul,10911.34,22953,275,4.23,Vendas
2999,2025-07-28,TikTok,Centro-Oeste,28016.34,81709,394,7.29,Marketing
3000,2025-06-02,Instagram,Nordeste,30489.45,32425,27,0.45,Marketing
3001,2023-12-15,TikTok,Nordeste,42474.11,68562,258,6.93,Marketing
3002,2025-08-19,Facebook,Sudeste,20060.12,11701,110,1.11,TI
3003,2025-02-10,TikTok,Centro-Oeste,17572.22,28257,491,121.84,Logística
3004,2024-04-18,Facebook,Centro-Oeste,31848.64,95316,300,3.1,RH
3005,2025-10-17,Email,Norte,33495.23,57176,29,0.37,RH
3006,2022-11-18,Google Ads,Nordeste,16454.53,61843,337,3.42,Contabilidade
3007,2025-10-29,Facebook,Centro-Oeste,45830.36,44030,314,7.12,RH
3008,2025-02-25,Facebook,Sudeste,4135.77,83094,36,1.31,RH
3009,2024-11-22,Email,Sul,14050.18,97819,400,4.99,Marketing
3010,2022-04-01,Instagram,Sudeste,29386.55,25097,21,0.23,Contabilidade
3011,2023-12-11,Google Ads,Sudeste,25886.33,87086,203,6.47,TI
3012,2025-07-30,Google Ads,Centro-Oeste,41428.83,60877,285,65.07,TI
3013,2023-08-08,LinkedIn,Centro-Oeste,28535.27,59505,254,4.73,Logística
3014,2025-06-17,Instagram,Centro-Oeste,7428.28,46068,464,7.46,Contabilidade
3015,2022-02-20,Email,Sudeste,31852.0,79615,256,80.76,TI
3016,2025-08-30,Facebook,Nordeste,5286.68,28664,355,5.61,Contabilidade
3017,2023-01-19,Email,Sul,7702.03,85609,360,7.54,Contabilidade
3018,2022-01-10,Instagram,Centro-Oeste,24226.47,16216,19,0.2,Logística
3019,2025-08-25,TikTok,Nordeste,2085.34,41404,458,10.15,Contabilidade
3020,2024-01-07,TikTok,Sudeste,21305.99,21884,318,6.62,RH
3021,2024-07-27,YouTube,Nordeste,24012.3,8125,147,1.67,Vendas
3022,2025-10-02,Google Ads,Sul,16731.7,13385,67,6.5,TI
3023,2024-05-05,LinkedIn,Centro-Oeste,35834.23,85009,424,5.55,Marketing
3024,2022-06-14,Google Ads,Centro-Oeste,31414.94,18644,345,40.78,Logística
3025,2022-02-01,SEO,Sul,7783.7,63486,99,1.72,Financeiro
3026,2024-06-05,Instagram,Sul,12534.7,63937,397,6.31,Marketing
3027,2024-01-02,SEO,Nordeste,47881.73,44497,184,2.18,Financeiro
3028,2024-02-26,SEO,Norte,27916.69,95990,481,6.79,Contabilidade
3029,2024-10-22,TikTok,Sul,19287.31,22994,495,7.42,Marketing
3030,2024-08-26,Facebook,Nordeste,43752.14,6893,261,27.77,TI
3031,2023-06-19,YouTube,Centro-Oeste,8870.03,45639,180,4.3,Vendas
3032,2024-11-09,SEO,Nordeste,14357.14,77672,318,7.15,Logística
3033,2023-08-10,Email,Sudeste,31371.19,1793,260,5.42,Contabilidade
3034,2023-09-30,SEO,Norte,6001.43,44114,357,5.56,Vendas
3035,2022-03-24,YouTube,Sul,38281.03,44891,246,13.41,Contabilidade
3036,2025-04-24,YouTube,Norte,3377.02,26929,53,0.6,Logística
3037,2024-01-16,SEO,Centro-Oeste,22099.62,74904,447,9.56,Vendas
3038,2022-07-31,LinkedIn,Nordeste,8990.4,85893,268,10.36,Marketing
3039,2025-06-12,TikTok,Sudeste,3920.19,95214,341,22.33,TI
3040,2022-08-10,YouTube,Sudeste,26038.14,92375,440,5.75,Marketing
3041,2024-02-16,Google Ads,Centro-Oeste,47047.62,72500,99,70.21,Contabilidade
3042,2025-05-21,Instagram,Sudeste,29697.05,14023,169,3.9,Vendas
3043,2023-07-10,TikTok,Centro-Oeste,34254.14,80227,293,8.45,Logística
3044,2024-03-10,LinkedIn,Sul,15357.75,55776,245,17.07,Financeiro
3045,2025-12-05,TikTok,Sudeste,31629.48,51213,46,0.9,Logística
3046,2022-04-25,Email,Nordeste,15887.86,11655,345,5.01,Logística
3047,2022-05-18,TikTok,Sul,15971.55,97476,371,53.46,Logística
3048,2023-10-20,LinkedIn,Norte,39427.47,18585,440,6.3,TI
3049,2024-09-30,Email,Norte,18588.42,19342,356,4.04,Contabilidade
3050,2023-11-20,SEO,Sul,46482.27,58910,474,6.74,RH
3051,2022-07-12,Instagram,Sudeste,16117.73,68613,289,18.27,Vendas
3052,2023-05-11,TikTok,Nordeste,1833.68,15312,265,3.07,Logística
3053,2025-04-05,Email,Norte,34520.37,23419,178,4.49,Contabilidade
3054,2023-11-03,Instagram,Nordeste,37204.1,24126,133,2.16,Logística
3055,2023-01-06,Email,Centro-Oeste,25864.97,42845,493,5.95,TI
3056,2024-02-24,Instagram,Sudeste,45861.46,36388,392,11.19,Marketing
3057,2023-08-03,Instagram,Sul,5223.94,54956,401,11.81,Vendas
3058,2022-11-12,LinkedIn,Norte,24841.19,61905,28,0.65,Logística
3059,2022-09-23,Facebook,Norte,45148.51,50851,17,11.56,Contabilidade
3060,2024-03-05,LinkedIn,Centro-Oeste,31602.97,36886,248,7.08,Vendas
3061,2022-01-05,Instagram,Sudeste,14063.77,28270,212,5.14,Logística
3062,2022-06-01,YouTube,Nordeste,18395.35,78649,142,1.57,Logística
3063,2022-12-17,SEO,Nordeste,47136.07,13404,19,0.32,Logística
3064,2023-07-05,LinkedIn,Centro-Oeste,36130.65,13493,45,0.57,Vendas
3065,2024-02-20,SEO,Norte,32516.08,35503,342,6.56,RH
3066,2022-04-16,Instagram,Nordeste,18246.83,44752,198,4.12,Logística
3067,2022-12-12,Email,Norte,23582.08,42884,449,7.48,Contabilidade
3068,2022-04-04,YouTube,Norte,40682.16,16194,121,3.19,RH
3069,2024-01-19,Instagram,Sudeste,948.51,48682,136,4.85,Vendas
3070,2024-10-04,Google Ads,Centro-Oeste,13471.09,55896,259,2.78,Contabilidade
3071,2023-04-07,LinkedIn,Centro-Oeste,45138.63,48970,340,5.7,Financeiro
3072,2025-04-23,Facebook,Sul,12069.08,21164,189,2.05,Marketing
3073,2025-02-28,TikTok,Centro-Oeste,44159.7,70451,313,4.83,RH
3074,2023-12-09,SEO,Sudeste,28071.25,94249,22,0.63,Contabilidade
3075,2024-12-10,Google Ads,Sudeste,43189.32,82755,103,4.77,Financeiro
3076,2025-03-29,Email,Norte,31520.2,40843,0,0.0,Financeiro
3077,2022-02-23,Facebook,Sudeste,44235.51,42239,189,53.39,Marketing
3078,2024-03-13,SEO,Centro-Oeste,20677.48,68610,429,4.35,Contabilidade
3079,2022-03-21,YouTube,Centro-Oeste,30636.08,71111,494,7.48,Contabilidade
3080,2025-12-28,Instagram,Nordeste,29578.42,27470,443,15.42,Marketing
3081,2023-05-07,Google Ads,Norte,9165.91,53336,129,3.21,Logística
3082,2022-03-18,YouTube,Sul,3297.29,62516,53,3.03,Logística
3083,2023-05-11,SEO,Sul,42402.42,11293,195,12.27,Contabilidade
3084,2022-10-29,Google Ads,Nordeste,15130.97,72773,367,5.54,TI
3085,2023-03-19,Instagram,Sul,6765.46,54891,73,3.52,Marketing
3086,2022-09-27,Email,Centro-Oeste,198.75,40052,394,16.88,Vendas
3087,2022-11-16,Instagram,Centro-Oeste,13136.26,32438,304,65.24,Vendas
3088,2025-12-09,Google Ads,Norte,11648.89,4569,67,3.99,Vendas
3089,2025-05-21,Instagram,Sul,6557.7,87414,269,9.82,Marketing
3090,2022-05-06,TikTok,Sul,33148.41,13567,170,4.33,Marketing
3091,2025-05-22,SEO,Sudeste,11589.64,16279,82,1.02,Financeiro
3092,2025-11-27,Email,Sudeste,9271.29,97371,143,1.77,Contabilidade
3093,2025-01-05,TikTok,Sudeste,18854.95,77024,28,0.46,Vendas
3094,2023-07-18,Google Ads,Sul,18860.6,25801,463,445.19,Logística
3095,2022-04-21,YouTube,Nordeste,23300.31,32127,305,4.86,TI
3096,2023-01-20,Facebook,Centro-Oeste,6530.13,56452,485,6.22,Contabilidade
3097,2022-05-22,TikTok,Nordeste,36229.28,57272,215,6.8,RH
3098,2025-05-10,TikTok,Sudeste,7364.45,60622,164,4.97,RH
3099,2025-11-16,Email,Nordeste,36341.48,66857,93,3.5,TI
3100,2025-05-01,Instagram,Nordeste,14040.23,25388,85,3.11,RH
3101,2024-12-05,Facebook,Nordeste,42721.81,66549,100,1.84,Vendas
3102,2023-11-23,Google Ads,Sudeste,36121.34,19946,111,1.38,Logística
3103,2025-12-15,Email,Norte,1467.58,95253,297,17.77,Marketing
3104,2023-09-30,SEO,Nordeste,15034.79,25317,87,0.89,Vendas
3105,2024-03-05,TikTok,Norte,12656.84,69472,189,2.01,Vendas
3106,2025-11-29,SEO,Norte,28806.57,37640,116,1.68,Vendas
3107,2025-11-17,LinkedIn,Nordeste,34737.48,85242,314,4.12,Marketing
3108,2023-02-07,SEO,Sul,5735.55,96342,472,11.99,Vendas
3109,2024-11-07,SEO,Sul,35812.41,11444,228,50.22,Marketing
3110,2025-04-01,Email,Centro-Oeste,12191.23,74582,16,0.2,Marketing
3111,2024-11-07,Instagram,Centro-Oeste,28562.08,63521,30,1.35,Vendas
3112,2025-10-26,LinkedIn,Norte,9177.01,1744,357,4.46,TI
3113,2022-05-24,YouTube,Sul,28021.98,40780,447,5.36,Contabilidade
3114,2024-07-23,Email,Sudeste,14969.05,95253,348,5.96,Vendas
3115,2023-07-05,LinkedIn,Centro-Oeste,37183.41,85714,50,0.79,Contabilidade
3116,2025-07-30,YouTube,Sul,18216.58,18875,284,11.92,Financeiro
3117,2025-09-14,Google Ads,Nordeste,42237.68,44639,442,19.8,Logística
3118,2025-07-24,Email,Norte,34190.25,15492,411,36.79,Contabilidade
3119,2024-04-20,Instagram,Centro-Oeste,43724.95,10398,181,7.42,Financeiro
3120,2024-05-11,Google Ads,Sul,33019.71,35774,228,25.11,Logística
3121,2023-09-11,TikTok,Norte,15722.47,33552,205,6.06,Financeiro
3122,2023-08-15,SEO,Nordeste,41092.58,94735,87,3.28,TI
3123,2023-04-06,Instagram,Sudeste,21565.76,84089,138,11.5,Marketing
3124,2022-05-01,LinkedIn,Sudeste,49428.38,10331,152,2.64,Vendas
3125,2023-06-30,LinkedIn,Norte,44492.55,6637,364,31.27,Marketing
3126,2024-04-22,LinkedIn,Norte,33823.53,82146,479,7.88,Vendas
3127,2022-06-09,Instagram,Nordeste,36357.67,48638,485,17.46,Logística
3128,2023-07-19,TikTok,Centro-Oeste,43009.5,58413,205,2.25,Financeiro
3129,2025-08-25,YouTube,Centro-Oeste,3180.74,37937,224,8.07,RH
3130,2023-04-22,Google Ads,Sudeste,20737.51,87382,479,81.19,Financeiro
3131,2022-03-23,Facebook,Norte,26257.62,15304,376,16.24,Marketing
3132,2023-08-17,Google Ads,Centro-Oeste,49977.17,52344,496,9.98,Vendas
3133,2024-11-08,TikTok,Centro-Oeste,5328.78,94907,378,3.89,Logística
3134,2023-06-09,Facebook,Norte,1085.39,87231,143,12.87,Financeiro
3135,2025-11-09,Facebook,Centro-Oeste,8560.47,75713,98,3.34,TI
3136,2023-03-02,Google Ads,Sudeste,14233.14,38901,307,29.89,Marketing
3137,2022-05-01,TikTok,Norte,4371.37,88981,37,0.8,Logística
3138,2022-03-01,SEO,Centro-Oeste,48391.44,2223,38,1.04,TI
3139,2024-11-17,TikTok,Sul,18285.17,42483,267,36.23,Financeiro
3140,2024-05-31,TikTok,Centro-Oeste,20821.29,85866,394,19.74,Marketing
3141,2023-04-12,SEO,Norte,5889.18,44533,267,3.98,TI
3142,2023-06-29,Instagram,Sudeste,28383.7,63145,61,6.44,Logística
3143,2023-04-17,YouTube,Norte,7888.47,14725,175,3.13,TI
3144,2025-12-23,YouTube,Nordeste,5962.34,96015,464,5.94,Contabilidade
3145,2024-01-28,LinkedIn,Centro-Oeste,4901.12,15662,106,15.47,Financeiro
3146,2024-05-13,SEO,Norte,5341.42,83811,438,10.25,Logística
3147,2023-10-13,SEO,Nordeste,43675.96,16923,95,13.77,Financeiro
3148,2022-06-02,Instagram,Nordeste,10083.41,1903,459,6.3,Vendas
3149,2025-01-22,Email,Centro-Oeste,16163.19,95975,16,0.53,Marketing
3150,2024-11-25,YouTube,Norte,46327.62,97952,280,3.93,Logística
3151,2023-04-17,LinkedIn,Sudeste,29689.75,6108,162,9.4,Logística
3152,2025-04-07,LinkedIn,Norte,845.23,78434,476,27.82,Contabilidade
3153,2022-05-01,Google Ads,Sul,35288.49,81105,137,1.64,TI
3154,2025-07-02,TikTok,Norte,8320.57,77969,368,15.84,Logística
3155,2025-08-09,Instagram,Sul,35070.19,69260,405,5.45,Contabilidade
3156,2022-06-07,SEO,Sul,44941.63,34671,375,14.67,Contabilidade
3157,2023-01-28,Email,Centro-Oeste,17861.5,6760,325,12.82,Financeiro
3158,2022-12-22,TikTok,Nordeste,21376.0,70801,330,4.58,Logística
3159,2024-06-14,Email,Sul,29801.35,9198,201,13.77,TI
3160,2022-12-17,Instagram,Sudeste,16780.31,20452,487,10.72,Vendas
3161,2024-10-06,TikTok,Sudeste,1059.58,81940,218,2.55,Vendas
3162,2024-07-28,Facebook,Norte,33194.76,65640,233,156.38,RH
3163,2023-05-30,Google Ads,Sul,34589.17,80911,68,1.81,Logística
3164,2025-11-23,LinkedIn,Nordeste,17989.67,98307,366,21.66,Marketing
3165,2022-04-23,Instagram,Nordeste,22774.82,57658,91,1.42,TI
3166,2025-08-09,Instagram,Norte,41448.57,11793,198,2.67,Contabilidade
3167,2025-04-22,SEO,Norte,48732.3,90025,77,3.21,Financeiro
3168,2024-04-01,Google Ads,Sul,32256.14,55850,447,4.6,Financeiro
3169,2022-06-29,Google Ads,Sul,38816.65,36503,500,396.83,Logística
3170,2025-03-09,Instagram,Sudeste,12044.49,52259,13,0.16,Vendas
3171,2024-12-18,YouTube,Nordeste,37894.75,28103,10,0.27,Contabilidade
3172,2023-12-11,Google Ads,Sudeste,29202.43,52254,331,4.92,Logística
3173,2022-01-18,SEO,Centro-Oeste,49868.9,3595,219,2.51,Logística
3174,2023-11-27,Google Ads,Sul,1422.8,7991,18,0.2,Vendas
3175,2025-06-27,Instagram,Centro-Oeste,2248.25,7285,320,3.27,Contabilidade
3176,2023-12-21,SEO,Sudeste,25299.82,39665,18,0.35,Contabilidade
3177,2023-08-13,Facebook,Nordeste,3983.83,35242,293,8.23,Financeiro
3178,2024-02-01,Google Ads,Nordeste,3385.04,79148,24,0.25,RH
3179,2024-03-28,Facebook,Sul,48436.82,16420,225,2.69,TI
3180,2023-09-28,LinkedIn,Sudeste,37124.57,65659,460,5.32,Marketing
3181,2022-10-02,Facebook,Sudeste,30534.72,58992,121,2.59,RH
3182,2022-07-11,Facebook,Sudeste,41692.84,58075,356,4.88,Marketing
