id,data,ticker,empresa,abertura,maxima,minima,fechamento,volume,variacao_percentual
2262,2022-08-08,PETR4,Petrobras,43.98,43.66,44.98,46.88,49010065,6.59
2263,2024-09-08,BBDC4,Bradesco,85.8,87.29,86.4,90.72,9568292,5.73
2264,2022-11-15,BBDC4,Bradesco,197.18,196.61,193.82,201.4,43644817,2.14
2265,2022-08-06,PETR4,Petrobras,118.63,118.21,120.82,115.79,21754481,-2.39
2266,2024-07-09,MGLU3,Magazine Luiza,131.52,132.74,128.92,130.67,33200238,-0.65
2267,2025-03-13,SUZB3,Suzano,104.53,106.43,107.31,108.57,15669690,3.86
2268,2022-01-20,PETR4,Petrobras,96.07,96.44,97.65,100.84,13164643,4.97
2269,2022-07-05,PETR4,Petrobras,61.37,60.92,63.01,58.0,45587012,-5.49
2270,2024-03-15,WEGE3,WEG,79.7,81.26,82.06,82.8,19154901,3.89
2271,2024-10-31,ABEV3,Ambev,173.27,171.87,171.17,176.03,8372237,1.59
2272,2022-09-20,WEGE3,WEG,77.6,77.45,77.37,80.1,49951446,3.22
2273,2024-08-06,ABEV3,Ambev,103.22,103.07,102.21,100.4,17545728,-2.73
2274,2023-06-12,BBDC4,Bradesco,123.96,124.65,122.64,121.98,41617910,-1.6
2275,2023-10-05,PETR4,Petrobras,103.73,101.87,105.86,107.57,39783419,3.7
2276,2022-06-07,ITUB4,Itaú,86.31,87.37,85.89,85.43,19069956,-1.02
2277,2025-07-02,BBAS3,Banco do Brasil,45.5,46.09,44.76,46.84,12958325,2.95
2278,2022-08-20,RENT3,Localiza,174.65,175.85,179.88,179.3,7703944,2.66
2279,2023-03-17,SUZB3,Suzano,105.53,106.49,102.96,104.76,16766941,-0.73
2280,2023-05-03,VALE3,Vale,134.7,136.01,132.98,138.79,44155859,3.04
2281,2023-10-27,SUZB3,Suzano,63.28,62.49,62.35,59.22,7643232,-6.42
2282,2025-07-16,ITUB4,Itaú,154.83,154.79,153.72,151.34,13709857,-2.25
2283,2024-04-12,ITUB4,Itaú,148.96,149.0,145.89,151.71,24063286,1.85
2284,2025-09-26,WEGE3,WEG,80.85,81.37,78.88,82.9,6875520,2.54
2285,2024-05-08,BBAS3,Banco do Brasil,53.43,54.0,53.39,56.49,45566109,5.73
2286,2024-03-14,VALE3,Vale,161.29,162.14,158.92,165.1,20436637,2.36
2287,2024-02-13,ITUB4,Itaú,153.05,150.19,153.45,148.67,37574891,-2.86
2288,2024-08-06,VALE3,Vale,81.92,80.55,83.82,85.96,23636129,4.93
2289,2022-01-05,BBDC4,Bradesco,81.62,81.27,83.05,85.85,19835521,5.18
2290,2024-12-14,ABEV3,Ambev,76.49,77.0,77.38,75.32,39114329,-1.53
2291,2024-03-06,RENT3,Localiza,82.51,81.64,80.75,87.41,3648932,5.94
2292,2023-01-26,SUZB3,Suzano,13.25,13.35,12.89,8.26,46221710,-37.66
2293,2025-12-25,ABEV3,Ambev,24.49,24.06,24.44,23.39,43637840,-4.49
2294,2025-10-24,BBAS3,Banco do Brasil,25.35,25.54,26.06,25.5,10123894,0.59
2295,2025-09-01,ABEV3,Ambev,166.34,166.35,167.49,166.95,24536881,0.37
2296,2024-12-02,BBAS3,Banco do Brasil,112.74,114.77,111.2,111.96,7435383,-0.69
2297,2023-03-16,BBAS3,Banco do Brasil,146.71,144.63,145.35,146.61,35042503,-0.07
2298,2025-04-23,PETR4,Petrobras,142.55,142.05,141.57,142.87,40179252,0.22
2299,2024-08-19,VALE3,Vale,47.21,47.85,46.65,42.67,36737232,-9.62
2300,2025-07-07,BBAS3,Banco do Brasil,97.28,98.24,96.57,95.07,3044752,-2.27
2301,2025-05-28,ABEV3,Ambev,196.43,197.51,198.89,199.54,15487910,1.58
2302,2024-04-24,BBAS3,Banco do Brasil,26.27,26.6,26.24,30.24,49884067,15.11
2303,2025-04-16,ITUB4,Itaú,20.93,20.64,21.18,20.09,46168849,-4.01
2304,2025-11-13,VALE3,Vale,24.36,24.66,23.79,24.77,32414651,1.68
2305,2023-07-01,SUZB3,Suzano,180.81,184.19,181.9,184.32,25101786,1.94
2306,2024-03-14,ITUB4,Itaú,152.29,150.5,148.87,157.0,2015394,3.09
2307,2022-05-19,WEGE3,WEG,67.83,68.55,67.53,66.21,8814866,-2.39
2308,2024-01-28,SUZB3,Suzano,37.07,36.63,37.8,36.76,33840213,-0.84
2309,2022-09-14,ABEV3,Ambev,70.66,70.64,71.11,68.43,20887449,-3.16
2310,2022-05-07,MGLU3,Magazine Luiza,189.37,188.65,185.94,186.5,10266116,-1.52
2311,2024-12-09,SUZB3,Suzano,185.19,187.33,180.89,184.24,27155805,-0.51
2312,2022-07-15,WEGE3,WEG,113.09,111.49,115.01,113.1,38650696,0.01
2313,2023-08-23,WEGE3,WEG,36.58,36.58,35.79,41.15,4913069,12.49
2314,2025-01-11,RENT3,Localiza,36.66,37.11,35.86,33.89,14703961,-7.56
2315,2023-09-28,BBDC4,Bradesco,17.06,17.4,16.7,12.77,20309543,-25.15
2316,2025-08-21,SUZB3,Suzano,44.15,43.31,44.78,48.03,18006468,8.79
2317,2022-06-14,ITUB4,Itaú,179.9,180.36,175.83,176.4,3867926,-1.95
2318,2025-04-12,BBDC4,Bradesco,163.24,165.21,163.33,160.79,16271139,-1.5
2319,2022-09-01,ITUB4,Itaú,173.09,174.1,171.57,171.59,12243298,-0.87
2320,2024-02-03,WEGE3,WEG,160.65,162.16,164.22,159.78,39959355,-0.54
2321,2024-10-14,ITUB4,Itaú,84.73,86.11,85.05,89.41,22735438,5.52
2322,2024-08-09,VALE3,Vale,44.7,44.04,43.73,45.61,11937608,2.04
2323,2025-07-21,SUZB3,Suzano,135.66,135.9,134.96,138.94,9461088,2.42
2324,2022-08-15,SUZB3,Suzano,114.57,115.98,117.9,113.5,9759174,-0.93
2325,2025-06-11,WEGE3,WEG,175.75,173.93,176.54,173.68,9231264,-1.18
2326,2023-11-07,ABEV3,Ambev,114.41,112.8,117.67,114.3,4997530,-0.1
2327,2025-08-11,BBDC4,Bradesco,92.73,93.45,94.11,90.95,41315239,-1.92
2328,2025-07-14,ABEV3,Ambev,17.03,16.81,16.73,20.48,48709102,20.26
2329,2025-10-06,RENT3,Localiza,103.66,104.59,103.04,102.36,46233339,-1.25
2330,2023-12-25,RENT3,Localiza,147.78,150.25,145.94,148.32,23154923,0.37
2331,2022-10-17,BBDC4,Bradesco,95.89,94.57,93.88,92.46,6520940,-3.58
2332,2025-09-07,VALE3,Vale,73.86,74.51,73.82,78.77,11516704,6.65
2333,2024-05-05,BBDC4,Bradesco,131.66,133.51,131.47,135.43,25141104,2.86
2334,2023-05-20,RENT3,Localiza,151.86,151.18,152.55,151.78,32229998,-0.05
2335,2023-11-08,MGLU3,Magazine Luiza,186.75,188.15,191.76,186.76,28536422,0.01
2336,2023-08-26,BBAS3,Banco do Brasil,64.46,65.2,64.01,63.91,18214472,-0.85
2337,2022-05-25,BBDC4,Bradesco,46.74,46.15,48.07,48.58,36765316,3.94
2338,2022-08-24,RENT3,Localiza,84.21,83.02,82.96,84.84,46213637,0.75
2339,2025-06-22,BBDC4,Bradesco,96.09,95.85,95.54,95.77,865469,-0.33
2340,2024-02-12,BBAS3,Banco do Brasil,187.41,188.76,189.93,186.93,14460111,-0.26
2341,2025-09-12,MGLU3,Magazine Luiza,33.66,33.63,33.11,30.7,34614982,-8.79
2342,2022-03-18,VALE3,Vale,139.47,140.46,137.41,141.64,30663008,1.56
2343,2023-05-20,PETR4,Petrobras,113.11,112.03,113.08,113.07,32025824,-0.04
2344,2023-08-08,ITUB4,Itaú,122.68,124.14,123.08,120.69,36433866,-1.62
2345,2024-11-01,RENT3,Localiza,171.45,169.39,173.24,167.21,11358338,-2.47
2346,2025-02-11,MGLU3,Magazine Luiza,170.77,170.13,169.56,173.92,6482287,1.84
2347,2025-04-15,VALE3,Vale,23.06,23.2,23.14,23.89,20873667,3.6
2348,2023-06-03,VALE3,Vale,125.14,125.63,122.36,124.08,27557584,-0.85
2349,2025-01-16,PETR4,Petrobras,58.39,58.48,59.85,60.79,40704261,4.11
2350,2024-11-24,SUZB3,Suzano,91.86,92.39,94.54,87.65,10760714,-4.58
2351,2025-06-19,ITUB4,Itaú,150.27,148.72,148.3,147.37,6101767,-1.93
2352,2023-07-22,VALE3,Vale,59.0,58.17,57.75,59.59,32291887,1.0
2353,2024-08-18,VALE3,Vale,51.05,50.32,50.8,53.78,19443205,5.35
2354,2023-03-16,WEGE3,WEG,47.68,46.82,46.53,47.49,48197069,-0.4
2355,2024-07-23,PETR4,Petrobras,61.42,61.44,62.89,58.8,9318436,-4.27
2356,2022-06-01,ITUB4,Itaú,84.44,82.93,82.54,87.85,46529888,4.04
2357,2025-07-08,PETR4,Petrobras,28.4,28.43,28.54,33.2,37448390,16.9
2358,2025-05-23,WEGE3,WEG,54.89,55.65,56.32,53.76,29049125,-2.06
2359,2025-08-12,MGLU3,Magazine Luiza,57.82,58.0,57.16,61.33,7395350,6.07
2360,2022-04-08,VALE3,Vale,37.59,38.18,38.28,39.0,16235695,3.75
2361,2025-09-08,VALE3,Vale,28.27,28.2,29.08,31.82,15756725,12.56
2362,2023-05-11,RENT3,Localiza,71.02,70.06,73.0,73.89,17861178,4.04
2363,2022-05-17,MGLU3,Magazine Luiza,128.42,128.5,131.01,128.82,16925649,0.31
2364,2023-08-05,ABEV3,Ambev,79.41,77.94,79.45,78.74,14465372,-0.84
2365,2025-04-08,WEGE3,WEG,54.91,55.4,56.32,52.71,11497134,-4.01
2366,2023-09-21,BBAS3,Banco do Brasil,78.07,78.26,77.21,79.06,19422954,1.27
2367,2025-10-02,WEGE3,WEG,17.25,16.98,17.2,18.82,25616474,9.1
2368,2025-10-10,WEGE3,WEG,81.21,82.6,82.03,81.76,29226964,0.68
2369,2022-05-20,ITUB4,Itaú,34.7,34.05,33.99,29.91,6344282,-13.8
2370,2025-12-23,ABEV3,Ambev,96.74,97.4,96.24,99.31,3547787,2.66
2371,2024-09-20,ABEV3,Ambev,67.04,67.34,67.85,70.59,25144734,5.3
2372,2024-07-22,BBDC4,Bradesco,115.39,113.62,114.36,111.11,10086270,-3.71
2373,2022-03-27,WEGE3,WEG,120.49,119.76,123.33,121.28,27269998,0.66
2374,2022-09-10,WEGE3,WEG,189.51,191.62,194.64,193.53,37875480,2.12
2375,2023-12-09,SUZB3,Suzano,169.51,167.57,166.76,173.77,28842351,2.51
2376,2025-06-27,SUZB3,Suzano,41.15,41.37,41.6,38.99,34572885,-5.25
2377,2025-07-11,WEGE3,WEG,146.13,144.85,144.62,148.74,35160495,1.79
2378,2025-12-29,WEGE3,WEG,64.48,64.91,65.05,61.94,45757692,-3.94
2379,2022-08-03,BBAS3,Banco do Brasil,93.88,92.66,91.36,90.44,19412789,-3.66
2380,2024-01-21,MGLU3,Magazine Luiza,122.54,121.79,125.84,121.16,47888107,-1.13
2381,2023-04-28,PETR4,Petrobras,15.8,15.78,16.17,16.74,18676283,5.95
2382,2024-04-17,VALE3,Vale,51.72,51.68,51.42,50.16,20933945,-3.02
2383,2025-01-31,ABEV3,Ambev,88.47,90.2,90.51,84.98,7495346,-3.94
2384,2023-07-30,PETR4,Petrobras,58.57,57.43,57.54,61.73,9804410,5.4
2385,2023-12-16,VALE3,Vale,37.44,36.96,36.49,40.49,11142450,8.15
2386,2025-12-30,PETR4,Petrobras,66.78,67.54,64.79,71.75,6392760,7.44
2387,2025-09-25,ITUB4,Itaú,120.03,119.16,116.77,118.89,4545918,-0.95
2388,2024-11-05,MGLU3,Magazine Luiza,113.65,113.4,114.32,110.03,1836371,-3.19
2389,2024-11-27,BBDC4,Bradesco,18.82,18.84,18.97,22.72,1825419,20.72
2390,2023-06-06,BBAS3,Banco do Brasil,63.51,64.13,64.96,67.06,21954278,5.59
2391,2023-07-07,RENT3,Localiza,86.87,86.58,88.47,88.78,29130338,2.2
2392,2023-08-02,WEGE3,WEG,80.59,79.51,78.3,80.64,25327746,0.06
2393,2022-01-19,PETR4,Petrobras,69.72,70.96,68.94,67.47,13476291,-3.23
2394,2022-04-05,PETR4,Petrobras,199.12,201.31,200.97,195.83,48414545,-1.65
2395,2025-08-20,ITUB4,Itaú,171.9,168.89,175.3,172.6,40689943,0.41
2396,2023-02-02,BBAS3,Banco do Brasil,104.41,103.21,106.66,105.16,5019635,0.72
2397,2024-08-26,MGLU3,Magazine Luiza,171.47,170.39,173.95,173.09,10570507,0.94
2398,2025-06-29,RENT3,Localiza,104.45,103.56,102.61,109.01,27259947,4.37
2399,2025-07-19,ABEV3,Ambev,17.05,16.88,17.28,22.03,14498411,29.21
2400,2023-09-30,WEGE3,WEG,98.44,97.03,95.74,94.67,32062228,-3.83
2401,2022-06-03,PETR4,Petrobras,12.14,12.37,12.42,8.3,21731334,-31.63
2402,2022-07-06,ITUB4,Itaú,161.56,160.06,164.56,162.64,8080778,0.67
2403,2023-12-21,PETR4,Petrobras,119.31,120.86,117.33,122.56,5638071,2.72
2404,2022-08-22,SUZB3,Suzano,142.56,142.21,144.31,138.56,31161917,-2.81
2405,2025-02-23,VALE3,Vale,188.73,190.15,193.43,192.79,49588427,2.15
2406,2023-08-30,VALE3,Vale,10.18,10.35,10.09,7.4,46527467,-27.31
2407,2025-04-22,BBAS3,Banco do Brasil,116.11,114.42,115.23,114.68,46154821,-1.23
2408,2022-10-24,RENT3,Localiza,41.71,41.15,42.81,39.5,45195740,-5.3
2409,2025-02-12,RENT3,Localiza,112.32,111.41,110.61,108.52,22553350,-3.38
2410,2024-01-31,WEGE3,WEG,182.44,184.63,184.81,186.3,41334799,2.12
2411,2024-01-13,RENT3,Localiza,26.39,26.76,27.18,26.23,25008514,-0.61
2412,2024-10-08,PETR4,Petrobras,71.5,72.25,72.21,67.57,30827692,-5.5
2413,2025-07-19,ABEV3,Ambev,143.74,146.08,141.21,147.2,5461626,2.41
2414,2022-04-21,BBAS3,Banco do Brasil,47.25,46.71,46.35,47.52,10446733,0.57
2415,2022-02-02,PETR4,Petrobras,128.53,129.03,124.74,125.02,29567055,-2.73
2416,2022-06-19,BBDC4,Bradesco,71.87,71.86,72.65,75.81,48781668,5.48
2417,2025-11-05,ABEV3,Ambev,184.1,182.42,184.99,181.74,10599276,-1.28
2418,2025-08-06,BBAS3,Banco do Brasil,133.89,131.92,132.06,132.59,11237719,-0.97
2419,2022-03-11,BBDC4,Bradesco,179.51,177.12,176.27,179.06,921151,-0.25
2420,2023-06-16,SUZB3,Suzano,63.78,62.91,64.26,66.6,17212815,4.42
2421,2023-03-08,SUZB3,Suzano,117.44,117.18,118.87,116.59,23657789,-0.72
2422,2024-11-13,BBAS3,Banco do Brasil,130.43,128.88,127.63,127.08,20862227,-2.57
2423,2022-01-09,ABEV3,Ambev,127.88,128.52,124.79,126.83,22339142,-0.82
2424,2023-06-13,RENT3,Localiza,84.68,85.4,86.47,83.8,33501727,-1.04
2425,2022-03-20,ABEV3,Ambev,46.27,45.65,47.62,49.42,44600998,6.81
2426,2022-10-08,MGLU3,Magazine Luiza,133.11,132.76,129.25,136.8,2330287,2.77
2427,2024-11-03,PETR4,Petrobras,111.64,112.92,111.34,113.45,29863167,1.62
2428,2022-11-04,WEGE3,WEG,189.0,185.81,194.02,192.72,9282534,1.97
2429,2023-05-17,BBAS3,Banco do Brasil,47.2,46.52,47.13,43.1,24333122,-8.69
2430,2023-05-19,MGLU3,Magazine Luiza,191.29,193.75,190.41,186.29,9457120,-2.61
2431,2024-12-31,BBAS3,Banco do Brasil,183.84,184.21,186.8,183.02,32187171,-0.45
2432,2025-04-03,ABEV3,Ambev,177.29,174.2,182.56,176.25,18445596,-0.59
2433,2025-12-04,BBAS3,Banco do Brasil,139.4,138.08,142.28,138.11,36875107,-0.93
2434,2022-01-05,MGLU3,Magazine Luiza,69.58,69.57,67.81,69.66,26861055,0.11
2435,2023-03-11,ITUB4,Itaú,136.07,135.13,135.05,139.08,22166155,2.21
2436,2024-03-16,ABEV3,Ambev,123.45,125.58,125.13,118.76,40173223,-3.8
2437,2023-08-09,BBAS3,Banco do Brasil,38.34,38.38,38.2,38.89,43206257,1.43
2438,2022-04-09,PETR4,Petrobras,189.95,192.12,195.03,186.22,28604176,-1.96
2439,2023-04-21,MGLU3,Magazine Luiza,129.2,129.52,128.63,129.5,14628733,0.23
2440,2022-01-14,SUZB3,Suzano,118.61,117.73,116.31,120.89,12257486,1.92
2441,2023-08-30,BBDC4,Bradesco,22.82,22.91,23.0,18.84,20310010,-17.44
2442,2025-09-09,WEGE3,WEG,167.18,169.8,164.56,164.7,38060871,-1.48
2443,2023-10-10,ITUB4,Itaú,90.07,91.55,89.03,94.94,43715004,5.41
2444,2024-04-03,MGLU3,Magazine Luiza,189.92,191.49,190.73,193.33,14665478,1.8
2445,2024-07-25,MGLU3,Magazine Luiza,137.83,139.87,141.22,140.93,29368886,2.25
2446,2025-01-06,BBAS3,Banco do Brasil,143.76,142.79,141.39,148.64,8184750,3.39
2447,2022-11-04,VALE3,Vale,129.43,129.14,131.72,129.15,11930682,-0.22
2448,2022-08-22,MGLU3,Magazine Luiza,102.93,103.45,103.32,100.5,44592112,-2.36
2449,2025-05-11,WEGE3,WEG,141.61,141.79,139.63,145.6,4554054,2.82
2450,2025-09-14,WEGE3,WEG,25.85,26.04,25.5,29.85,1676649,15.47
2451,2023-06-22,ITUB4,Itaú,155.93,156.67,157.41,157.01,4210240,0.69
2452,2025-04-26,BBDC4,Bradesco,31.0,31.06,31.11,35.11,7485083,13.26
2453,2024-10-31,ABEV3,Ambev,154.25,153.7,151.72,153.76,9567406,-0.32
2454,2025-11-08,SUZB3,Suzano,183.44,185.45,186.48,181.02,36919852,-1.32
2455,2023-10-01,BBDC4,Bradesco,80.12,80.95,81.89,77.98,23235123,-2.67
2456,2024-06-30,ITUB4,Itaú,71.24,71.4,69.73,74.78,5347056,4.97
2457,2022-04-21,ABEV3,Ambev,128.0,128.86,128.9,132.3,4414586,3.36
2458,2024-10-08,WEGE3,WEG,184.65,187.51,179.24,180.8,33810351,-2.09
2459,2023-08-10,ABEV3,Ambev,88.02,89.27,87.65,89.28,43617980,1.43
2460,2022-07-06,ABEV3,Ambev,199.45,201.48,204.14,196.73,27818132,-1.36
2461,2022-01-31,BBAS3,Banco do Brasil,149.09,148.29,146.3,146.29,15448120,-1.88
2462,2023-10-31,BBDC4,Bradesco,187.8,187.97,185.01,183.63,40189951,-2.22
2463,2024-04-21,BBAS3,Banco do Brasil,64.6,64.36,63.39,66.72,480495,3.28
2464,2022-04-25,PETR4,Petrobras,73.11,73.07,72.47,75.7,13059650,3.54
2465,2024-05-27,BBDC4,Bradesco,167.51,170.7,163.38,170.51,13802452,1.79
2466,2025-02-21,RENT3,Localiza,51.53,52.18,50.09,55.97,45797239,8.62
2467,2024-02-16,SUZB3,Suzano,25.98,25.75,26.27,24.94,33268436,-4.0
2468,2023-03-16,SUZB3,Suzano,42.74,42.36,43.29,45.98,45555029,7.58
2469,2025-12-10,BBDC4,Bradesco,43.3,42.99,44.07,39.95,35237491,-7.74
2470,2024-05-01,RENT3,Localiza,197.43,201.34,193.68,196.17,46323266,-0.64
2471,2025-05-31,PETR4,Petrobras,197.88,198.52,195.68,199.9,20473474,1.02
2472,2022-06-27,SUZB3,Suzano,52.92,53.54,51.59,56.87,33415638,7.46
2473,2024-03-31,WEGE3,WEG,10.55,10.54,10.76,10.17,17245846,-3.6
2474,2022-12-21,MGLU3,Magazine Luiza,139.5,137.7,141.18,141.6,20829287,1.51
2475,2022-11-25,RENT3,Localiza,124.59,122.17,125.82,124.28,44034785,-0.25
2476,2025-04-09,ITUB4,Itaú,165.59,167.11,161.65,166.03,31865237,0.27
2477,2024-04-07,BBAS3,Banco do Brasil,81.81,80.59,80.62,81.11,23314847,-0.86
2478,2024-02-09,BBAS3,Banco do Brasil,137.64,139.94,136.6,133.26,33999543,-3.18
2479,2022-03-08,BBAS3,Banco do Brasil,198.99,197.14,200.98,201.14,25759956,1.08
2480,2022-09-18,PETR4,Petrobras,102.74,101.02,103.82,106.0,22635540,3.17
2481,2023-02-02,SUZB3,Suzano,137.89,138.38,133.95,136.42,20017483,-1.07
2482,2024-08-19,RENT3,Localiza,133.67,135.38,135.35,128.8,2824232,-3.64
2483,2023-09-20,SUZB3,Suzano,138.64,138.45,139.93,135.36,26191796,-2.37
2484,2023-11-20,VALE3,Vale,27.7,27.82,27.38,28.11,18049286,1.48
2485,2022-09-17,VALE3,Vale,39.49,39.43,39.84,38.52,18031409,-2.46
2486,2023-03-29,ITUB4,Itaú,197.89,198.65,201.39,201.26,32375957,1.7
2487,2022-10-13,BBDC4,Bradesco,83.23,81.69,84.09,84.96,29701444,2.08
2488,2023-02-04,SUZB3,Suzano,37.94,37.51,38.85,38.89,42125652,2.5
2489,2022-12-04,SUZB3,Suzano,44.53,44.28,45.67,48.69,10182477,9.34
2490,2023-02-03,BBAS3,Banco do Brasil,36.94,37.2,36.22,37.48,41400688,1.46
2491,2025-10-08,PETR4,Petrobras,187.31,188.07,188.77,191.36,13921841,2.16
2492,2023-12-03,MGLU3,Magazine Luiza,18.78,18.89,18.77,14.59,10752841,-22.31
2493,2022-11-06,VALE3,Vale,89.81,88.11,91.8,89.25,46815823,-0.62
2494,2023-08-18,BBAS3,Banco do Brasil,194.31,194.97,197.75,195.58,41840255,0.65
2495,2025-01-13,RENT3,Localiza,134.23,133.03,136.27,136.45,3769822,1.65
2496,2024-09-12,BBDC4,Bradesco,134.22,132.74,130.99,130.29,8446013,-2.93
2497,2023-06-18,PETR4,Petrobras,181.91,181.49,184.86,176.98,48184545,-2.71
2498,2025-10-07,SUZB3,Suzano,189.34,185.7,188.17,191.19,22818558,0.98
2499,2025-05-08,RENT3,Localiza,177.65,174.75,173.44,174.4,17196111,-1.83
2500,2022-04-11,SUZB3,Suzano,45.79,45.9,47.05,41.76,31994275,-8.8
2501,2025-10-14,ABEV3,Ambev,187.88,190.62,188.04,183.91,38016044,-2.11
2502,2023-10-07,MGLU3,Magazine Luiza,22.83,22.43,22.18,23.19,1676827,1.58
2503,2025-09-18,MGLU3,Magazine Luiza,34.6,35.08,33.62,38.17,28578700,10.32
2504,2022-08-30,MGLU3,Magazine Luiza,40.8,41.28,39.65,39.67,34150041,-2.77
2505,2025-12-07,ITUB4,Itaú,88.25,87.62,87.67,88.77,5869347,0.59
2506,2024-05-09,BBAS3,Banco do Brasil,16.38,16.24,16.43,13.24,30461255,-19.17
2507,2022-03-29,MGLU3,Magazine Luiza,134.52,132.8,131.71,132.77,39599967,-1.3
2508,2022-07-11,RENT3,Localiza,98.6,97.63,100.67,103.16,49642422,4.62
2509,2024-11-28,PETR4,Petrobras,87.45,87.29,87.23,90.37,18344927,3.34
2510,2025-09-27,ABEV3,Ambev,191.77,188.44,196.12,191.46,16547193,-0.16
2511,2022-09-13,SUZB3,Suzano,163.47,165.77,162.33,163.18,3109439,-0.18
2512,2025-12-21,SUZB3,Suzano,118.51,120.02,121.36,120.06,38905413,1.31
2513,2024-04-06,PETR4,Petrobras,84.47,83.4,83.37,85.55,41392977,1.28
2514,2022-01-21,SUZB3,Suzano,42.33,42.91,41.84,37.84,33784164,-10.61
2515,2024-11-25,BBDC4,Bradesco,21.62,21.2,21.74,19.7,19590384,-8.88
2516,2025-01-26,BBDC4,Bradesco,118.56,119.93,119.71,119.75,6054192,1.0
2517,2022-06-15,VALE3,Vale,65.93,66.42,67.72,61.86,27437245,-6.17
2518,2024-05-01,ABEV3,Ambev,120.74,122.09,120.25,122.84,32259794,1.74
2519,2022-07-26,BBAS3,Banco do Brasil,133.15,134.55,132.41,133.95,4848091,0.6
2520,2024-02-13,WEGE3,WEG,37.39,37.69,37.64,40.36,11662312,7.94
2521,2024-04-25,BBDC4,Bradesco,112.06,110.23,109.75,114.11,13266158,1.83
2522,2022-10-20,SUZB3,Suzano,143.11,144.11,143.55,146.32,1203765,2.24
2523,2022-07-14,RENT3,Localiza,66.56,65.42,67.36,69.75,14709115,4.79
2524,2024-08-03,SUZB3,Suzano,36.76,36.7,37.45,38.11,32142779,3.67
2525,2025-08-22,BBAS3,Banco do Brasil,105.02,106.98,104.46,103.14,44940995,-1.79
2526,2022-07-14,ITUB4,Itaú,13.91,13.71,13.71,11.4,27339435,-18.04
2527,2023-06-28,VALE3,Vale,137.13,139.54,134.62,139.11,44092688,1.44
2528,2023-09-10,PETR4,Petrobras,174.43,173.79,171.18,177.75,28782669,1.9
2529,2024-04-03,BBDC4,Bradesco,120.88,120.52,121.21,122.8,24520982,1.59
2530,2025-11-22,RENT3,Localiza,148.45,149.25,152.6,151.78,34326364,2.24
2531,2025-08-18,PETR4,Petrobras,165.55,166.96,170.1,163.25,2789702,-1.39
2532,2022-07-16,VALE3,Vale,87.59,87.0,88.57,91.55,33441216,4.52
2533,2024-03-14,PETR4,Petrobras,55.76,56.72,55.44,52.79,19051228,-5.33
2534,2025-04-20,PETR4,Petrobras,196.37,195.17,192.41,198.7,14803907,1.19
2535,2024-12-26,VALE3,Vale,28.27,28.8,28.71,31.1,24804122,10.01
2536,2023-04-28,ITUB4,Itaú,46.79,47.27,45.98,47.35,33558958,1.2
2537,2022-06-21,ABEV3,Ambev,125.89,125.36,125.74,124.75,24103304,-0.91
2538,2024-07-27,WEGE3,WEG,137.43,139.43,135.04,140.47,34717987,2.21
2539,2025-04-05,WEGE3,WEG,62.04,62.03,63.38,58.49,14944469,-5.72
2540,2025-03-05,MGLU3,Magazine Luiza,48.26,47.48,47.21,45.43,32136137,-5.86
2541,2022-12-16,SUZB3,Suzano,142.37,140.06,145.57,143.12,24513776,0.53
2542,2025-11-20,VALE3,Vale,143.75,145.71,145.55,141.68,723189,-1.44
2543,2023-12-18,WEGE3,WEG,82.23,82.49,83.97,80.97,40046263,-1.53
2544,2022-07-09,MGLU3,Magazine Luiza,150.64,151.16,154.76,146.45,8778995,-2.78
2545,2024-09-14,ABEV3,Ambev,122.36,120.78,123.14,117.58,24384545,-3.91
2546,2022-08-02,BBDC4,Bradesco,29.12,28.72,29.58,28.47,33266180,-2.23
2547,2022-03-07,RENT3,Localiza,174.23,177.42,169.7,174.78,7145089,0.32
2548,2024-03-19,BBDC4,Bradesco,196.77,196.5,201.74,201.62,18908972,2.46
2549,2024-05-27,BBAS3,Banco do Brasil,24.83,24.96,24.32,24.38,19945782,-1.81
2550,2022-06-09,RENT3,Localiza,83.95,85.05,83.15,80.61,15811949,-3.98
2551,2024-02-18,SUZB3,Suzano,178.88,180.43,178.21,178.2,18421355,-0.38
2552,2025-10-08,VALE3,Vale,57.73,58.6,57.05,62.15,35453207,7.66
2553,2023-03-14,ABEV3,Ambev,179.84,178.01,184.82,183.74,2312502,2.17
2554,2023-03-03,BBAS3,Banco do Brasil,74.1,74.18,73.09,72.91,3482421,-1.61
2555,2023-10-25,VALE3,Vale,72.47,71.17,73.34,71.34,8421823,-1.56
2556,2023-12-18,SUZB3,Suzano,39.79,39.4,40.95,40.81,44871377,2.56
2557,2024-01-28,ABEV3,Ambev,16.73,16.53,16.34,18.68,47782774,11.66
2558,2022-04-11,ABEV3,Ambev,48.59,48.05,49.02,52.37,12802838,7.78
2559,2023-01-02,PETR4,Petrobras,152.52,155.31,155.06,151.12,40611527,-0.92
2560,2024-07-14,WEGE3,WEG,67.07,67.75,68.52,69.09,3912359,3.01
2561,2022-01-11,RENT3,Localiza,88.99,89.78,89.3,85.11,9924432,-4.36
2562,2025-10-03,VALE3,Vale,47.57,46.89,48.32,48.34,9514683,1.62
2563,2023-01-28,VALE3,Vale,194.09,197.51,191.57,194.8,41106491,0.37
2564,2023-08-01,SUZB3,Suzano,47.38,48.29,47.31,47.73,15759817,0.74
