id,data_lancamento,regiao,receita,despesa,lucro,margem_percentual,mes,ano
2754,2025-05-02,Nordeste,379410.4,175236.38,204174.02,53.81,Jun,2024
2755,2023-06-03,Sul,484024.3,212242.74,271781.56,56.15,Set,2025
2756,2025-01-24,Norte,284331.16,137897.86,146433.3,51.5,Jan,2023
2757,2025-06-08,Sudeste,89377.86,27606.65,61771.21,69.11,Jul,2024
2758,2025-12-21,Sudeste,195676.36,82343.68,113332.68,57.92,Nov,2024
2759,2025-03-04,Sudeste,344262.16,230575.5,113686.66,33.02,Mar,2025
2760,2023-04-20,Centro-Oeste,132822.54,105553.63,27268.91,20.53,Nov,2022
2761,2025-11-16,Nordeste,447166.67,175157.63,272009.04,60.83,Mai,2023
2762,2023-05-09,Sudeste,318761.45,185638.1,133123.35,41.76,Jun,2023
2763,2024-05-03,Sul,196831.83,131471.17,65360.66,33.21,Jun,2025
2764,2022-05-13,Sudeste,178792.62,154446.06,24346.56,13.62,Nov,2022
2765,2025-02-02,Sul,95212.24,43581.73,51630.51,54.23,Abr,2023
2766,2022-06-30,Sudeste,64645.82,34573.79,30072.03,46.52,Abr,2024
2767,2024-07-28,Nordeste,262220.64,202473.33,59747.31,22.79,Mar,2024
2768,2024-09-11,Centro-Oeste,59602.16,46501.32,13100.84,21.98,Set,2022
2769,2023-01-03,Centro-Oeste,430624.43,331623.06,99001.37,22.99,Jul,2022
2770,2025-05-24,Sul,318836.56,259340.52,59496.04,18.66,Fev,2022
2771,2022-12-19,Norte,263747.16,134658.4,129088.76,48.94,Jul,2022
2772,2023-05-27,Sul,305613.97,202722.37,102891.6,33.67,Nov,2025
2773,2025-01-26,Sul,27547.42,19923.43,7623.99,27.68,Dez,2024
2774,2023-11-25,Norte,288761.17,218371.95,70389.22,24.38,Jul,2022
2775,2023-02-24,Sul,442615.87,253124.15,189491.72,42.81,Mar,2022
2776,2023-05-06,Centro-Oeste,228531.57,78483.3,150048.27,65.66,Set,2025
2777,2024-05-07,Sul,170406.04,97210.31,73195.73,42.95,Fev,2022
2778,2022-12-01,Centro-Oeste,122561.33,41225.22,81336.11,66.36,Jan,2022
2779,2025-02-19,Norte,243909.48,172533.26,71376.22,29.26,Jun,2024
2780,2022-05-13,Nordeste,379204.85,183902.18,195302.67,51.5,Mai,2025
2781,2022-01-09,Sul,244769.54,74817.36,169952.18,69.43,Mai,2022
2782,2025-01-28,Norte,492209.41,219746.89,272462.52,55.36,Mai,2022
2783,2024-08-14,Nordeste,59342.92,31133.77,28209.15,47.54,Jul,2022
2784,2023-04-21,Centro-Oeste,438781.85,240155.63,198626.22,45.27,Jan,2024
2785,2022-06-12,Nordeste,488999.76,411093.74,77906.02,15.93,Jan,2022
2786,2025-03-03,Centro-Oeste,175364.03,72194.81,103169.22,58.83,Abr,2023
2787,2024-11-05,Nordeste,226643.81,144857.3,81786.51,36.09,Abr,2023
2788,2022-09-01,Sudeste,409781.35,223479.26,186302.09,45.46,Mar,2025
2789,2025-11-28,Sul,487836.18,361415.24,126420.94,25.91,Fev,2025
2790,2022-07-11,Centro-Oeste,387442.62,187772.58,199670.04,51.54,Mai,2023
2791,2023-12-06,Nordeste,325211.31,145598.11,179613.2,55.23,Nov,2022
2792,2023-03-21,Nordeste,158263.43,52120.3,106143.13,67.07,Mai,2025
2793,2024-12-15,Sudeste,154006.1,82832.48,71173.62,46.21,Out,2023
2794,2023-12-19,Centro-Oeste,476493.53,167421.52,309072.01,64.86,Dez,2022
2795,2025-12-10,Centro-Oeste,115735.93,38488.04,77247.89,66.74,Dez,2025
2796,2025-01-15,Norte,443968.82,292873.17,151095.65,34.03,Set,2025
2797,2022-07-25,Sudeste,253602.14,209774.78,43827.36,17.28,Set,2025
2798,2025-08-23,Nordeste,497966.96,290203.81,207763.15,41.72,Out,2023
2799,2023-09-09,Sul,218249.84,94306.41,123943.43,56.79,Out,2024
2800,2022-09-26,Norte,405236.51,166594.8,238641.71,58.89,Abr,2024
2801,2025-01-11,Norte,82561.57,27829.94,54731.63,66.29,Fev,2024
2802,2022-07-02,Nordeste,466013.49,287686.62,178326.87,38.27,Set,2023
2803,2024-05-31,Nordeste,122671.15,52379.57,70291.58,57.3,Nov,2024
2804,2023-10-25,Nordeste,287831.62,123512.58,164319.04,57.09,Dez,2024
2805,2022-08-17,Norte,304007.11,180151.26,123855.85,40.74,Mai,2022
2806,2025-02-12,Centro-Oeste,232948.52,95943.49,137005.03,58.81,Dez,2022
2807,2022-01-14,Norte,437205.58,196738.3,240467.28,55.0,Jul,2024
2808,2022-02-22,Nordeste,419699.68,312008.49,107691.19,25.66,Out,2025
2809,2022-09-23,Norte,377045.06,261847.54,115197.52,30.55,Fev,2022
2810,2023-05-16,Sul,218931.9,70538.27,148393.63,67.78,Out,2022
2811,2022-10-29,Norte,54796.42,37702.59,17093.83,31.2,Out,2022
2812,2023-06-04,Centro-Oeste,85634.33,44997.04,40637.29,47.45,Fev,2024
2813,2024-05-03,Sudeste,375605.64,128269.87,247335.77,65.85,Dez,2024
2814,2022-02-07,Sul,488514.96,169728.68,318786.28,65.26,Out,2024
2815,2023-11-08,Sudeste,471567.9,351401.16,120166.74,25.48,Set,2022
2816,2023-03-31,Norte,37917.42,16577.33,21340.09,56.28,Jun,2023
2817,2022-07-12,Centro-Oeste,416844.67,275391.91,141452.76,33.93,Out,2023
2818,2024-11-25,Nordeste,302653.02,253252.24,49400.78,16.32,Mar,2023
2819,2024-04-02,Nordeste,184148.2,122601.97,61546.23,33.42,Mai,2025
2820,2024-05-28,Nordeste,413151.42,165386.93,247764.49,59.97,Dez,2024
2821,2025-05-01,Nordeste,418692.75,151773.29,266919.46,63.75,Out,2022
2822,2022-12-07,Sudeste,210884.38,176120.54,34763.84,16.48,Nov,2025
2823,2022-01-12,Sul,428735.35,367802.67,60932.68,14.21,Ago,2023
2824,2023-04-24,Sudeste,338020.7,279380.61,58640.09,17.35,Mai,2022
2825,2025-09-23,Centro-Oeste,7187.05,5123.84,2063.21,28.71,Nov,2024
2826,2025-07-11,Sudeste,5593.72,4059.16,1534.56,27.43,Nov,2025
2827,2024-10-04,Nordeste,211814.8,183776.59,28038.21,13.24,Ago,2025
2828,2023-03-26,Nordeste,457616.8,223336.86,234279.94,51.2,Out,2022
2829,2024-02-25,Centro-Oeste,493130.77,208054.52,285076.25,57.81,Dez,2024
2830,2023-06-18,Sul,218268.47,99334.82,118933.65,54.49,Abr,2022
2831,2024-01-24,Sul,16568.93,12292.36,4276.57,25.81,Jan,2023
2832,2022-01-26,Nordeste,464030.17,189995.2,274034.97,59.06,Jan,2023
2833,2023-04-04,Centro-Oeste,69929.13,49227.81,20701.32,29.6,Abr,2025
2834,2024-02-25,Sudeste,136644.42,65634.46,71009.96,51.97,Abr,2022
2835,2025-08-24,Norte,297146.72,239394.2,57752.52,19.44,Jul,2025
2836,2023-08-11,Sul,285862.36,179988.45,105873.91,37.04,Mai,2022
2837,2023-09-10,Centro-Oeste,461773.01,405282.76,56490.25,12.23,Jul,2024
2838,2024-09-21,Sul,34239.07,19784.92,14454.15,42.22,Mar,2023
2839,2022-10-08,Sul,491265.05,151107.08,340157.97,69.24,Set,2023
2840,2025-09-09,Nordeste,470042.36,219361.51,250680.85,53.33,Set,2024
2841,2022-03-26,Sudeste,403220.3,201211.28,202009.02,50.1,Mai,2023
2842,2022-10-18,Sul,409075.23,289172.28,119902.95,29.31,Jan,2023
2843,2025-11-02,Centro-Oeste,356213.11,313754.15,42458.96,11.92,Mai,2022
2844,2022-01-08,Centro-Oeste,495715.0,151733.06,343981.94,69.39,Jul,2025
2845,2024-06-04,Centro-Oeste,237565.32,78453.01,159112.31,66.98,Out,2025
2846,2025-10-03,Nordeste,152620.67,58088.46,94532.21,61.94,Fev,2025
2847,2024-12-07,Sul,291593.32,232755.75,58837.57,20.18,Mar,2025
2848,2024-07-18,Sul,282316.46,183528.06,98788.4,34.99,Abr,2024
2849,2025-06-23,Sudeste,250508.89,215986.9,34521.99,13.78,Abr,2024
2850,2025-09-25,Nordeste,237376.22,89523.61,147852.61,62.29,Dez,2022
2851,2025-10-08,Sudeste,158615.23,121196.0,37419.23,23.59,Jan,2024
2852,2023-08-09,Sul,344422.32,197908.41,146513.91,42.54,Fev,2024
2853,2022-02-18,Norte,229158.33,141629.2,87529.13,38.2,Fev,2024
2854,2022-05-11,Nordeste,154074.13,88696.16,65377.97,42.43,Mai,2024
2855,2025-03-13,Sul,245627.76,143949.51,101678.25,41.4,Mai,2022
2856,2022-01-09,Nordeste,352290.57,136692.1,215598.47,61.2,Mar,2025
2857,2024-06-23,Sul,425973.5,322257.12,103716.38,24.35,Out,2025
2858,2023-04-26,Nordeste,357514.8,209927.44,147587.36,41.28,Nov,2023
2859,2025-12-14,Norte,187162.54,62665.32,124497.22,66.52,Jun,2024
2860,2022-10-25,Nordeste,226726.24,89616.53,137109.71,60.47,Abr,2023
2861,2024-07-17,Centro-Oeste,201507.01,64921.62,136585.39,67.78,Mai,2023
2862,2025-12-23,Sul,197266.9,172682.6,24584.3,12.46,Set,2023
2863,2025-06-11,Sul,84378.39,71574.07,12804.32,15.17,Nov,2022
2864,2023-09-29,Sul,68886.74,26828.54,42058.2,61.05,Abr,2022
2865,2024-11-24,Centro-Oeste,359823.98,124921.51,234902.47,65.28,Jun,2025
2866,2024-06-16,Sul,347980.11,205405.24,142574.87,40.97,Jun,2025
2867,2023-03-07,Sul,99249.65,37742.61,61507.04,61.97,Mai,2024
2868,2023-07-05,Sudeste,240554.84,135946.46,104608.38,43.49,Ago,2023
2869,2022-04-10,Sul,103746.59,67793.39,35953.2,34.65,Mar,2022
2870,2022-08-19,Sul,122147.84,69071.27,53076.57,43.45,Abr,2023
2871,2023-02-01,Norte,243421.81,74652.4,168769.41,69.33,Jul,2024
2872,2023-07-04,Nordeste,319702.69,237294.24,82408.45,25.78,Mai,2022
2873,2024-01-09,Sudeste,269553.43,98713.21,170840.22,63.38,Nov,2025
2874,2024-01-31,Norte,416653.71,315800.58,100853.13,24.21,Jun,2022
2875,2023-06-18,Centro-Oeste,71981.09,43690.6,28290.49,39.3,Out,2023
2876,2024-01-18,Norte,43895.76,21144.89,22750.87,51.83,Ago,2025
2877,2024-04-16,Norte,379914.24,170070.38,209843.86,55.23,Set,2022
2878,2022-01-17,Nordeste,274780.43,132077.11,142703.32,51.93,Jan,2023
2879,2024-01-28,Centro-Oeste,72594.42,37401.31,35193.11,48.48,Jun,2024
2880,2022-01-23,Centro-Oeste,98765.49,56242.61,42522.88,43.05,Jul,2022
2881,2023-08-25,Nordeste,2541.44,1399.28,1142.16,44.94,Jan,2023
2882,2025-03-08,Sudeste,426328.98,344785.14,81543.84,19.13,Abr,2025
2883,2022-06-27,Norte,232443.33,76332.56,156110.77,67.16,Jul,2022
2884,2022-06-24,Nordeste,468444.16,349417.66,119026.5,25.41,Nov,2022
2885,2025-09-26,Nordeste,112754.45,44800.58,67953.87,60.27,Abr,2024
2886,2025-11-10,Sudeste,355124.51,154220.01,200904.5,56.57,Dez,2024
2887,2025-12-08,Centro-Oeste,159996.7,126560.55,33436.15,20.9,Jul,2022
2888,2025-12-14,Centro-Oeste,395572.08,211282.41,184289.67,46.59,Fev,2023
2889,2024-11-06,Nordeste,41314.81,22197.15,19117.66,46.27,Mai,2024
2890,2023-01-18,Nordeste,292304.56,154819.34,137485.22,47.03,Abr,2025
2891,2025-01-05,Centro-Oeste,72411.39,51706.68,20704.71,28.59,Abr,2025
2892,2022-04-12,Sul,362019.23,260759.36,101259.87,27.97,Out,2025
2893,2025-04-07,Nordeste,349204.93,271426.25,77778.68,22.27,Out,2022
2894,2023-12-25,Norte,3033.16,2642.12,391.04,12.89,Dez,2025
2895,2024-12-23,Norte,35797.32,29279.65,6517.67,18.21,Jul,2024
2896,2025-03-23,Sul,100832.53,82251.41,18581.12,18.43,Jun,2022
2897,2023-02-16,Nordeste,387085.6,265550.08,121535.52,31.4,Jan,2023
2898,2023-05-02,Centro-Oeste,279653.41,193650.5,86002.91,30.75,Mar,2024
2899,2025-12-13,Norte,320090.24,159695.17,160395.07,50.11,Jun,2023
2900,2022-01-30,Norte,358575.23,254435.8,104139.43,29.04,Dez,2025
2901,2024-04-17,Norte,132252.05,81511.12,50740.93,38.37,Nov,2024
2902,2025-04-21,Sul,223988.5,128570.4,95418.1,42.6,Abr,2023
2903,2025-08-28,Sudeste,134766.96,97740.92,37026.04,27.47,Dez,2024
2904,2024-12-07,Sul,302939.65,121857.42,181082.23,59.78,Jul,2023
2905,2025-02-26,Sul,384103.68,257638.58,126465.1,32.92,Jul,2022
2906,2024-02-12,Sul,52555.89,38169.37,14386.52,27.37,Dez,2023
2907,2023-09-30,Sudeste,416013.08,133274.44,282738.64,67.96,Jul,2024
2908,2023-08-13,Sul,484246.46,374988.1,109258.36,22.56,Mai,2024
2909,2025-01-11,Norte,71825.26,45783.2,26042.06,36.26,Set,2023
2910,2022-11-21,Sudeste,78135.27,40482.36,37652.91,48.19,Jul,2022
2911,2024-06-17,Nordeste,242692.59,150961.39,91731.2,37.8,Out,2025
2912,2024-06-07,Sul,431391.25,158523.04,272868.21,63.25,Dez,2022
2913,2022-12-11,Nordeste,278887.95,155294.04,123593.91,44.32,Out,2025
2914,2022-04-09,Norte,115197.01,62927.09,52269.92,45.37,Dez,2023
2915,2025-09-23,Norte,138252.74,46420.17,91832.57,66.42,Dez,2023
2916,2024-09-10,Sudeste,156737.86,131548.9,25188.96,16.07,Jan,2025
2917,2024-09-04,Sudeste,57967.73,49293.9,8673.83,14.96,Out,2023
2918,2023-06-21,Sudeste,260361.04,124608.24,135752.8,52.14,Jan,2024
2919,2025-09-14,Sul,412247.68,161132.3,251115.38,60.91,Jul,2025
2920,2024-12-23,Sudeste,360788.59,215091.41,145697.18,40.38,Abr,2024
2921,2023-05-26,Norte,349689.98,248865.43,100824.55,28.83,Dez,2022
2922,2025-05-22,Centro-Oeste,398019.52,150320.2,247699.32,62.23,Fev,2024
2923,2023-02-10,Norte,122759.76,60643.49,62116.27,50.6,Set,2025
2924,2025-08-19,Centro-Oeste,405405.48,124735.35,280670.13,69.23,Jan,2023
2925,2024-04-12,Nordeste,452732.27,153551.77,299180.5,66.08,Dez,2024
2926,2022-12-22,Nordeste,454624.32,372620.66,82003.66,18.04,Mai,2022
2927,2024-12-02,Centro-Oeste,353505.79,294025.72,59480.07,16.83,Nov,2022
2928,2025-03-21,Nordeste,444848.9,266370.23,178478.67,40.12,Set,2023
2929,2022-10-14,Nordeste,133230.06,46361.46,86868.6,65.2,Mar,2024
2930,2024-10-20,Centro-Oeste,323621.57,122878.47,200743.1,62.03,Mai,2022
2931,2023-02-07,Nordeste,70966.86,26072.8,44894.06,63.26,Mar,2023
2932,2023-02-28,Sul,239792.52,195233.25,44559.27,18.58,Mar,2022
2933,2024-04-21,Centro-Oeste,281788.12,251391.82,30396.3,10.79,Set,2022
2934,2025-07-05,Sul,194851.29,168237.91,26613.38,13.66,Jun,2024
2935,2025-04-06,Sul,370405.72,141975.14,228430.58,61.67,Jul,2025
2936,2024-11-24,Norte,351522.17,285744.4,65777.77,18.71,Jun,2023
2937,2024-07-13,Sudeste,400911.24,122296.51,278614.73,69.5,Out,2022
2938,2024-02-09,Nordeste,392998.75,187741.64,205257.11,52.23,Jun,2022
2939,2022-08-12,Sul,249472.98,109660.63,139812.35,56.04,Set,2024
2940,2024-08-16,Sudeste,444292.05,196179.39,248112.66,55.84,Jun,2023
2941,2025-11-22,Centro-Oeste,109813.39,72151.32,37662.07,34.3,Nov,2022
2942,2023-10-08,Nordeste,285453.97,247189.4,38264.57,13.4,Abr,2023
2943,2023-05-23,Nordeste,322838.41,228447.46,94390.95,29.24,Dez,2024
2944,2024-12-13,Centro-Oeste,436539.96,233958.48,202581.48,46.41,Mai,2023
2945,2022-02-11,Nordeste,109823.91,67049.72,42774.19,38.95,Jun,2024
2946,2022-12-27,Sudeste,250003.16,88414.86,161588.3,64.63,Set,2022
2947,2023-05-30,Centro-Oeste,413880.2,221919.54,191960.66,46.38,Set,2024
2948,2024-09-15,Sul,494969.14,436018.06,58951.08,11.91,Dez,2025
2949,2024-10-21,Centro-Oeste,258070.88,103845.95,154224.93,59.76,Dez,2024
2950,2022-04-19,Norte,55963.1,32914.24,23048.86,41.19,Fev,2023
2951,2023-04-09,Sudeste,211115.98,113422.22,97693.76,46.27,Jan,2024
2952,2025-12-26,Centro-Oeste,169068.86,86959.27,82109.59,48.57,Fev,2024
2953,2023-07-24,Nordeste,137182.31,48502.64,88679.67,64.64,Abr,2025
2954,2022-02-13,Sul,38917.45,18819.07,20098.38,51.64,Mai,2022
2955,2022-12-15,Nordeste,113153.36,78234.99,34918.37,30.86,Jun,2022
2956,2025-07-26,Norte,134365.71,43026.9,91338.81,67.98,Fev,2022
2957,2025-09-21,Centro-Oeste,288981.05,146393.22,142587.83,49.34,Dez,2024
2958,2022-07-28,Sudeste,366875.39,257207.7,109667.69,29.89,Mai,2024
2959,2022-03-13,Sul,252513.5,184711.81,67801.69,26.85,Fev,2022
2960,2023-04-09,Centro-Oeste,316819.91,170499.17,146320.74,46.18,Jun,2022
2961,2024-03-27,Nordeste,289905.15,223003.33,66901.82,23.08,Mai,2024
2962,2025-02-03,Nordeste,179263.86,98552.29,80711.57,45.02,Mai,2025
2963,2023-10-10,Sul,209420.16,79926.12,129494.04,61.83,Mai,2024
2964,2022-04-09,Centro-Oeste,295014.14,112045.57,182968.57,62.02,Jan,2022
2965,2022-02-15,Nordeste,343850.55,182267.43,161583.12,46.99,Jul,2024
2966,2024-07-27,Sudeste,337604.66,189671.28,147933.38,43.82,Jul,2022
2967,2025-03-31,Sudeste,292461.57,96097.85,196363.72,67.14,Jul,2023
2968,2024-01-10,Sudeste,220324.07,111230.67,109093.4,49.51,Out,2024
2969,2025-11-02,Sul,362074.21,131149.13,230925.08,63.78,Abr,2025
2970,2022-07-08,Norte,489966.69,277689.81,212276.88,43.32,Jul,2023
2971,2023-01-02,Nordeste,404571.4,170606.69,233964.71,57.83,Out,2023
2972,2022-12-08,Sul,486151.16,308840.91,177310.25,36.47,Nov,2022
2973,2023-02-16,Sudeste,268649.95,183365.79,85284.16,31.75,Jun,2023
2974,2022-09-26,Sudeste,492924.18,282164.59,210759.59,42.76,Jun,2022
2975,2023-11-01,Sul,109112.88,83775.32,25337.56,23.22,Dez,2025
2976,2022-05-29,Nordeste,72197.69,22665.76,49531.93,68.61,Set,2024
2977,2025-10-03,Sul,238513.57,138231.71,100281.86,42.04,Jun,2024
2978,2025-04-13,Centro-Oeste,318624.32,105490.59,213133.73,66.89,Jun,2023
2979,2022-07-31,Nordeste,307971.52,142945.85,165025.67,53.58,Abr,2025
2980,2023-01-06,Sul,150586.47,81907.47,68679.0,45.61,Jun,2022
2981,2025-11-12,Nordeste,188260.45,101555.37,86705.08,46.06,Dez,2022
2982,2023-06-29,Sudeste,199232.34,150545.55,48686.79,24.44,Mai,2022
2983,2022-02-03,Nordeste,356147.23,186028.05,170119.18,47.77,Ago,2024
2984,2024-04-18,Norte,7187.52,6029.91,1157.61,16.11,Jun,2024
2985,2024-09-10,Sul,245152.66,79926.98,165225.68,67.4,Ago,2022
2986,2024-09-09,Nordeste,457659.47,173704.93,283954.54,62.04,Set,2025
2987,2024-03-31,Sul,354097.15,183061.6,171035.55,48.3,Jun,2025
2988,2023-12-13,Nordeste,127357.59,85860.76,41496.83,32.58,Out,2022
2989,2022-06-17,Sudeste,310324.19,145958.94,164365.25,52.97,Dez,2025
2990,2022-07-17,Sudeste,400965.41,331756.98,69208.43,17.26,Set,2025
2991,2024-12-12,Sul,244496.37,174401.15,70095.22,28.67,Out,2025
2992,2023-11-20,Norte,60377.18,51792.35,8584.83,14.22,Nov,2025
2993,2023-06-06,Centro-Oeste,8085.38,5125.53,2959.85,36.61,Abr,2024
2994,2023-12-05,Norte,368472.34,160961.6,207510.74,56.32,Jan,2022
2995,2022-03-10,Sudeste,208990.49,167968.49,41022.0,19.63,Nov,2025
2996,2025-11-05,Centro-Oeste,13217.15,11128.12,2089.03,15.81,Jun,2023
2997,2025-12-01,Sudeste,10702.63,7416.08,3286.55,30.71,Nov,2023
2998,2024-09-09,Centro-Oeste,141112.25,72783.73,68328.52,48.42,Nov,2023
2999,2025-01-05,Norte,370462.26,330953.07,39509.19,10.66,Abr,2023
3000,2023-08-30,Nordeste,478524.12,318435.54,160088.58,33.45,Set,2022
3001,2022-04-23,Sul,60763.31,38231.28,22532.03,37.08,Ago,2024
3002,2023-09-01,Norte,385569.31,220685.47,164883.84,42.76,Mar,2025
3003,2024-05-17,Sudeste,9889.33,8475.99,1413.34,14.29,Mai,2024
3004,2022-05-31,Sul,342140.29,207942.99,134197.3,39.22,Out,2024
3005,2022-11-05,Centro-Oeste,66226.23,21036.93,45189.3,68.23,Set,2025
3006,2022-03-05,Nordeste,251530.46,209397.02,42133.44,16.75,Set,2023
3007,2024-05-29,Centro-Oeste,174999.43,72970.19,102029.24,58.3,Jun,2023
3008,2025-01-07,Centro-Oeste,78364.38,38255.73,40108.65,51.18,Set,2022
3009,2023-12-24,Norte,117587.2,47557.05,70030.15,59.56,Jun,2025
3010,2022-05-09,Sul,388507.78,207818.94,180688.84,46.51,Jun,2024
3011,2025-05-08,Norte,205647.89,80374.77,125273.12,60.92,Nov,2024
3012,2024-01-22,Norte,478641.13,174116.97,304524.16,63.62,Ago,2022
3013,2024-10-26,Nordeste,414587.59,143646.43,270941.16,65.35,Nov,2024
3014,2024-01-10,Centro-Oeste,34313.58,19273.24,15040.34,43.83,Ago,2025
3015,2025-11-23,Sul,184428.95,85996.5,98432.45,53.37,Jun,2024
3016,2024-04-17,Nordeste,385565.29,283904.8,101660.49,26.37,Jan,2025
3017,2025-12-18,Centro-Oeste,485060.38,385866.72,99193.66,20.45,Set,2025
3018,2022-02-04,Nordeste,467291.09,199605.59,267685.5,57.28,Fev,2025
3019,2023-06-16,Nordeste,196641.5,73234.23,123407.27,62.76,Mar,2025
3020,2024-09-11,Nordeste,152387.72,129620.05,22767.67,14.94,Nov,2023
3021,2023-12-17,Sul,180669.95,67202.29,113467.66,62.8,Set,2024
3022,2025-04-13,Sul,12118.45,7580.87,4537.58,37.44,Out,2022
3023,2022-08-12,Norte,306162.72,93667.64,212495.08,69.41,Mar,2025
3024,2025-10-25,Norte,123427.05,108126.35,15300.7,12.4,Jan,2022
3025,2023-04-23,Sul,301349.52,95854.01,205495.51,68.19,Mai,2023
3026,2025-05-15,Norte,153322.98,125288.32,28034.66,18.28,Jul,2022
3027,2022-05-15,Sul,226859.51,132707.92,94151.59,41.5,Ago,2023
3028,2022-04-08,Nordeste,405783.78,266579.94,139203.84,34.3,Mai,2024
3029,2025-07-13,Sul,28439.25,14887.53,13551.72,47.65,Dez,2023
3030,2023-06-01,Sudeste,332956.33,134135.58,198820.75,59.71,Nov,2024
3031,2025-06-10,Sudeste,314348.19,249380.74,64967.45,20.67,Mai,2023
3032,2025-04-30,Sul,75268.59,44726.33,30542.26,40.58,Abr,2022
3033,2022-08-02,Centro-Oeste,155350.75,106606.48,48744.27,31.38,Jun,2023
3034,2023-02-08,Nordeste,254579.21,218175.46,36403.75,14.3,Mar,2022
3035,2022-05-21,Sul,108833.0,90389.9,18443.1,16.95,Abr,2025
3036,2022-11-29,Nordeste,445880.05,304049.51,141830.54,31.81,Jul,2025
3037,2024-05-10,Norte,482726.79,216332.55,266394.24,55.19,Fev,2024
3038,2024-10-01,Centro-Oeste,96814.52,34746.97,62067.55,64.11,Jul,2023
3039,2022-11-03,Nordeste,293655.66,186357.5,107298.16,36.54,Jun,2024
3040,2022-05-25,Sul,472373.98,201050.45,271323.53,57.44,Nov,2024
3041,2024-03-10,Sul,146968.54,71241.5,75727.04,51.53,Jan,2024
3042,2024-03-13,Nordeste,257759.3,108387.65,149371.65,57.95,Mai,2025
3043,2025-02-06,Sul,50277.32,42985.94,7291.38,14.5,Jan,2022
3044,2022-06-26,Norte,429350.25,250417.43,178932.82,41.68,Set,2025
3045,2023-06-18,Norte,494873.41,264980.48,229892.93,46.45,Jul,2024
3046,2023-02-09,Centro-Oeste,463407.94,153412.07,309995.87,66.89,Jul,2024
3047,2022-03-11,Sudeste,390522.05,187162.77,203359.28,52.07,Ago,2022
3048,2022-06-16,Norte,420233.26,341963.61,78269.65,18.63,Jun,2024
3049,2022-06-25,Nordeste,123249.03,91936.72,31312.31,25.41,Ago,2022
3050,2025-04-25,Sudeste,253978.24,184321.41,69656.83,27.43,Dez,2023
3051,2022-05-01,Sul,394038.44,262710.13,131328.31,33.33,Jan,2025
3052,2025-10-06,Sul,223586.85,183487.05,40099.8,17.93,Jun,2022
3053,2025-04-21,Nordeste,339547.12,137368.01,202179.11,59.54,Fev,2025
3054,2025-04-18,Sudeste,217375.24,174120.42,43254.82,19.9,Jan,2023
3055,2023-06-20,Sudeste,485225.08,398829.49,86395.59,17.81,Set,2025
3056,2022-06-21,Sudeste,75362.32,35017.26,40345.06,53.53,Fev,2024
3057,2024-12-25,Sudeste,326268.46,108087.11,218181.35,66.87,Jan,2024
3058,2022-03-12,Sul,7438.98,3691.25,3747.73,50.38,Jan,2025
3059,2022-07-17,Centro-Oeste,267579.73,145457.82,122121.91,45.64,Jan,2025
3060,2023-09-09,Sudeste,215980.12,67424.67,148555.45,68.78,Jan,2022
3061,2023-01-27,Sudeste,253459.69,136178.75,117280.94,46.27,Mai,2025
3062,2022-10-06,Centro-Oeste,395542.68,207693.27,187849.41,47.49,Jan,2025
3063,2022-07-11,Sul,130954.37,73496.35,57458.02,43.88,Set,2023
3064,2023-03-20,Centro-Oeste,471260.05,295006.74,176253.31,37.4,Out,2023
3065,2023-06-06,Sul,7753.58,4153.43,3600.15,46.43,Ago,2022
3066,2022-09-20,Centro-Oeste,221288.57,144721.07,76567.5,34.6,Ago,2024
3067,2023-06-02,Centro-Oeste,60653.85,34857.93,25795.92,42.53,Dez,2022
3068,2025-01-04,Sudeste,436816.44,205857.74,230958.7,52.87,Jun,2025
3069,2022-08-20,Norte,221624.4,186897.69,34726.71,15.67,Jan,2022
3070,2023-01-09,Sudeste,233084.19,123845.9,109238.29,46.87,Out,2022
3071,2022-06-04,Centro-Oeste,341129.2,306370.24,34758.96,10.19,Mai,2022
3072,2025-09-09,Centro-Oeste,473652.88,287954.08,185698.8,39.21,Jul,2022
3073,2023-02-18,Centro-Oeste,3505.95,2292.63,1213.32,34.61,Set,2022
3074,2023-10-02,Centro-Oeste,29852.94,13297.41,16555.53,55.46,Abr,2023
3075,2022-09-23,Nordeste,56217.7,32913.64,23304.06,41.45,Fev,2025
3076,2022-07-17,Norte,181639.83,117978.91,63660.92,35.05,Jun,2025
3077,2022-07-04,Nordeste,388377.0,292580.4,95796.6,24.67,Jul,2025
3078,2025-05-11,Centro-Oeste,333336.16,204449.79,128886.37,38.67,Abr,2025
3079,2022-05-02,Sudeste,303821.3,270537.48,33283.82,10.96,Abr,2025
3080,2024-12-05,Norte,335145.14,127398.42,207746.72,61.99,Ago,2023
3081,2022-05-19,Norte,306954.76,111215.9,195738.86,63.77,Nov,2024
3082,2023-11-03,Norte,371957.48,293097.56,78859.92,21.2,Set,2024
3083,2023-01-12,Norte,399695.49,186734.5,212960.99,53.28,Dez,2022
3084,2025-01-23,Nordeste,486455.16,173588.11,312867.05,64.32,Set,2023
3085,2023-09-29,Sudeste,294026.72,133962.01,160064.71,54.44,Jan,2024
3086,2023-05-24,Nordeste,460727.24,216275.79,244451.45,53.06,Mar,2022
3087,2024-01-05,Centro-Oeste,77768.92,50830.6,26938.32,34.64,Abr,2023
3088,2025-12-21,Nordeste,455970.73,212335.87,243634.86,53.43,Dez,2023
