id,data_venda,produto,regiao,quantidade,preco_unitario,valor_total,canal,codigo_pedido
2115,2025-04-08,Notebook Pro,Nordeste,7,1925.26,13476.82,Televendas,VND-02115
2116,2023-04-05,"Tablet 10""",Sul,3,4778.14,14334.42,Televendas,VND-02116
2117,2024-12-16,Cadeira Ergonômica,Norte,18,3678.58,66214.44,Televendas,VND-02117
2118,2023-10-12,Headset Gamer,Nordeste,17,2625.66,44636.22,Marketplace,VND-02118
2119,2024-01-12,Mouse Wireless,Sudeste,8,1676.99,13415.92,Marketplace,VND-02119
2120,2024-06-30,Roteador WiFi 6,Sudeste,4,3480.71,13922.84,Marketplace,VND-02120
2121,2024-11-01,"Monitor 27""",Centro-Oeste,3,1792.32,5376.96,Televendas,VND-02121
2122,2024-05-07,Mouse Wireless,Sul,20,1190.23,23804.6,Loja Física,VND-02122
2123,2024-04-14,Smartphone,Sul,18,1262.47,22724.46,Loja Física,VND-02123
2124,2023-08-11,Webcam HD,Centro-Oeste,20,1338.38,26767.6,Online,VND-02124
2125,2024-10-31,Teclado Mecânico,Sul,3,2072.09,6216.27,Televendas,VND-02125
2126,2024-07-18,Notebook Pro,Nordeste,7,4504.37,31530.59,Online,VND-02126
2127,2025-02-09,Roteador WiFi 6,Sudeste,14,1353.71,18951.94,Online,VND-02127
2128,2024-06-02,Notebook Pro,Nordeste,5,4353.82,21769.1,Online,VND-02128
2129,2024-12-20,Hub USB-C,Sudeste,5,2598.74,12993.7,Televendas,VND-02129
2130,2025-11-28,Impressora Laser,Nordeste,12,680.89,8170.68,Marketplace,VND-02130
2131,2023-11-21,"Tablet 10""",Sul,4,1717.2,6868.8,Online,VND-02131
2132,2023-12-28,Memória RAM 16GB,Sudeste,2,415.08,830.16,Televendas,VND-02132
2133,2024-09-04,Roteador WiFi 6,Nordeste,14,1481.99,20747.86,Loja Física,VND-02133
2134,2024-11-09,"Monitor 27""",Nordeste,19,4585.89,87131.91,Online,VND-02134
2135,2025-10-12,Smartphone,Sudeste,19,2985.59,56726.21,Televendas,VND-02135
2136,2024-11-07,Roteador WiFi 6,Sul,11,2221.01,24431.11,Marketplace,VND-02136
2137,2024-10-07,Webcam HD,Norte,4,1199.7,4798.8,Televendas,VND-02137
2138,2023-10-15,Cadeira Ergonômica,Nordeste,10,1647.86,16478.6,Loja Física,VND-02138
2139,2023-03-08,SSD 1TB,Sul,2,4079.24,8158.48,Marketplace,VND-02139
2140,2023-10-06,"Monitor 27""",Centro-Oeste,19,4403.94,83674.86,Marketplace,VND-02140
2141,2023-07-15,Memória RAM 16GB,Sudeste,6,636.83,3820.98,Loja Física,VND-02141
2142,2023-06-16,"Tablet 10""",Norte,6,1477.97,8867.82,Loja Física,VND-02142
2143,2023-02-28,Impressora Laser,Sul,9,747.97,6731.73,Loja Física,VND-02143
2144,2022-03-23,Hub USB-C,Sul,1,3012.04,3012.04,Loja Física,VND-02144
2145,2022-02-22,Webcam HD,Nordeste,1,2467.41,2467.41,Marketplace,VND-02145
2146,2024-06-30,Impressora Laser,Nordeste,19,2161.19,41062.61,Televendas,VND-02146
2147,2025-12-17,Hub USB-C,Norte,10,4594.08,45940.8,Televendas,VND-02147
2148,2022-06-27,Mesa Digitalizadora,Nordeste,14,2491.61,34882.54,Marketplace,VND-02148
2149,2022-06-11,Roteador WiFi 6,Nordeste,4,4843.78,19375.12,Online,VND-02149
2150,2023-11-18,Headset Gamer,Sudeste,11,825.8,9083.8,Online,VND-02150
2151,2022-03-20,SSD 1TB,Norte,11,4466.75,49134.25,Marketplace,VND-02151
2152,2025-09-15,Mesa Digitalizadora,Norte,7,4215.08,29505.56,Online,VND-02152
2153,2024-02-10,Mesa Digitalizadora,Nordeste,8,727.53,5820.24,Loja Física,VND-02153
2154,2024-09-19,Mesa Digitalizadora,Nordeste,9,2377.07,21393.63,Televendas,VND-02154
2155,2025-07-24,Hub USB-C,Norte,10,702.37,7023.7,Loja Física,VND-02155
2156,2024-10-01,Impressora Laser,Sul,1,2199.88,2199.88,Loja Física,VND-02156
2157,2025-11-09,Headset Gamer,Sul,6,242.12,1452.72,Televendas,VND-02157
2158,2023-12-16,Memória RAM 16GB,Sul,19,1211.84,23024.96,Loja Física,VND-02158
2159,2023-08-22,Smartphone,Sudeste,10,4211.42,42114.2,Televendas,VND-02159
2160,2025-01-17,Memória RAM 16GB,Centro-Oeste,13,3009.32,39121.16,Online,VND-02160
2161,2023-08-12,SSD 1TB,Sudeste,8,606.22,4849.76,Marketplace,VND-02161
2162,2022-08-26,Teclado Mecânico,Sudeste,8,3328.97,26631.76,Marketplace,VND-02162
2163,2024-03-26,Roteador WiFi 6,Nordeste,4,1770.51,7082.04,Televendas,VND-02163
2164,2025-11-08,Mouse Wireless,Norte,16,3025.24,48403.84,Marketplace,VND-02164
2165,2024-04-17,Notebook Pro,Sul,9,2562.06,23058.54,Marketplace,VND-02165
2166,2024-04-22,SSD 1TB,Sudeste,9,3391.2,30520.8,Televendas,VND-02166
2167,2022-04-22,Headset Gamer,Sudeste,13,1340.46,17425.98,Loja Física,VND-02167
2168,2022-04-04,Headset Gamer,Sudeste,11,3199.52,35194.72,Televendas,VND-02168
2169,2022-12-08,Impressora Laser,Nordeste,8,2883.9,23071.2,Online,VND-02169
2170,2022-09-22,"Tablet 10""",Sul,20,3073.22,61464.4,Online,VND-02170
2171,2022-07-04,Cadeira Ergonômica,Centro-Oeste,1,4021.94,4021.94,Marketplace,VND-02171
2172,2022-04-11,Impressora Laser,Nordeste,18,364.15,6554.7,Marketplace,VND-02172
2173,2022-11-18,Mesa Digitalizadora,Sul,18,1032.28,18581.04,Televendas,VND-02173
2174,2022-11-27,Hub USB-C,Centro-Oeste,8,1486.43,11891.44,Marketplace,VND-02174
2175,2023-05-25,Notebook Pro,Norte,14,1117.29,15642.06,Online,VND-02175
2176,2024-03-25,Cadeira Ergonômica,Sudeste,17,557.48,9477.16,Online,VND-02176
2177,2022-02-19,Mouse Wireless,Nordeste,6,1451.29,8707.74,Online,VND-02177
2178,2024-02-13,Smartphone,Sudeste,9,3762.08,33858.72,Loja Física,VND-02178
2179,2022-06-06,"Monitor 27""",Sul,9,4316.82,38851.38,Televendas,VND-02179
2180,2025-01-14,"Tablet 10""",Nordeste,1,122.97,122.97,Online,VND-02180
2181,2023-02-02,Mesa Digitalizadora,Sul,19,3973.47,75495.93,Marketplace,VND-02181
2182,2022-02-17,Headset Gamer,Centro-Oeste,11,2154.51,23699.61,Televendas,VND-02182
2183,2025-09-05,"Tablet 10""",Sudeste,7,543.41,3803.87,Televendas,VND-02183
2184,2023-04-01,SSD 1TB,Sul,10,2176.2,21762.0,Marketplace,VND-02184
2185,2025-12-10,Impressora Laser,Sul,16,1457.89,23326.24,Loja Física,VND-02185
2186,2024-10-14,Roteador WiFi 6,Sudeste,13,135.2,1757.6,Marketplace,VND-02186
2187,2024-07-15,Mouse Wireless,Sul,18,3587.16,64568.88,Online,VND-02187
2188,2024-07-04,Webcam HD,Sudeste,13,3867.47,50277.11,Online,VND-02188
2189,2025-07-14,"Monitor 27""",Norte,10,1695.56,16955.6,Loja Física,VND-02189
2190,2024-09-30,"Tablet 10""",Nordeste,7,4330.9,30316.3,Online,VND-02190
2191,2024-08-27,Impressora Laser,Sul,5,2045.82,10229.1,Loja Física,VND-02191
2192,2023-06-01,SSD 1TB,Centro-Oeste,2,3848.67,7697.34,Marketplace,VND-02192
2193,2025-11-12,"Tablet 10""",Sul,5,230.72,1153.6,Televendas,VND-02193
2194,2023-03-05,Cadeira Ergonômica,Sul,1,1377.32,1377.32,Televendas,VND-02194
2195,2025-08-28,Mouse Wireless,Centro-Oeste,18,2524.09,45433.62,Televendas,VND-02195
2196,2022-06-16,Hub USB-C,Norte,16,2596.43,41542.88,Televendas,VND-02196
2197,2022-01-28,Teclado Mecânico,Sul,3,1909.65,5728.95,Online,VND-02197
2198,2022-08-21,Notebook Pro,Sudeste,6,1026.97,6161.82,Televendas,VND-02198
2199,2024-12-10,Memória RAM 16GB,Nordeste,6,3149.52,18897.12,Televendas,VND-02199
2200,2022-08-29,SSD 1TB,Centro-Oeste,13,95.83,1245.79,Marketplace,VND-02200
2201,2024-02-01,"Tablet 10""",Nordeste,17,1645.81,27978.77,Loja Física,VND-02201
2202,2023-02-23,Cadeira Ergonômica,Sul,10,2640.09,26400.9,Marketplace,VND-02202
2203,2024-08-24,Memória RAM 16GB,Nordeste,17,3042.36,51720.12,Marketplace,VND-02203
2204,2024-08-28,Notebook Pro,Centro-Oeste,5,862.98,4314.9,Televendas,VND-02204
2205,2022-05-18,Notebook Pro,Centro-Oeste,6,794.23,4765.38,Loja Física,VND-02205
2206,2025-01-06,Memória RAM 16GB,Centro-Oeste,7,3485.52,24398.64,Online,VND-02206
2207,2025-05-02,Teclado Mecânico,Norte,2,3143.62,6287.24,Marketplace,VND-02207
2208,2023-12-08,Smartphone,Norte,18,4422.55,79605.9,Loja Física,VND-02208
2209,2024-05-22,"Tablet 10""",Centro-Oeste,9,1456.73,13110.57,Marketplace,VND-02209
2210,2023-06-06,Impressora Laser,Sul,20,3846.59,76931.8,Loja Física,VND-02210
2211,2022-07-30,Roteador WiFi 6,Nordeste,3,2983.56,8950.68,Marketplace,VND-02211
2212,2022-07-29,Teclado Mecânico,Sul,6,1351.54,8109.24,Televendas,VND-02212
2213,2025-04-27,"Tablet 10""",Centro-Oeste,11,2899.5,31894.5,Televendas,VND-02213
2214,2023-04-20,Mouse Wireless,Norte,7,882.09,6174.63,Loja Física,VND-02214
2215,2022-01-01,Webcam HD,Norte,5,865.85,4329.25,Online,VND-02215
2216,2024-06-19,SSD 1TB,Sudeste,5,2582.94,12914.7,Marketplace,VND-02216
2217,2022-08-29,Mouse Wireless,Sul,10,2526.86,25268.6,Televendas,VND-02217
2218,2025-12-17,Memória RAM 16GB,Centro-Oeste,13,3880.9,50451.7,Marketplace,VND-02218
2219,2022-06-10,Hub USB-C,Sul,17,1619.01,27523.17,Loja Física,VND-02219
2220,2023-07-23,Roteador WiFi 6,Nordeste,6,4730.18,28381.08,Televendas,VND-02220
2221,2025-11-24,Cadeira Ergonômica,Centro-Oeste,18,2236.15,40250.7,Online,VND-02221
2222,2025-08-28,Webcam HD,Nordeste,18,4503.82,81068.76,Online,VND-02222
2223,2025-10-04,Webcam HD,Sudeste,12,4284.09,51409.08,Loja Física,VND-02223
2224,2023-01-27,SSD 1TB,Centro-Oeste,20,2820.98,56419.6,Loja Física,VND-02224
2225,2024-01-10,Impressora Laser,Nordeste,1,1019.39,1019.39,Online,VND-02225
2226,2022-07-12,Hub USB-C,Centro-Oeste,19,1586.43,30142.17,Marketplace,VND-02226
2227,2025-05-27,Headset Gamer,Norte,17,4611.74,78399.58,Marketplace,VND-02227
2228,2025-11-25,Roteador WiFi 6,Centro-Oeste,16,2021.56,32344.96,Marketplace,VND-02228
2229,2022-03-04,Mesa Digitalizadora,Sudeste,2,4857.15,9714.3,Televendas,VND-02229
2230,2025-08-19,Cadeira Ergonômica,Sul,16,910.17,14562.72,Online,VND-02230
2231,2025-06-09,Hub USB-C,Nordeste,2,1879.19,3758.38,Loja Física,VND-02231
2232,2022-09-02,Notebook Pro,Sudeste,5,459.98,2299.9,Online,VND-02232
2233,2025-01-19,Headset Gamer,Nordeste,11,532.5,5857.5,Online,VND-02233
2234,2023-10-11,Hub USB-C,Nordeste,11,4194.5,46139.5,Marketplace,VND-02234
2235,2025-09-22,SSD 1TB,Sudeste,17,120.15,2042.55,Online,VND-02235
2236,2024-10-24,Teclado Mecânico,Centro-Oeste,3,1005.05,3015.15,Online,VND-02236
2237,2023-07-19,"Tablet 10""",Nordeste,6,2244.82,13468.92,Televendas,VND-02237
2238,2022-01-07,Headset Gamer,Centro-Oeste,6,3194.73,19168.38,Marketplace,VND-02238
2239,2025-03-09,Mesa Digitalizadora,Norte,4,1740.19,6960.76,Televendas,VND-02239
2240,2022-07-05,Teclado Mecânico,Norte,3,625.5,1876.5,Loja Física,VND-02240
2241,2022-02-11,Cadeira Ergonômica,Nordeste,11,2976.19,32738.09,Online,VND-02241
2242,2024-07-31,"Monitor 27""",Nordeste,7,3207.83,22454.81,Marketplace,VND-02242
2243,2022-09-29,Headset Gamer,Norte,7,3749.67,26247.69,Televendas,VND-02243
2244,2022-10-15,"Tablet 10""",Centro-Oeste,10,931.12,9311.2,Televendas,VND-02244
2245,2023-07-13,Hub USB-C,Nordeste,8,4184.61,33476.88,Loja Física,VND-02245
2246,2024-06-19,Headset Gamer,Norte,10,1333.8,13338.0,Televendas,VND-02246
2247,2023-12-16,Cadeira Ergonômica,Sul,12,2914.55,34974.6,Televendas,VND-02247
2248,2025-04-13,SSD 1TB,Nordeste,6,231.82,1390.92,Loja Física,VND-02248
2249,2025-10-28,Cadeira Ergonômica,Centro-Oeste,14,1767.26,24741.64,Loja Física,VND-02249
2250,2024-10-28,Impressora Laser,Centro-Oeste,11,3513.29,38646.19,Online,VND-02250
2251,2023-06-13,Mouse Wireless,Sudeste,17,3878.37,65932.29,Marketplace,VND-02251
2252,2024-11-24,Smartphone,Nordeste,2,4613.5,9227.0,Televendas,VND-02252
2253,2023-10-24,Webcam HD,Sul,5,2362.87,11814.35,Televendas,VND-02253
2254,2023-10-23,Roteador WiFi 6,Norte,19,4511.31,85714.89,Marketplace,VND-02254
2255,2024-08-31,Webcam HD,Centro-Oeste,1,835.81,835.81,Online,VND-02255
2256,2023-09-20,Teclado Mecânico,Sudeste,6,4570.09,27420.54,Loja Física,VND-02256
2257,2025-06-16,Memória RAM 16GB,Sul,1,2223.09,2223.09,Televendas,VND-02257
2258,2023-05-14,Headset Gamer,Centro-Oeste,13,2394.18,31124.34,Marketplace,VND-02258
2259,2023-09-07,Notebook Pro,Nordeste,16,3408.85,54541.6,Online,VND-02259
2260,2023-07-06,"Tablet 10""",Sudeste,14,2158.18,30214.52,Online,VND-02260
2261,2023-09-08,Hub USB-C,Sul,6,2585.41,15512.46,Loja Física,VND-02261
2262,2022-09-24,Smartphone,Centro-Oeste,19,3771.66,71661.54,Online,VND-02262
2263,2022-10-17,Cadeira Ergonômica,Centro-Oeste,3,1580.9,4742.7,Televendas,VND-02263
2264,2022-01-02,Smartphone,Nordeste,13,868.44,11289.72,Loja Física,VND-02264
2265,2022-06-14,Teclado Mecânico,Nordeste,6,1541.35,9248.1,Loja Física,VND-02265
2266,2023-05-17,Teclado Mecânico,Sul,14,496.33,6948.62,Marketplace,VND-02266
2267,2023-12-07,"Monitor 27""",Sudeste,1,2412.85,2412.85,Televendas,VND-02267
2268,2025-09-30,SSD 1TB,Sudeste,7,4568.52,31979.64,Loja Física,VND-02268
2269,2023-10-14,Cadeira Ergonômica,Nordeste,4,1968.49,7873.96,Televendas,VND-02269
2270,2025-10-13,Roteador WiFi 6,Sudeste,11,4495.21,49447.31,Televendas,VND-02270
2271,2024-09-27,Smartphone,Sul,18,404.7,7284.6,Online,VND-02271
2272,2022-12-31,Cadeira Ergonômica,Nordeste,8,4433.66,35469.28,Marketplace,VND-02272
2273,2022-01-04,"Tablet 10""",Sul,12,1732.26,20787.12,Televendas,VND-02273
2274,2022-10-10,Memória RAM 16GB,Nordeste,3,3245.61,9736.83,Online,VND-02274
2275,2022-07-10,Webcam HD,Sudeste,7,1544.59,10812.13,Loja Física,VND-02275
2276,2023-09-30,SSD 1TB,Sudeste,14,796.2,11146.8,Online,VND-02276
2277,2024-05-13,Teclado Mecânico,Nordeste,9,4794.64,43151.76,Televendas,VND-02277
2278,2024-08-10,Cadeira Ergonômica,Norte,17,4179.45,71050.65,Marketplace,VND-02278
2279,2024-04-08,Cadeira Ergonômica,Norte,4,3296.55,13186.2,Loja Física,VND-02279
2280,2024-11-04,SSD 1TB,Sudeste,11,687.26,7559.86,Online,VND-02280
2281,2025-10-04,SSD 1TB,Sudeste,16,3286.4,52582.4,Online,VND-02281
2282,2025-07-22,"Monitor 27""",Sul,10,2153.66,21536.6,Televendas,VND-02282
2283,2024-08-27,Roteador WiFi 6,Centro-Oeste,17,1895.49,32223.33,Marketplace,VND-02283
2284,2024-05-18,Impressora Laser,Sudeste,4,3938.2,15752.8,Online,VND-02284
2285,2025-12-20,"Tablet 10""",Centro-Oeste,5,84.44,422.2,Loja Física,VND-02285
2286,2024-07-20,SSD 1TB,Norte,17,4073.53,69250.01,Televendas,VND-02286
2287,2024-09-29,Memória RAM 16GB,Centro-Oeste,10,247.23,2472.3,Online,VND-02287
2288,2023-06-01,SSD 1TB,Centro-Oeste,20,3447.62,68952.4,Marketplace,VND-02288
2289,2023-01-02,Headset Gamer,Centro-Oeste,1,2736.61,2736.61,Televendas,VND-02289
2290,2023-09-02,Smartphone,Norte,1,2261.51,2261.51,Online,VND-02290
2291,2024-12-24,Roteador WiFi 6,Sudeste,12,3672.93,44075.16,Loja Física,VND-02291
2292,2022-07-13,Teclado Mecânico,Nordeste,6,466.03,2796.18,Televendas,VND-02292
2293,2023-12-09,Memória RAM 16GB,Sul,14,4468.95,62565.3,Loja Física,VND-02293
2294,2022-03-25,"Monitor 27""",Centro-Oeste,17,2866.89,48737.13,Marketplace,VND-02294
2295,2025-07-30,Cadeira Ergonômica,Norte,2,776.41,1552.82,Televendas,VND-02295
2296,2022-06-11,Webcam HD,Centro-Oeste,17,4902.32,83339.44,Televendas,VND-02296
2297,2023-06-11,Roteador WiFi 6,Norte,13,160.8,2090.4,Televendas,VND-02297
2298,2025-03-15,Headset Gamer,Centro-Oeste,4,3978.54,15914.16,Loja Física,VND-02298
2299,2024-08-26,Mouse Wireless,Sudeste,2,1902.47,3804.94,Marketplace,VND-02299
2300,2025-10-07,Notebook Pro,Sul,6,1420.43,8522.58,Televendas,VND-02300
2301,2023-07-13,Notebook Pro,Sudeste,6,3407.13,20442.78,Loja Física,VND-02301
2302,2025-09-07,Teclado Mecânico,Centro-Oeste,1,3921.15,3921.15,Marketplace,VND-02302
2303,2025-07-24,Webcam HD,Norte,15,3015.44,45231.6,Loja Física,VND-02303
2304,2023-10-27,Mouse Wireless,Norte,8,139.46,1115.68,Marketplace,VND-02304
2305,2025-04-19,SSD 1TB,Sul,20,4143.53,82870.6,Marketplace,VND-02305
2306,2025-02-16,Notebook Pro,Centro-Oeste,18,1975.75,35563.5,Marketplace,VND-02306
2307,2024-06-29,Teclado Mecânico,Sudeste,11,1764.51,19409.61,Televendas,VND-02307
2308,2022-12-15,Smartphone,Sudeste,7,2684.59,18792.13,Marketplace,VND-02308
2309,2025-03-16,"Monitor 27""",Sudeste,13,209.72,2726.36,Marketplace,VND-02309
2310,2024-12-20,Webcam HD,Centro-Oeste,3,1077.38,3232.14,Marketplace,VND-02310
2311,2024-08-15,Notebook Pro,Nordeste,11,2284.92,25134.12,Loja Física,VND-02311
2312,2024-06-02,SSD 1TB,Norte,20,1790.55,35811.0,Marketplace,VND-02312
2313,2023-04-26,SSD 1TB,Sul,18,3733.06,67195.08,Loja Física,VND-02313
2314,2022-09-10,"Monitor 27""",Sudeste,13,3055.25,39718.25,Loja Física,VND-02314
2315,2025-03-14,Headset Gamer,Nordeste,7,4961.05,34727.35,Loja Física,VND-02315
2316,2023-12-22,Cadeira Ergonômica,Nordeste,13,2772.85,36047.05,Televendas,VND-02316
2317,2024-01-14,Smartphone,Norte,20,1430.45,28609.0,Marketplace,VND-02317
2318,2024-03-14,Mouse Wireless,Sudeste,17,2701.35,45922.95,Televendas,VND-02318
2319,2024-07-09,Teclado Mecânico,Nordeste,15,1467.1,22006.5,Televendas,VND-02319
2320,2023-11-16,Cadeira Ergonômica,Sudeste,10,66.52,665.2,Loja Física,VND-02320
2321,2025-08-30,SSD 1TB,Sudeste,4,1947.6,7790.4,Televendas,VND-02321
2322,2025-06-21,Mouse Wireless,Nordeste,7,3200.26,22401.82,Online,VND-02322
2323,2024-04-17,Notebook Pro,Centro-Oeste,20,2874.39,57487.8,Loja Física,VND-02323
2324,2024-08-24,Smartphone,Norte,6,2868.07,17208.42,Marketplace,VND-02324
2325,2025-09-01,SSD 1TB,Sul,1,3727.68,3727.68,Loja Física,VND-02325
2326,2023-05-06,Teclado Mecânico,Sudeste,6,2315.96,13895.76,Loja Física,VND-02326
2327,2022-05-13,Hub USB-C,Norte,11,706.62,7772.82,Loja Física,VND-02327
2328,2023-05-17,Smartphone,Sul,19,2332.84,44323.96,Televendas,VND-02328
2329,2024-08-02,Impressora Laser,Norte,8,3993.93,31951.44,Marketplace,VND-02329
2330,2022-05-24,Notebook Pro,Norte,6,1262.07,7572.42,Televendas,VND-02330
2331,2024-02-29,"Monitor 27""",Sudeste,17,4977.9,84624.3,Marketplace,VND-02331
2332,2025-05-28,Smartphone,Sul,18,648.86,11679.48,Online,VND-02332
2333,2022-05-03,Headset Gamer,Sudeste,15,2430.0,36450.0,Online,VND-02333
2334,2024-11-13,Smartphone,Sudeste,12,2027.18,24326.16,Televendas,VND-02334
2335,2023-06-22,Cadeira Ergonômica,Sul,4,562.93,2251.72,Online,VND-02335
2336,2025-09-06,Webcam HD,Nordeste,6,1864.0,11184.0,Loja Física,VND-02336
2337,2022-07-18,Webcam HD,Norte,16,1089.92,17438.72,Televendas,VND-02337
2338,2023-06-17,Webcam HD,Centro-Oeste,16,3774.89,60398.24,Televendas,VND-02338
2339,2025-12-03,Headset Gamer,Sul,11,3947.5,43422.5,Marketplace,VND-02339
2340,2022-10-14,Teclado Mecânico,Sul,20,226.94,4538.8,Marketplace,VND-02340
2341,2024-01-30,"Tablet 10""",Centro-Oeste,1,1144.06,1144.06,Marketplace,VND-02341
2342,2022-11-21,"Tablet 10""",Centro-Oeste,10,4726.72,47267.2,Televendas,VND-02342
2343,2022-11-13,Roteador WiFi 6,Nordeste,15,3382.73,50740.95,Loja Física,VND-02343
2344,2024-02-26,Headset Gamer,Nordeste,20,1497.05,29941.0,Online,VND-02344
2345,2022-10-31,"Tablet 10""",Norte,7,2936.99,20558.93,Marketplace,VND-02345
2346,2024-11-24,SSD 1TB,Sudeste,12,3619.64,43435.68,Loja Física,VND-02346
2347,2025-04-17,Mesa Digitalizadora,Sul,12,3237.07,38844.84,Marketplace,VND-02347
2348,2024-09-20,Smartphone,Nordeste,17,1903.09,32352.53,Televendas,VND-02348
2349,2024-02-17,Notebook Pro,Norte,6,2445.79,14674.74,Marketplace,VND-02349
2350,2023-04-05,Teclado Mecânico,Centro-Oeste,8,1581.08,12648.64,Online,VND-02350
2351,2024-07-29,"Tablet 10""",Norte,7,1814.68,12702.76,Loja Física,VND-02351
2352,2022-03-09,SSD 1TB,Norte,7,1849.62,12947.34,Marketplace,VND-02352
2353,2025-02-07,Impressora Laser,Sul,17,382.63,6504.71,Online,VND-02353
2354,2024-12-06,Mouse Wireless,Nordeste,2,2260.83,4521.66,Marketplace,VND-02354
2355,2025-08-25,Mesa Digitalizadora,Nordeste,6,3464.01,20784.06,Loja Física,VND-02355
2356,2025-06-01,Headset Gamer,Sul,15,928.28,13924.2,Marketplace,VND-02356
2357,2022-05-11,Hub USB-C,Nordeste,3,3728.4,11185.2,Marketplace,VND-02357
2358,2023-05-15,"Tablet 10""",Sul,2,1078.27,2156.54,Televendas,VND-02358
2359,2022-04-15,Webcam HD,Norte,15,536.44,8046.6,Loja Física,VND-02359
2360,2022-06-20,Memória RAM 16GB,Nordeste,16,626.21,10019.36,Online,VND-02360
2361,2025-05-10,Memória RAM 16GB,Centro-Oeste,18,2967.41,53413.38,Online,VND-02361
2362,2022-08-17,Roteador WiFi 6,Sudeste,19,2177.29,41368.51,Loja Física,VND-02362
2363,2025-06-12,Cadeira Ergonômica,Sudeste,19,4038.54,76732.26,Online,VND-02363
2364,2025-05-16,Headset Gamer,Sudeste,9,3785.07,34065.63,Loja Física,VND-02364
2365,2024-11-19,Headset Gamer,Centro-Oeste,11,2561.1,28172.1,Marketplace,VND-02365
2366,2023-07-18,Smartphone,Sul,18,1282.66,23087.88,Marketplace,VND-02366
2367,2023-01-09,Memória RAM 16GB,Norte,15,601.78,9026.7,Marketplace,VND-02367
2368,2022-12-01,Teclado Mecânico,Norte,17,2379.01,40443.17,Televendas,VND-02368
2369,2024-06-26,Webcam HD,Sul,10,518.11,5181.1,Loja Física,VND-02369
2370,2023-04-20,Mouse Wireless,Centro-Oeste,7,3905.02,27335.14,Marketplace,VND-02370
2371,2024-08-24,"Monitor 27""",Centro-Oeste,11,3843.78,42281.58,Loja Física,VND-02371
2372,2023-10-26,Teclado Mecânico,Nordeste,19,3375.84,64140.96,Televendas,VND-02372
2373,2025-06-03,Smartphone,Nordeste,6,4269.17,25615.02,Marketplace,VND-02373
2374,2025-08-31,"Tablet 10""",Sudeste,17,4906.71,83414.07,Marketplace,VND-02374
2375,2024-08-24,Hub USB-C,Centro-Oeste,8,4667.58,37340.64,Marketplace,VND-02375
2376,2023-12-26,Mesa Digitalizadora,Centro-Oeste,5,1565.85,7829.25,Televendas,VND-02376
2377,2024-03-16,Cadeira Ergonômica,Sudeste,10,2155.22,21552.2,Online,VND-02377
2378,2024-04-17,Webcam HD,Nordeste,13,323.77,4209.01,Televendas,VND-02378
2379,2025-12-13,Mouse Wireless,Nordeste,9,146.42,1317.78,Marketplace,VND-02379
2380,2022-02-18,Webcam HD,Sudeste,10,4171.13,41711.3,Televendas,VND-02380
2381,2023-02-13,Cadeira Ergonômica,Nordeste,11,2812.44,30936.84,Televendas,VND-02381
2382,2023-05-13,Teclado Mecânico,Centro-Oeste,9,578.83,5209.47,Televendas,VND-02382
2383,2022-04-05,Cadeira Ergonômica,Sudeste,19,2375.87,45141.53,Televendas,VND-02383
2384,2025-05-27,"Tablet 10""",Sudeste,8,1436.71,11493.68,Online,VND-02384
2385,2023-12-03,Headset Gamer,Sul,4,327.77,1311.08,Marketplace,VND-02385
2386,2022-08-16,Memória RAM 16GB,Nordeste,15,4621.85,69327.75,Online,VND-02386
2387,2024-04-27,Mesa Digitalizadora,Nordeste,11,4887.03,53757.33,Loja Física,VND-02387
2388,2023-02-14,Impressora Laser,Norte,19,1529.34,29057.46,Televendas,VND-02388
2389,2025-01-24,Cadeira Ergonômica,Centro-Oeste,8,1672.82,13382.56,Marketplace,VND-02389
2390,2022-05-20,Mesa Digitalizadora,Centro-Oeste,1,745.31,745.31,Marketplace,VND-02390
2391,2023-03-16,Teclado Mecânico,Centro-Oeste,15,3749.0,56235.0,Televendas,VND-02391
2392,2023-11-14,Mouse Wireless,Centro-Oeste,8,2330.98,18647.84,Marketplace,VND-02392
2393,2022-02-17,Teclado Mecânico,Norte,20,3750.87,75017.4,Televendas,VND-02393
2394,2024-09-23,Cadeira Ergonômica,Norte,14,2011.72,28164.08,Online,VND-02394
2395,2025-03-04,SSD 1TB,Norte,17,1898.7,32277.9,Marketplace,VND-02395
2396,2025-03-23,Webcam HD,Norte,18,2485.45,44738.1,Online,VND-02396
2397,2025-02-17,Cadeira Ergonômica,Norte,19,506.11,9616.09,Loja Física,VND-02397
2398,2022-06-29,"Tablet 10""",Sudeste,17,4239.18,72066.06,Loja Física,VND-02398
2399,2024-06-01,Mesa Digitalizadora,Centro-Oeste,3,3847.22,11541.66,Televendas,VND-02399
2400,2022-11-08,Smartphone,Centro-Oeste,15,4452.31,66784.65,Online,VND-02400
2401,2023-11-27,Memória RAM 16GB,Sul,6,3256.81,19540.86,Televendas,VND-02401
2402,2023-08-25,Notebook Pro,Sul,1,2037.26,2037.26,Televendas,VND-02402
2403,2023-10-23,SSD 1TB,Nordeste,1,92.26,92.26,Marketplace,VND-02403
2404,2023-10-31,Impressora Laser,Sudeste,8,2942.66,23541.28,Loja Física,VND-02404
2405,2025-03-27,Teclado Mecânico,Nordeste,19,4630.51,87979.69,Loja Física,VND-02405
2406,2022-07-26,Notebook Pro,Sul,7,1576.98,11038.86,Online,VND-02406
