id,nome,cargo,departamento,regiao,salario,data_admissao,status,idade
2668,Funcionário 2668,Coordenador,Logística,Sul,18004.0,2016-11-12,Desligado,51
2669,Funcionário 2669,Assistente,Vendas,Centro-Oeste,7899.64,2015-02-07,Ativo,44
2670,Funcionário 2670,Coordenador,RH,Nordeste,23497.14,2017-04-08,Férias,24
2671,Funcionário 2671,Analista,Financeiro,Nordeste,9404.5,2019-11-27,Férias,59
2672,Funcionário 2672,Estagiário,Logística,Sudeste,16909.02,2015-10-15,Férias,26
2673,Funcionário 2673,Gerente,Financeiro,Nordeste,17425.34,2019-03-28,Férias,65
2674,Funcionário 2674,Assistente,Contabilidade,Norte,10196.08,2019-05-01,Ativo,47
2675,Funcionário 2675,Gerente,Contabilidade,Sul,20027.99,2015-03-31,Ativo,50
2676,Funcionário 2676,Gerente,TI,Nordeste,16736.25,2022-09-16,Ativo,20
2677,Funcionário 2677,Assistente,Contabilidade,Nordeste,3896.43,2017-02-19,Férias,21
2678,Funcionário 2678,Diretor,Financeiro,Sul,5460.8,2022-07-23,Ativo,56
2679,Funcionário 2679,Analista,Marketing,Sudeste,24729.84,2016-11-24,Férias,39
2680,Funcionário 2680,Estagiário,Logística,Norte,5644.47,2022-09-26,Ativo,45
2681,Funcionário 2681,Estagiário,Contabilidade,Nordeste,9921.1,2023-04-02,Ativo,31
2682,Funcionário 2682,Gerente,Vendas,Centro-Oeste,15065.32,2019-10-18,Desligado,59
2683,Funcionário 2683,Analista,TI,Sudeste,7828.38,2023-07-29,Ativo,63
2684,Funcionário 2684,Analista,Marketing,Sul,14396.88,2017-10-22,Ativo,39
2685,Funcionário 2685,Estagiário,Logística,Norte,14874.56,2018-06-12,Desligado,22
2686,Funcionário 2686,Assistente,Logística,Nordeste,17641.36,2018-04-20,Ativo,45
2687,Funcionário 2687,Estagiário,Contabilidade,Sudeste,20322.06,2018-12-26,Desligado,20
2688,Funcionário 2688,Diretor,Financeiro,Nordeste,3009.6,2016-11-13,Férias,49
2689,Funcionário 2689,Coordenador,TI,Norte,3974.56,2016-11-09,Ativo,59
2690,Funcionário 2690,Coordenador,Logística,Nordeste,13243.58,2023-10-09,Ativo,21
2691,Funcionário 2691,Assistente,Logística,Norte,9862.05,2024-09-04,Ativo,46
2692,Funcionário 2692,Gerente,Marketing,Centro-Oeste,4410.8,2018-04-05,Ativo,24
2693,Funcionário 2693,Gerente,TI,Sudeste,18339.39,2017-05-29,Desligado,59
2694,Funcionário 2694,Estagiário,Financeiro,Centro-Oeste,8391.42,2015-05-02,Ativo,27
2695,Funcionário 2695,Assistente,Vendas,Norte,13103.89,2016-05-11,Férias,54
2696,Funcionário 2696,Coordenador,Marketing,Sul,9851.53,2023-03-21,Ativo,54
2697,Funcionário 2697,Coordenador,TI,Sul,5929.9,2015-08-18,Ativo,28
2698,Funcionário 2698,Analista,Logística,Norte,21501.71,2020-01-27,Ativo,61
2699,Funcionário 2699,Estagiário,TI,Nordeste,24623.01,2016-02-23,Desligado,46
2700,Funcionário 2700,Estagiário,Logística,Centro-Oeste,14637.3,2018-04-10,Ativo,48
2701,Funcionário 2701,Analista,RH,Centro-Oeste,2024.01,2018-08-22,Ativo,47
2702,Funcionário 2702,Diretor,Vendas,Sul,7817.86,2021-05-12,Ativo,36
2703,Funcionário 2703,Estagiário,Vendas,Norte,19544.4,2022-07-18,Férias,53
2704,Funcionário 2704,Diretor,Financeiro,Sul,5338.52,2019-02-18,Ativo,46
2705,Funcionário 2705,Coordenador,Logística,Norte,9641.36,2019-05-24,Ativo,30
2706,Funcionário 2706,Analista,Contabilidade,Sul,8878.38,2016-11-03,Férias,24
2707,Funcionário 2707,Assistente,Financeiro,Centro-Oeste,6399.36,2024-01-27,Ativo,20
2708,Funcionário 2708,Gerente,Marketing,Nordeste,5737.86,2016-03-12,Ativo,41
2709,Funcionário 2709,Gerente,RH,Sudeste,15052.57,2021-03-25,Férias,62
2710,Funcionário 2710,Gerente,Vendas,Sul,16670.54,2016-03-07,Ativo,29
2711,Funcionário 2711,Analista,Marketing,Centro-Oeste,20648.33,2018-10-12,Ativo,56
2712,Funcionário 2712,Gerente,TI,Sul,5949.47,2017-08-06,Ativo,40
2713,Funcionário 2713,Assistente,TI,Sul,3734.19,2018-08-07,Desligado,58
2714,Funcionário 2714,Assistente,Marketing,Nordeste,12862.34,2019-11-01,Ativo,42
2715,Funcionário 2715,Coordenador,Financeiro,Centro-Oeste,19898.18,2016-12-25,Ativo,38
2716,Funcionário 2716,Coordenador,RH,Sudeste,14932.2,2017-09-15,Ativo,19
2717,Funcionário 2717,Assistente,RH,Sul,5577.04,2017-06-02,Ativo,39
2718,Funcionário 2718,Analista,Logística,Sul,13034.85,2024-12-16,Férias,34
2719,Funcionário 2719,Gerente,Vendas,Sul,12408.86,2019-06-21,Desligado,31
2720,Funcionário 2720,Gerente,Vendas,Nordeste,17736.07,2018-01-26,Férias,59
2721,Funcionário 2721,Analista,TI,Centro-Oeste,20261.37,2017-07-16,Ativo,32
2722,Funcionário 2722,Coordenador,Marketing,Norte,13754.59,2019-07-27,Desligado,54
2723,Funcionário 2723,Estagiário,Marketing,Centro-Oeste,13037.29,2022-07-22,Ativo,45
2724,Funcionário 2724,Estagiário,Contabilidade,Sudeste,21143.73,2016-05-22,Férias,35
2725,Funcionário 2725,Assistente,Logística,Centro-Oeste,15937.72,2024-08-05,Ativo,28
2726,Funcionário 2726,Assistente,TI,Sudeste,16085.53,2016-01-10,Férias,57
2727,Funcionário 2727,Gerente,Vendas,Nordeste,11708.69,2015-09-21,Férias,58
2728,Funcionário 2728,Analista,TI,Sudeste,2074.66,2023-10-17,Férias,59
2729,Funcionário 2729,Diretor,Logística,Centro-Oeste,22737.52,2021-10-06,Férias,37
2730,Funcionário 2730,Estagiário,Marketing,Sul,18803.54,2022-06-06,Desligado,57
2731,Funcionário 2731,Gerente,RH,Nordeste,19987.4,2015-11-03,Ativo,49
2732,Funcionário 2732,Gerente,Financeiro,Norte,10580.0,2024-01-11,Ativo,19
2733,Funcionário 2733,Assistente,Logística,Nordeste,15241.63,2019-06-12,Ativo,58
2734,Funcionário 2734,Diretor,RH,Norte,6821.59,2016-06-11,Ativo,51
2735,Funcionário 2735,Gerente,Contabilidade,Nordeste,9192.55,2018-12-09,Ativo,44
2736,Funcionário 2736,Assistente,Contabilidade,Centro-Oeste,4700.5,2024-12-06,Ativo,19
2737,Funcionário 2737,Assistente,Logística,Centro-Oeste,4038.36,2019-01-22,Desligado,51
2738,Funcionário 2738,Estagiário,RH,Sul,20985.86,2017-09-07,Ativo,30
2739,Funcionário 2739,Coordenador,Marketing,Norte,13035.77,2015-07-03,Ativo,28
2740,Funcionário 2740,Coordenador,Marketing,Sul,13652.06,2019-08-22,Ativo,30
2741,Funcionário 2741,Coordenador,Contabilidade,Sudeste,3362.68,2017-12-12,Ativo,49
2742,Funcionário 2742,Diretor,TI,Centro-Oeste,6031.95,2024-07-20,Férias,47
2743,Funcionário 2743,Assistente,Financeiro,Norte,14652.58,2017-02-01,Ativo,22
2744,Funcionário 2744,Analista,Contabilidade,Nordeste,10191.67,2022-01-31,Desligado,48
2745,Funcionário 2745,Diretor,RH,Nordeste,3199.64,2016-06-07,Ativo,62
2746,Funcionário 2746,Coordenador,Logística,Centro-Oeste,2363.57,2016-09-28,Férias,58
2747,Funcionário 2747,Estagiário,Vendas,Sudeste,20011.08,2017-10-01,Ativo,43
2748,Funcionário 2748,Assistente,Marketing,Sudeste,3643.85,2019-11-23,Ativo,42
2749,Funcionário 2749,Estagiário,Vendas,Sudeste,15697.25,2016-02-24,Ativo,24
2750,Funcionário 2750,Gerente,Contabilidade,Nordeste,14590.88,2021-01-20,Ativo,25
2751,Funcionário 2751,Coordenador,TI,Norte,6003.59,2019-08-25,Ativo,53
2752,Funcionário 2752,Analista,Contabilidade,Centro-Oeste,24531.23,2016-05-26,Desligado,18
2753,Funcionário 2753,Gerente,RH,Sudeste,18305.01,2017-06-02,Férias,48
2754,Funcionário 2754,Coordenador,Financeiro,Norte,2951.51,2015-04-30,Ativo,25
2755,Funcionário 2755,Analista,TI,Centro-Oeste,19818.38,2021-02-26,Ativo,55
2756,Funcionário 2756,Assistente,Logística,Nordeste,15972.04,2019-05-12,Ativo,45
2757,Funcionário 2757,Gerente,Financeiro,Sul,11365.23,2015-05-25,Ativo,27
2758,Funcionário 2758,Analista,Vendas,Sul,14529.78,2021-01-30,Ativo,32
2759,Funcionário 2759,Analista,Financeiro,Sudeste,11995.56,2018-07-28,Ativo,35
2760,Funcionário 2760,Assistente,Vendas,Centro-Oeste,12921.11,2016-12-28,Ativo,36
2761,Funcionário 2761,Assistente,Logística,Norte,16629.44,2023-11-26,Ativo,62
2762,Funcionário 2762,Analista,RH,Sul,20219.46,2017-07-27,Ativo,32
2763,Funcionário 2763,Analista,TI,Norte,18297.99,2015-11-18,Ativo,47
2764,Funcionário 2764,Analista,Logística,Centro-Oeste,7997.42,2018-04-01,Ativo,60
2765,Funcionário 2765,Assistente,Marketing,Sudeste,15855.99,2020-02-18,Ativo,42
2766,Funcionário 2766,Analista,Marketing,Centro-Oeste,18921.87,2017-10-27,Férias,64
2767,Funcionário 2767,Diretor,RH,Sudeste,23033.44,2023-12-10,Férias,24
2768,Funcionário 2768,Diretor,Logística,Centro-Oeste,14536.41,2017-09-17,Desligado,45
2769,Funcionário 2769,Coordenador,Marketing,Norte,11415.35,2016-12-02,Desligado,35
2770,Funcionário 2770,Analista,RH,Norte,19536.32,2020-08-27,Ativo,33
2771,Funcionário 2771,Estagiário,Vendas,Centro-Oeste,13834.42,2017-09-27,Desligado,61
2772,Funcionário 2772,Analista,Contabilidade,Norte,23459.66,2018-01-12,Ativo,18
2773,Funcionário 2773,Estagiário,Marketing,Sudeste,2973.85,2020-12-11,Ativo,64
2774,Funcionário 2774,Gerente,Logística,Norte,15352.27,2022-10-04,Desligado,56
2775,Funcionário 2775,Gerente,Logística,Nordeste,12782.2,2024-07-28,Ativo,60
2776,Funcionário 2776,Assistente,Vendas,Sudeste,24861.52,2022-10-11,Ativo,23
2777,Funcionário 2777,Analista,Contabilidade,Nordeste,9744.97,2021-08-14,Férias,62
2778,Funcionário 2778,Analista,TI,Norte,13568.49,2019-08-04,Desligado,27
2779,Funcionário 2779,Diretor,Marketing,Norte,3745.04,2024-10-16,Férias,65
2780,Funcionário 2780,Assistente,Vendas,Nordeste,22090.9,2015-06-10,Férias,33
2781,Funcionário 2781,Estagiário,Logística,Centro-Oeste,20105.11,2019-05-29,Ativo,20
2782,Funcionário 2782,Estagiário,Vendas,Sul,5017.17,2017-10-28,Desligado,36
2783,Funcionário 2783,Analista,Vendas,Norte,21232.35,2021-09-21,Desligado,55
2784,Funcionário 2784,Estagiário,Logística,Sul,8312.65,2023-06-01,Ativo,48
2785,Funcionário 2785,Estagiário,Logística,Norte,22282.92,2022-12-05,Férias,22
2786,Funcionário 2786,Coordenador,Contabilidade,Norte,18232.9,2022-06-22,Ativo,23
2787,Funcionário 2787,Estagiário,TI,Norte,10197.36,2017-04-19,Desligado,55
2788,Funcionário 2788,Estagiário,Financeiro,Sudeste,7868.55,2018-10-17,Desligado,50
2789,Funcionário 2789,Diretor,Financeiro,Nordeste,8406.23,2015-10-05,Ativo,59
2790,Funcionário 2790,Analista,Financeiro,Sul,9243.59,2016-05-07,Ativo,63
2791,Funcionário 2791,Diretor,TI,Nordeste,11629.57,2021-03-03,Férias,33
2792,Funcionário 2792,Estagiário,Logística,Centro-Oeste,17571.06,2017-07-10,Ativo,48
2793,Funcionário 2793,Estagiário,TI,Norte,21641.64,2023-01-17,Ativo,65
2794,Funcionário 2794,Gerente,Financeiro,Sudeste,24074.91,2022-09-17,Ativo,35
2795,Funcionário 2795,Coordenador,Logística,Sul,12808.21,2015-07-25,Ativo,30
2796,Funcionário 2796,Assistente,Contabilidade,Norte,20074.26,2022-04-10,Ativo,54
2797,Funcionário 2797,Coordenador,Financeiro,Nordeste,24023.81,2021-05-02,Desligado,52
2798,Funcionário 2798,Diretor,Financeiro,Nordeste,4663.64,2016-11-12,Ativo,59
2799,Funcionário 2799,Analista,RH,Norte,4324.01,2024-08-15,Ativo,34
2800,Funcionário 2800,Assistente,Contabilidade,Nordeste,3031.74,2024-12-15,Ativo,44
2801,Funcionário 2801,Assistente,Logística,Centro-Oeste,22973.54,2021-02-10,Ativo,48
2802,Funcionário 2802,Estagiário,TI,Centro-Oeste,19500.37,2024-04-06,Desligado,36
2803,Funcionário 2803,Gerente,Financeiro,Nordeste,10922.16,2020-01-22,Férias,23
2804,Funcionário 2804,Coordenador,Marketing,Centro-Oeste,7859.71,2023-09-02,Férias,61
2805,Funcionário 2805,Coordenador,Vendas,Norte,21473.61,2020-07-18,Ativo,48
2806,Funcionário 2806,Analista,Vendas,Centro-Oeste,17049.08,2019-11-11,Desligado,42
2807,Funcionário 2807,Estagiário,Marketing,Sudeste,10862.44,2024-12-09,Desligado,40
2808,Funcionário 2808,Gerente,Vendas,Sudeste,10988.08,2024-01-29,Férias,59
2809,Funcionário 2809,Estagiário,TI,Centro-Oeste,18803.04,2017-07-28,Ativo,65
2810,Funcionário 2810,Estagiário,TI,Nordeste,15068.85,2017-06-21,Ativo,19
2811,Funcionário 2811,Assistente,Contabilidade,Sul,15763.4,2021-11-24,Ativo,55
2812,Funcionário 2812,Analista,Marketing,Sudeste,11304.47,2018-06-26,Ativo,32
2813,Funcionário 2813,Coordenador,RH,Sul,19041.8,2016-01-23,Ativo,50
2814,Funcionário 2814,Diretor,Contabilidade,Nordeste,9092.81,2021-07-25,Desligado,62
2815,Funcionário 2815,Coordenador,TI,Norte,18766.31,2015-07-27,Férias,26
2816,Funcionário 2816,Assistente,Financeiro,Norte,6107.4,2023-05-28,Ativo,44
2817,Funcionário 2817,Assistente,RH,Sudeste,8578.95,2021-03-01,Desligado,52
2818,Funcionário 2818,Coordenador,Logística,Sudeste,21233.44,2017-07-19,Ativo,19
2819,Funcionário 2819,Gerente,Vendas,Centro-Oeste,20585.11,2017-08-04,Desligado,44
2820,Funcionário 2820,Estagiário,Marketing,Norte,9258.75,2016-12-12,Férias,52
2821,Funcionário 2821,Gerente,Logística,Sudeste,11469.05,2015-06-20,Férias,35
2822,Funcionário 2822,Assistente,Contabilidade,Sul,3700.43,2015-12-14,Ativo,32
2823,Funcionário 2823,Diretor,RH,Sul,20547.99,2018-01-28,Ativo,57
2824,Funcionário 2824,Assistente,Contabilidade,Centro-Oeste,24581.66,2019-02-15,Ativo,51
2825,Funcionário 2825,Analista,Logística,Sudeste,15168.79,2018-11-03,Ativo,58
2826,Funcionário 2826,Estagiário,RH,Centro-Oeste,22951.9,2019-08-01,Ativo,34
2827,Funcionário 2827,Assistente,TI,Norte,14856.72,2021-08-07,Ativo,57
2828,Funcionário 2828,Gerente,RH,Nordeste,8291.76,2020-12-15,Férias,23
2829,Funcionário 2829,Gerente,Marketing,Nordeste,7369.77,2021-05-02,Ativo,39
2830,Funcionário 2830,Assistente,Vendas,Sudeste,17218.6,2020-08-05,Ativo,32
2831,Funcionário 2831,Gerente,Financeiro,Centro-Oeste,10132.46,2018-07-29,Férias,40
2832,Funcionário 2832,Diretor,Logística,Nordeste,6199.77,2024-12-24,Ativo,58
2833,Funcionário 2833,Coordenador,Contabilidade,Sul,16531.97,2022-07-05,Férias,57
2834,Funcionário 2834,Analista,Vendas,Norte,24547.88,2018-06-16,Ativo,38
2835,Funcionário 2835,Assistente,Vendas,Norte,9728.72,2016-04-04,Desligado,24
2836,Funcionário 2836,Diretor,Marketing,Sudeste,18032.96,2017-07-10,Ativo,29
2837,Funcionário 2837,Coordenador,RH,Nordeste,3473.47,2022-05-07,Ativo,64
2838,Funcionário 2838,Analista,Logística,Sul,24822.33,2024-06-09,Ativo,59
2839,Funcionário 2839,Assistente,Vendas,Sul,11090.67,2018-07-11,Ativo,26
2840,Funcionário 2840,Gerente,Logística,Sul,23280.77,2015-02-23,Desligado,29
2841,Funcionário 2841,Estagiário,TI,Sul,16563.04,2021-10-15,Ativo,21
2842,Funcionário 2842,Assistente,TI,Nordeste,17331.55,2023-08-29,Ativo,41
2843,Funcionário 2843,Analista,Contabilidade,Norte,24290.77,2016-09-03,Desligado,64
2844,Funcionário 2844,Gerente,Financeiro,Nordeste,3124.26,2024-12-01,Férias,64
2845,Funcionário 2845,Coordenador,Logística,Norte,2296.26,2023-10-26,Desligado,40
2846,Funcionário 2846,Coordenador,Marketing,Norte,3686.96,2024-03-28,Ativo,33
2847,Funcionário 2847,Coordenador,Marketing,Sudeste,21589.51,2018-10-09,Desligado,38
2848,Funcionário 2848,Estagiário,TI,Nordeste,10383.1,2024-03-30,Ativo,32
2849,Funcionário 2849,Analista,Marketing,Norte,18882.74,2016-02-21,Ativo,33
2850,Funcionário 2850,Estagiário,Marketing,Norte,12171.97,2021-04-21,Férias,21
2851,Funcionário 2851,Analista,Marketing,Centro-Oeste,20415.41,2016-05-19,Ativo,42
2852,Funcionário 2852,Diretor,Marketing,Sul,22865.01,2020-05-21,Desligado,63
2853,Funcionário 2853,Estagiário,Vendas,Sudeste,8261.96,2023-02-17,Férias,25
2854,Funcionário 2854,Coordenador,Marketing,Sul,2810.43,2018-02-13,Ativo,41
2855,Funcionário 2855,Diretor,Contabilidade,Sul,5606.29,2022-07-29,Ativo,35
2856,Funcionário 2856,Analista,Logística,Nordeste,14022.09,2018-05-05,Ativo,41
2857,Funcionário 2857,Assistente,TI,Sul,13198.4,2024-10-09,Ativo,55
2858,Funcionário 2858,Diretor,RH,Centro-Oeste,3843.36,2020-06-28,Ativo,42
2859,Funcionário 2859,Analista,TI,Norte,16510.89,2015-06-16,Férias,57
2860,Funcionário 2860,Analista,RH,Nordeste,14907.68,2023-08-03,Ativo,52
2861,Funcionário 2861,Coordenador,RH,Sul,3349.42,2019-11-21,Desligado,28
2862,Funcionário 2862,Analista,Financeiro,Sudeste,16530.31,2021-06-27,Ativo,34
2863,Funcionário 2863,Diretor,Marketing,Nordeste,6992.74,2017-07-09,Ativo,30
2864,Funcionário 2864,Gerente,Logística,Nordeste,18717.63,2019-09-02,Ativo,29
2865,Funcionário 2865,Gerente,RH,Sudeste,22910.59,2021-10-17,Férias,44
2866,Funcionário 2866,Estagiário,Marketing,Sudeste,22992.17,2017-03-12,Ativo,64
2867,Funcionário 2867,Coordenador,Vendas,Norte,11635.02,2019-06-11,Desligado,28
2868,Funcionário 2868,Analista,RH,Sudeste,8628.53,2018-09-10,Ativo,31
2869,Funcionário 2869,Assistente,Contabilidade,Centro-Oeste,22161.86,2015-05-15,Desligado,32
2870,Funcionário 2870,Estagiário,Marketing,Nordeste,24114.48,2023-11-02,Ativo,41
2871,Funcionário 2871,Coordenador,Vendas,Nordeste,20877.94,2019-09-25,Ativo,44
2872,Funcionário 2872,Assistente,Contabilidade,Norte,8330.18,2019-04-23,Ativo,31
2873,Funcionário 2873,Assistente,Vendas,Sudeste,2115.92,2015-06-17,Férias,50
2874,Funcionário 2874,Estagiário,Logística,Sudeste,22649.47,2020-12-16,Desligado,23
2875,Funcionário 2875,Estagiário,TI,Sul,2993.42,2023-11-03,Férias,28
2876,Funcionário 2876,Coordenador,Marketing,Nordeste,15876.08,2021-06-27,Desligado,55
2877,Funcionário 2877,Diretor,Vendas,Sul,18429.82,2024-04-20,Férias,49
2878,Funcionário 2878,Assistente,Contabilidade,Nordeste,12407.81,2023-10-27,Ativo,59
2879,Funcionário 2879,Coordenador,Logística,Centro-Oeste,23486.66,2016-04-25,Ativo,28
2880,Funcionário 2880,Assistente,Logística,Nordeste,11542.76,2017-09-12,Ativo,46
2881,Funcionário 2881,Gerente,Vendas,Norte,20418.64,2015-12-21,Férias,22
2882,Funcionário 2882,Assistente,RH,Norte,20572.43,2024-05-28,Ativo,44
2883,Funcionário 2883,Estagiário,Logística,Sudeste,9409.93,2023-03-10,Ativo,39
2884,Funcionário 2884,Assistente,TI,Sul,21235.9,2023-10-14,Desligado,48
2885,Funcionário 2885,Analista,Financeiro,Centro-Oeste,8897.23,2023-04-23,Desligado,29
2886,Funcionário 2886,Analista,Marketing,Centro-Oeste,12325.98,2021-07-21,Ativo,25
2887,Funcionário 2887,Coordenador,Financeiro,Norte,16107.25,2022-02-05,Ativo,24
2888,Funcionário 2888,Estagiário,Vendas,Sul,14719.37,2021-07-30,Ativo,59
2889,Funcionário 2889,Assistente,Marketing,Sul,12698.98,2021-11-18,Ativo,20
2890,Funcionário 2890,Diretor,Financeiro,Sul,17710.69,2015-03-07,Férias,31
2891,Funcionário 2891,Diretor,Logística,Nordeste,15980.31,2017-07-08,Desligado,24
2892,Funcionário 2892,Diretor,Contabilidade,Sudeste,19924.58,2021-01-29,Ativo,21
2893,Funcionário 2893,Diretor,Contabilidade,Sul,4563.44,2020-08-21,Desligado,48
2894,Funcionário 2894,Estagiário,Contabilidade,Sudeste,22643.07,2018-06-22,Desligado,40
2895,Funcionário 2895,Coordenador,Financeiro,Sudeste,10758.59,2016-10-19,Férias,29
2896,Funcionário 2896,Coordenador,Marketing,Centro-Oeste,14919.48,2021-01-17,Férias,43
2897,Funcionário 2897,Analista,RH,Sul,20032.89,2016-06-24,Ativo,23
2898,Funcionário 2898,Coordenador,TI,Sudeste,17552.1,2024-06-06,Desligado,39
2899,Funcionário 2899,Analista,Logística,Norte,15551.38,2016-07-01,Férias,60
2900,Funcionário 2900,Gerente,Vendas,Nordeste,2252.43,2023-12-06,Ativo,53
2901,Funcionário 2901,Gerente,RH,Sul,8655.52,2024-08-17,Ativo,34
2902,Funcionário 2902,Analista,RH,Nordeste,13460.56,2023-05-01,Férias,41
2903,Funcionário 2903,Gerente,Contabilidade,Sul,3274.96,2024-03-11,Ativo,30
2904,Funcionário 2904,Assistente,Financeiro,Norte,17504.41,2024-09-07,Ativo,41
2905,Funcionário 2905,Coordenador,Financeiro,Norte,13317.79,2022-10-08,Desligado,30
2906,Funcionário 2906,Gerente,TI,Norte,5699.51,2016-01-09,Férias,51
2907,Funcionário 2907,Estagiário,Contabilidade,Sul,11722.76,2020-11-21,Desligado,19
2908,Funcionário 2908,Assistente,Contabilidade,Centro-Oeste,15000.96,2023-11-27,Ativo,45
2909,Funcionário 2909,Analista,Contabilidade,Centro-Oeste,13727.07,2015-04-02,Ativo,20
2910,Funcionário 2910,Assistente,Vendas,Nordeste,24342.35,2020-06-29,Férias,28
2911,Funcionário 2911,Diretor,Vendas,Centro-Oeste,14291.9,2018-12-15,Ativo,20
2912,Funcionário 2912,Gerente,Financeiro,Norte,2213.1,2017-06-19,Ativo,63
2913,Funcionário 2913,Estagiário,TI,Sudeste,15122.61,2018-05-22,Ativo,34
2914,Funcionário 2914,Coordenador,Contabilidade,Centro-Oeste,23861.91,2021-02-28,Ativo,29
2915,Funcionário 2915,Diretor,Logística,Norte,8919.6,2023-12-13,Desligado,35
2916,Funcionário 2916,Gerente,TI,Centro-Oeste,24632.35,2017-08-27,Férias,30
2917,Funcionário 2917,Analista,Logística,Nordeste,23042.85,2018-09-04,Férias,54
2918,Funcionário 2918,Assistente,TI,Norte,18645.08,2015-02-14,Ativo,48
2919,Funcionário 2919,Assistente,Contabilidade,Centro-Oeste,16725.97,2024-09-11,Ativo,24
2920,Funcionário 2920,Coordenador,Marketing,Sudeste,13740.45,2023-11-25,Férias,21
2921,Funcionário 2921,Assistente,RH,Norte,4342.41,2017-08-06,Ativo,58
2922,Funcionário 2922,Coordenador,TI,Sul,8070.98,2024-07-20,Ativo,26
2923,Funcionário 2923,Analista,Marketing,Norte,11670.56,2020-02-10,Desligado,39
2924,Funcionário 2924,Gerente,Logística,Sudeste,11396.13,2019-10-18,Desligado,22
2925,Funcionário 2925,Coordenador,TI,Norte,21153.11,2017-07-10,Ativo,50
2926,Funcionário 2926,Coordenador,Vendas,Sul,6963.44,2020-09-12,Ativo,42
2927,Funcionário 2927,Assistente,Financeiro,Norte,19991.75,2021-08-27,Ativo,58
2928,Funcionário 2928,Gerente,Marketing,Sul,5919.41,2019-12-10,Ativo,50
2929,Funcionário 2929,Diretor,Vendas,Nordeste,4293.81,2019-12-08,Férias,47
2930,Funcionário 2930,Diretor,Logística,Sul,15261.59,2015-07-04,Ativo,34
2931,Funcionário 2931,Coordenador,Vendas,Norte,3669.43,2019-12-05,Desligado,65
2932,Funcionário 2932,Diretor,Vendas,Nordeste,8499.82,2024-02-07,Desligado,33
2933,Funcionário 2933,Estagiário,Vendas,Sudeste,17728.99,2021-06-25,Ativo,39
2934,Funcionário 2934,Coordenador,TI,Centro-Oeste,2030.07,2018-01-18,Ativo,27
2935,Funcionário 2935,Diretor,Marketing,Sudeste,2571.41,2017-10-18,Desligado,39
2936,Funcionário 2936,Gerente,Contabilidade,Sudeste,6159.25,2024-01-12,Férias,30
2937,Funcionário 2937,Analista,Contabilidade,Sudeste,18658.09,2015-03-22,Ativo,50
2938,Funcionário 2938,Analista,Financeiro,Nordeste,2067.99,2023-12-27,Férias,59
2939,Funcionário 2939,Gerente,TI,Norte,17262.66,2017-05-10,Ativo,28
2940,Funcionário 2940,Gerente,Marketing,Sul,12572.65,2020-04-09,Ativo,20
2941,Funcionário 2941,Gerente,RH,Nordeste,4750.28,2023-06-12,Ativo,65
2942,Funcionário 2942,Analista,Logística,Sul,13513.48,2019-12-10,Desligado,20
2943,Funcionário 2943,Analista,Marketing,Nordeste,24687.03,2024-09-22,Férias,33
2944,Funcionário 2944,Gerente,Financeiro,Centro-Oeste,24231.52,2015-02-22,Ativo,58
2945,Funcionário 2945,Coordenador,Vendas,Sudeste,4319.15,2017-07-14,Ativo,60
2946,Funcionário 2946,Analista,Contabilidade,Norte,22467.98,2021-10-03,Ativo,55
2947,Funcionário 2947,Estagiário,RH,Sul,19028.58,2015-06-24,Desligado,27
2948,Funcionário 2948,Estagiário,Contabilidade,Nordeste,14669.69,2015-06-01,Ativo,40
2949,Funcionário 2949,Assistente,Marketing,Sudeste,9551.76,2021-11-17,Ativo,50
2950,Funcionário 2950,Estagiário,Logística,Centro-Oeste,12074.94,2023-07-14,Desligado,58
2951,Funcionário 2951,Diretor,Vendas,Sudeste,21373.47,2015-10-24,Ativo,28
2952,Funcionário 2952,Diretor,Contabilidade,Sul,5415.63,2017-01-13,Desligado,18
2953,Funcionário 2953,Assistente,TI,Sudeste,24037.06,2016-12-29,Ativo,48
2954,Funcionário 2954,Analista,TI,Nordeste,7523.32,2020-02-02,Ativo,33
2955,Funcionário 2955,Diretor,Vendas,Centro-Oeste,8596.4,2017-09-27,Desligado,35
2956,Funcionário 2956,Diretor,Financeiro,Centro-Oeste,8603.88,2024-07-16,Ativo,65
2957,Funcionário 2957,Analista,TI,Nordeste,3304.39,2019-07-01,Desligado,19
2958,Funcionário 2958,Analista,Logística,Sudeste,7123.12,2023-06-26,Férias,64
2959,Funcionário 2959,Analista,TI,Sul,16052.98,2020-03-21,Ativo,63
2960,Funcionário 2960,Estagiário,RH,Centro-Oeste,7505.35,2016-03-03,Férias,52
2961,Funcionário 2961,Assistente,TI,Norte,18215.8,2017-12-04,Ativo,22
2962,Funcionário 2962,Estagiário,Vendas,Nordeste,24797.43,2024-03-15,Desligado,50
2963,Funcionário 2963,Assistente,Vendas,Sudeste,4539.33,2018-03-11,Ativo,40
2964,Funcionário 2964,Diretor,Vendas,Centro-Oeste,14040.99,2018-02-07,Desligado,43
2965,Funcionário 2965,Estagiário,RH,Sudeste,6386.56,2020-04-10,Ativo,38
2966,Funcionário 2966,Analista,TI,Norte,10661.47,2024-11-11,Ativo,51
2967,Funcionário 2967,Estagiário,Vendas,Centro-Oeste,2080.44,2019-10-26,Férias,62
2968,Funcionário 2968,Coordenador,TI,Centro-Oeste,18638.98,2017-01-21,Ativo,19
